"scientific_name_original","scientific_name_MG","family_MG","scientific_name_WFO","scientific_name_authorship","family_WFO","perennial","annual","lifecycle_POSA","monoecious","dioecious","evergreen","deciduous","seasonally_apparent","seasonally_identifiable","flower_postfire","resprout_postfire","serotinous","flower_begin","flower_end","flower_begin_alt","flower_end_alt","max_height_cm","herb","geophyte","graminoid","low_shrub","mid_shrub","tall_shrub","tree","scrambler","liana","hemiparasite","parasite","missing_growthform_class","succulent","leaf_succulent","stem_succulent","other_succulent","leaf_type","lvs_linear","lvs_intermediate","lvs_oval","lvs_compound","lvs_lobed","lvs_dissected","leaf_length","virtually_no_leaves","stems_photosynthetic","functional_leaf","plant_longevity","flammability","pollination","dispersal"
"Agathosma kougaense","Agathosma kougaense","RUTACEAE","Agathosma kougaense","Pillans","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Nov",NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,1,0,0,"leaf",2,"m","i","p"
"Agathosma lanceolata","Agathosma lanceolata","RUTACEAE","Agathosma lanceolata","Spreng. ex Bartl. & H.L.Wendl.","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Apr","Oct",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.483333333,0,0,"leaf",2,"h","i","p"
"Agathosma martiana","Agathosma martiana","RUTACEAE","Agathosma martiana","Sond.","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Sep",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.966666667,0,0,"leaf",2,"h","i","p"
"Agathosma minuta","Agathosma minuta","RUTACEAE","Agathosma minuta","Schltdl.","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jun","Sep",NA,NA,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","p"
"Agathosma mucronulata","Agathosma mucronulata","RUTACEAE","Agathosma mucronulata","Sond.","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Oct",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.7,0,0,"leaf",2,"h","i","p"
"Agathosma mundtii","Agathosma mundtii","RUTACEAE","Agathosma mundtii","Cham.","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jun","Nov",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.741111111,0,0,"leaf",2,"h","i","p"
"Agathosma orbicularis","Agathosma orbicularis","RUTACEAE","Agathosma orbicularis","Bartl. & H.L.Wendl.","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Nov",NA,NA,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.2,0,0,"leaf",2,"h","i","p"
"Agathosma ovata","Agathosma ovata","RUTACEAE","Agathosma ovata","(Thunb.) Pillans","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jan","Dec",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,1.007777778,0,0,"leaf",2,"h","i","i"
"Agathosma pilifera","Agathosma pilifera","RUTACEAE","Agathosma pilifera","Schltdl.","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Oct",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.5,0,0,"leaf",2,"h","i","p"
"Agathosma puberula","Agathosma puberula","RUTACEAE","Agathosma puberula","(Steud.) Fourc.","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Mar","Oct",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.8,0,0,"leaf",2,"h","i","p"
"Agathosma pubigera","Agathosma pubigera","RUTACEAE","Agathosma pubigera","Sond.","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Sep",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.542,0,0,"leaf",2,"h","i","p"
"Agathosma pungens","Agathosma pungens","RUTACEAE","Agathosma pungens","(E.Mey. ex Sond.) Pillans","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"May","Nov",NA,NA,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1.5,0,0,"leaf",2,"h","i","p"
"Agathosma recurvifolia","Agathosma recurvifolia","RUTACEAE","Agathosma recurvifolia","Sond.","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"May","Nov",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.503333333,0,0,"leaf",2,"h","i","p"
"Agathosma serpyllacea","Agathosma serpyllacea","RUTACEAE","Agathosma serpyllacea","Licht. ex Roem. & Schult.","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"May","Dec",NA,NA,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.675,0,0,"leaf",2,"h","i","p"
"Agathosma stilbeoides","Agathosma stilbeoides","RUTACEAE","Agathosma stilbeoides","Dümmer","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Mar",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.5,0,0,"leaf",2,"h","i","p"
"Agathosma unicarpellata","Agathosma unicarpellata","RUTACEAE","Agathosma unicarpellata","(Fourc.) Pillans","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Apr","Dec",NA,NA,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,1.4,0,0,"leaf",2,"h","i","p"
"Agathosma venusta","Agathosma venusta","RUTACEAE","Agathosma venusta","(Eckl. & Zeyh.) Pillans","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Feb",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.915,0,0,"leaf",2,"h","i","p"
"Agrostis lachnantha","Agrostis lachnantha","POACEAE","Lachnagrostis lachnantha","(Nees) Rúgolo & A.M.Molina","Poaceae",0,1,"Annual",1,0,0,1,1,1,0,0,0,"Oct","Mar",NA,NA,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"mixed",0,"l","w","u"
"Aizoon paniculatum","Aizoon paniculatum","AIZOACEAE","Aizoon paniculatum","L.","Aizoaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Jul","Oct",NA,NA,50,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",1,"l","i","p"
"Aizoon rigidum","Aizoon rigidum","AIZOACEAE","Aizoon rigidum","L.f.","Aizoaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Oct",NA,NA,15,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",1,"l","i","p"
"Aizoon sarmentosum","Aizoon sarmentosum","AIZOACEAE","Aizoon sarmentosum","L.f.","Aizoaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Jun","Oct",NA,NA,50,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",1,"l","i","p"
"Albuca cooperi","Albuca cooperi","HYACINTHACEAE","Albuca cooperi","Baker","Asparagaceae",1,0,"Perennial",1,0,0,1,1,1,0,1,0,"Sep","Nov",NA,NA,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Albuca flaccida","Albuca flaccida","HYACINTHACEAE","Albuca flaccida","Jacq.","Asparagaceae",1,0,"Perennial",1,0,0,1,1,1,0,1,0,"Aug","Oct",NA,NA,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Alepidea capensis","Alepidea capensis","APIACEAE","Alepidea capensis","(Berg.) R.A.Dyer","Apiaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Nov","Feb",NA,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,2.34,0,0,"leaf",2,"l","i","p"
"Alepidea delicatula","Alepidea delicatula","APIACEAE","Alepidea delicatula","Weim.","Apiaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Jan","Feb",NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Allophylus decipiens","Allophylus decipiens","SAPINDACEAE","Allophylus decipiens","Radlk.","Sapindaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Jan",NA,NA,400,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,NA,0,0,"leaf",3,"m","i","m"
"Aloe arborescens","Aloe arborescens","ASPHODELACEAE","Aloe arborescens","Mill.","Asphodelaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"May","Jun",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,31.322,0,0,"leaf",3,"l","b","w"
"Aloe ciliaris","Aloe ciliaris","ASPHODELACEAE","Aloiampelos ciliaris","(Haw.) Klopper & Gideon F.Sm.","Asphodelaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Apr",NA,NA,500,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",3,"l","b","w"
"Aloe comptonii","Aloe comptonii","ASPHODELACEAE","Aloe comptonii","Reynolds","Asphodelaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Dec",NA,NA,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"leaf",0,1,0,0,0,0,29.53333333,0,0,"leaf",3,"l","b","w"
"Aloe ferox","Aloe ferox","ASPHODELACEAE","Aloe ferox","Mill.","Asphodelaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"May","Nov",NA,NA,300,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,49.86666667,0,0,"leaf",3,"l","b","w"
"Aloe perfoliata","Aloe mitriformis","ASPHODELACEAE","Aloe perfoliata","L.","Asphodelaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Dec","Feb",NA,NA,200,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",3,"l","b","w"
"Aloe speciosa","Aloe speciosa","ASPHODELACEAE","Aloe speciosa","Baker","Asphodelaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Sep",NA,NA,400,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,71,0,0,"leaf",3,"l","b","w"
"Alsophila capensis","Cyathea capensis","CYATHEACEAE","Alsophila capensis","J.Sm.","Cyatheaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jan","Dec",NA,NA,450,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"frond",0,0,1,0,0,1,NA,0,0,"leaf",3,"l","w","w"
"Amphithalea axillaris","Amphithalea axillaris","FABACEAE","Amphithalea axillaris","Granby","Fabaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Apr","Aug",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","p"
"Amphithalea cymbifolia","Amphithalea cymbifolia","FABACEAE","Amphithalea cymbifolia","(C.A.Sm.) A.L.Schutte","Fabaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Oct","Nov",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.976666667,0,0,"leaf",2,"h","i","p"
"Amphithalea ericifolia","Amphithalea ericifolia","FABACEAE","Amphithalea ericifolia","(L.) Eckl. & Zeyh.","Fabaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Apr","Jan",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.533333333,0,0,"leaf",3,"h","i","p"
"Amphithalea micrantha","Amphithalea micrantha","FABACEAE","Amphithalea micrantha","(E.Mey.) Walp.","Fabaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Apr","Jul",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"h","i","p"
"Amphithalea violacea","Amphithalea violacea","FABACEAE","Amphithalea violacea","(E.Mey.) Benth.","Fabaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Mar","Aug",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.565,0,0,"leaf",2,"h","i","p"
"Amphithalea williamsonii","Amphithalea williamsonii","FABACEAE","Amphithalea williamsonii","Harv.","Fabaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"May","Aug",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.868333333,0,0,"leaf",2,"h","i","p"
"Anacampseros arachnoides","Anacampseros arachnoides","PORTULACACEAE","Anacampseros arachnoides","(Haw.) Sims","Anacampserotaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Jan",NA,NA,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Anacampseros telephiastrum","Anacampseros telephiastrum","PORTULACACEAE","Anacampseros telephiastrum","DC.","Anacampserotaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Dec",NA,NA,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Anaxeton asperum","Anaxeton asperum","ASTERACEAE","Anaxeton asperum","DC.","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Dec",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",1,"m","i","w"
"Anaxeton laeve","Anaxeton laeve","ASTERACEAE","Anaxeton laeve","(Harv.) Lundgren","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Dec","May",NA,NA,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,2.183333333,0,0,"leaf",1,"m","i","w"
"Anaxeton nycthemerum","Anaxeton nycthemerum","ASTERACEAE","Anaxeton nycthemerum","Less.","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Dec",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",1,"m","i","w"
"Anderbergia epaleata","Anderbergia epaleata","ASTERACEAE","Anderbergia epaleata","(Hilliard & B.L.Burtt) B.Nord.","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Sep","Sep",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","w"
"Andropogon appendiculatus","Andropogon appendiculatus","POACEAE","Andropogon appendiculatus","Nees","Poaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Oct","Apr",NA,NA,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,13.41666667,0,1,"leaf",2,"h","w","w"
"Anemone knowltonia","Knowltonia capensis","RANUNCULACEAE","Knowltonia capensis","Huth","Ranunculaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jun","Sep",NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,8.52,0,0,"leaf",2,"l","i","i"
"Anemone tenuifolia","Anemone tenuifolia","RANUNCULACEAE","Pulsatilla vulgaris","Mill.","Ranunculaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jun","Feb",NA,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,NA,0,0,"leaf",2,"l","i","i"
"Anemone vesicatoria","Knowltonia vesicatoria","RANUNCULACEAE","Anemone vesicatoria","Prantl","Ranunculaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Aug","Oct",NA,NA,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,1,0,7.733333333,0,0,"leaf",2,"l","i","i"
"Anginon difforme","Anginon difforme","APIACEAE","Anginon difforme","(L.) B.L.Burtt","Apiaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Dec","Apr",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"m","i","w"
"Anisodontea scabrosa","Anisodontea scabrosa","MALVACEAE","Anisodontea scabrosa","(L.) D.M.Bates","Malvaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Dec",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,1,0,NA,0,0,"leaf",2,"m","i","w"
"Annesorhiza altiscapa","Annesorhiza altiscapa","APIACEAE","Annesorhiza altiscapa","Schltr. ex H.Wolff","Apiaceae",1,0,"Perennial",1,0,1,1,1,1,0,1,0,"Aug","Sep",NA,NA,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,1,1,NA,0,0,"leaf",2,"m","i","w"
"Anthochortus capensis","Anthochortus capensis","RESTIONACEAE","Anthochortus capensis","Esterh.","Restionaceae",1,0,"Perennial",0,1,1,0,0,0,0,0,0,"Aug","Aug",NA,NA,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,11.4,1,1,"culm_stem",2,"h","w","p"
"Anthochortus crinalis","Anthochortus crinalis","RESTIONACEAE","Anthochortus crinalis","(Mast.) H.P.Linder","Restionaceae",1,0,"Perennial",0,1,1,0,0,0,0,1,0,"May","May",NA,NA,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,45.52,1,1,"culm_stem",2,"h","w","p"
"Anthochortus ecklonii","Anthochortus ecklonii","RESTIONACEAE","Anthochortus ecklonii","Nees","Restionaceae",1,0,"Perennial",0,1,1,0,0,0,0,1,0,"Jan","Dec",NA,NA,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,1,1,"culm_stem",2,"h","w","p"
"Anthochortus laxiflorus","Anthochortus laxiflorus","RESTIONACEAE","Anthochortus laxiflorus","(Nees) H.P.Linder","Restionaceae",1,0,"Perennial",0,1,1,0,0,0,0,0,0,"Nov","Dec",NA,NA,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,32.56,1,1,"culm_stem",2,"h","w","p"
"Anthospermum aethiopicum","Anthospermum aethiopicum","RUBIACEAE","Anthospermum aethiopicum","L.","Rubiaceae",1,0,"Perennial",0,1,1,0,0,0,0,0,0,"Aug","Jan",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.575526316,0,0,"leaf",2,"h","w","p"
"Anthospermum bergianum","Anthospermum bergianum","RUBIACEAE","Anthospermum bergianum","Cruse","Rubiaceae",1,0,"Perennial",0,1,1,0,0,0,0,0,0,"Jul","Jan",NA,NA,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,1,0,0,"leaf",2,"h","w","p"
"Anthospermum galioides","Anthospermum galioides","RUBIACEAE","Anthospermum galioides","Rchb. ex Spreng.","Rubiaceae",1,0,"Perennial",0,1,1,0,0,0,0,0,0,"Jul","Jan",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,0.8825,0,0,"leaf",2,"m","w","p"
"Anthospermum prostratum","Anthospermum prostratum","RUBIACEAE","Anthospermum prostratum","Sond.","Rubiaceae",1,0,"Perennial",0,1,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"l","w","p"
"Anthospermum spathulatum","Anthospermum spathulatum","RUBIACEAE","Anthospermum spathulatum","Spreng.","Rubiaceae",1,0,"Perennial",0,1,1,0,0,0,0,0,0,"Jun","Feb",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","w","p"
"Antimima dasyphylla","Antimima dasyphylla","AIZOACEAE","Antimima dasyphylla","(Schltr.) H.E.K.Hartmann","Aizoaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Aug","Aug",NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,"leaf",0,1,0,0,0,0,0.496,0,0,"leaf",2,"l","i","p"
"Apium decumbens","Apium decumbens","APIACEAE","Apium graveolens","L.","Apiaceae",1,1,"Both",1,0,1,0,1,1,0,0,0,"Jan","Mar",NA,NA,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,3.9375,0,0,"leaf",0,"l","i","u"
"Apodytes dimidiata","Apodytes dimidiata","ICACINACEAE","Apodytes dimidiata","E.Mey. ex Arn.","Metteniusaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Jan",NA,NA,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",3,"l","i","m"
"Arctopus echinatus","Arctopus echinatus","APIACEAE","Arctopus echinatus","L.","Apiaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"May","Jul",NA,NA,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,1,0,7.52,0,0,"leaf",2,"l","i","m"
"Arctotheca calendula","Arctotheca calendula","ASTERACEAE","Arctotheca calendula","(L.) Levyns","Asteraceae",0,1,"Annual",1,0,0,1,1,1,0,0,0,"Jul","Nov",NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,1,1,NA,0,0,"leaf",0,"l","i","w"
"Arctotis acaulis","Arctotis acaulis","ASTERACEAE","Arctotis acaulis","Brot.","Asteraceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Aug","Oct",NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,1,1,NA,0,0,"leaf",1,"l","i","w"
"Arctotis adpressa","Arctotis adpressa","ASTERACEAE","Arctotis adpressa","DC.","Asteraceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Sep","Nov",NA,NA,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,1,5.46,0,0,"leaf",2,"l","i","w"
"Arctotis aspera","Arctotis aspera","ASTERACEAE","Arctotis aspera","L.","Asteraceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Aug","Oct",NA,NA,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,1,8.32,0,0,"leaf",1,"m","i","w"
"Arctotis scabra","Arctotis scabra","ASTERACEAE","Arctotis semipapposa","Beauverd","Asteraceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Apr",NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,12.625,0,0,"leaf",1,"m","i","w"
"Arctotis stoechadifolia","Arctotis stoechadifolia","ASTERACEAE","Arctotis stoechadifolia","P.J.Bergius","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Dec",NA,NA,35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,1,5.433333333,0,0,"leaf",2,"l","i","w"
"Argyrolobium collinum","Argyrolobium collinum","FABACEAE","Argyrolobium collinum","Eckl. & Zeyh.","Fabaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Sep","Feb",NA,NA,300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,0.75,0,0,"leaf",3,"h","i","p"
"Argyrolobium filiforme","Argyrolobium filiforme","FABACEAE","Argyrolobium filifolia","(Pers.) ined.","Fabaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Sep","Jan",NA,NA,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,NA,0,0,"leaf",3,"l","i","p"
"Argyrolobium incanum","Argyrolobium incanum","FABACEAE","Argyrolobium incanum","Eckl. & Zeyh.","Fabaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Jul","Jan",NA,NA,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,NA,0,0,"leaf",3,"h","i","p"
"Argyrolobium parviflorum","Argyrolobium parviflorum","FABACEAE","Argyrolobium parviflorum","T.J.Edwards","Fabaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Nov","May",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,NA,0,0,"leaf",3,"h","i","p"
"Aristea africana","Aristea africana","IRIDACEAE","Aristea africana","(L.) Hoffmanns.","Iridaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Oct","Jan",NA,NA,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,8.25,0,0,"leaf",2,"l","i","p"
"Aristea anceps","Aristea anceps","IRIDACEAE","Aristea anceps","Eckl. ex Klatt","Iridaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Sep","Jan",NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"m","i","p"
"Aristea bakeri","Aristea bakeri","IRIDACEAE","Aristea bakeri","Klatt","Iridaceae",1,0,"Perennial",1,0,1,0,0,1,1,1,0,"Oct","Dec",NA,NA,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"m","i","p"
