"scientific_name_original","scientific_name_MG","family_MG","scientific_name_WFO","scientific_name_authorship_WFO","family_WFO","perennial","annual","monoecious","dioecious","evergreen","deciduous","seasonally_apparent","seasonally_identifiable","flower_postfire","resprout_postfire","serotinous","flower_begin","flower_end","flower_begin_alt","flower_end_alt","max_height_cm","herb","geophyte","graminoid","low_shrub","mid_shrub","tall_shrub","tree","scrambler","liana","hemiparasite","parasite","missing_growthform_class","succulent","leaf_succulent","stem_succulent","other_succulent","leaf_type","lvs_linear","lvs_intermediate","lvs_oval","lvs_compound","lvs_lobed","lvs_dissected","leaf_length","virtually_no_leaves","stems_photosynthetic","functional_leaf","plant_longevity","flammability","pollination","dispersal","scientific_name_authorship"
"Cyperus marginatus","Cyperus marginatus","Cyperaceae","Cyperus marginatus","Cyperus marginatus","Cyperaceae",1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,100,1,1,"mixed",2,"h","w","w","Cyperus marginatus"
"Cyphia volubilis","Cyphia volubilis","Lobeliaceae","Cyphia volubilis","Cyphia volubilis","Campanulaceae",1,0,1,0,1,0,1,1,0,1,0,"Aug","Sep",NA,NA,50,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,2,0,1,"mixed",2,"l","i","p","Cyphia volubilis"
"Cysticapnos vesicaria","Cysticapnos vesicaria","Fumariaceae","Cysticapnos vesicaria","Cysticapnos vesicaria","Papaveraceae",0,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,1,1.5,0,0,"leaf",0,"l","i","p","Cysticapnos vesicaria"
"Deverra denudata","Deverra denudata","Apiaceae","Deverra denudata","Deverra denudata","Apiaceae",1,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,1,1,5,1,1,"mixed",3,"m","w","p","Deverra denudata"
"Diascia macrophylla","Diascia macrophylla","Scrophulariaceae","Diascia macrophylla","Diascia macrophylla","Scrophulariaceae",0,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,1.5,0,0,"leaf",0,"l","i","p","Diascia macrophylla"
"Diascia namaquensis","Diascia namaquensis","Scrophulariaceae","Diascia namaquensis","Diascia namaquensis","Scrophulariaceae",0,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,1,0,2,0,0,"leaf",0,"l","i","p","Diascia namaquensis"
"Diascia nana","Diascia nana","Scrophulariaceae","Diascia nana","Diascia nana","Scrophulariaceae",0,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,1,0,2,0,0,"leaf",0,"l","i","p","Diascia nana"
"Didelta spinosa","Didelta spinosa","Asteraceae","Didelta spinosa","Didelta spinosa","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Jul","Sep",NA,NA,200,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,0,1,0,0,0,4,0,0,"leaf",3,"l","i","w","Didelta spinosa"
"Dimorphotheca cuneata","Dimorphotheca cuneata","Asteraceae","Dimorphotheca cuneata","Dimorphotheca cuneata","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Sep","Nov",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,2,0,0,"leaf",3,"l","i","w","Dimorphotheca cuneata"
"Dimorphotheca pinnata","Dimorphotheca pinnata","Asteraceae","Osteospermum pinnatum","Osteospermum pinnatum","Asteraceae",0,1,1,0,0,0,1,1,0,0,0,"Jul","Sep",NA,NA,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,1,4,0,0,"leaf",0,"l","i","w","Osteospermum pinnatum"
"Dimorphotheca pluvialis","Dimorphotheca pluvialis","Asteraceae","Dimorphotheca pluvialis","Dimorphotheca pluvialis","Asteraceae",0,1,1,0,0,0,1,1,0,0,0,"Aug","Oct",NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,0,3,0,0,"leaf",0,"l","i","w","Dimorphotheca pluvialis"
"Dimorphotheca sinuata","Dimorphotheca sinuata","Asteraceae","Dimorphotheca sinuata","Dimorphotheca sinuata","Asteraceae",0,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,0,3,0,0,"leaf",0,"l","i","w","Dimorphotheca sinuata"
"Disperis purpurata","Disperis purpurata","Orchidaceae","Disperis purpurata","Disperis purpurata","Orchidaceae",1,0,1,0,0,1,1,1,1,1,0,NA,NA,NA,NA,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,5,0,0,"leaf",2,"l","i","p","Disperis purpurata"
"Drimia physodes","Drimia physodes","Hyacinthaceae","Fusifilum physodes","Fusifilum physodes","Asparagaceae",1,0,1,0,0,1,1,1,0,1,0,"Oct","Apr",NA,NA,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,10,0,0,"leaf",3,"l","i","p","Fusifilum physodes"
"Drosanthemum floribundum","Drosanthemum floribundum","Aizoaceae","Drosanthemum floribundum","Drosanthemum floribundum","Aizoaceae",1,0,1,0,1,0,0,0,0,0,0,"Sep","Dec",NA,NA,30,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"leaf",1,0,0,0,0,0,2,0,0,"leaf",2,"l","i","p","Drosanthemum floribundum"
"Drosanthemum framesii","Drosanthemum framesii","Aizoaceae","Drosanthemum framesii","Drosanthemum framesii","Aizoaceae",1,0,1,0,1,0,0,0,0,0,0,"Sep",NA,NA,NA,8,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,1.5,0,0,"leaf",2,"l","i","p","Drosanthemum framesii"
"Drosanthemum karrooense","Drosanthemum karrooense","Aizoaceae","Drosanthemum karrooense","Drosanthemum karrooense","Aizoaceae",1,0,1,0,1,0,0,0,0,0,0,"Aug",NA,NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",1,0,0,0,0,0,1.1,0,0,"leaf",2,"l","i","p","Drosanthemum karrooense"
"Ehrharta delicatula","Ehrharta delicatula","Poaceae","Ehrharta delicatula","Ehrharta delicatula","Poaceae",0,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,15,0,1,"mixed",0,"l","w","w","Ehrharta delicatula"
"Ehrharta longiflora","Ehrharta longiflora","Poaceae","Ehrharta longiflora","Ehrharta longiflora","Poaceae",0,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,30,0,0,"mixed",0,"l","w","w","Ehrharta longiflora"
"Ehrharta longifolia","Ehrharta longifolia","Poaceae","Ehrharta longifolia","Ehrharta longifolia","Poaceae",1,0,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,60,0,1,"mixed",2,"l","w","w","Ehrharta longifolia"
"Ehrharta melicoides","Ehrharta melicoides","Poaceae","Ehrharta melicoides","Ehrharta melicoides","Poaceae",1,0,1,0,0,1,0,0,0,0,0,"Sep","Nov",NA,NA,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,20,0,1,"mixed",2,"m","w","w","Ehrharta melicoides"
"Ehrharta ramosa","Ehrharta ramosa subsp. ramosa","Poaceae","Ehrharta ramosa","Ehrharta ramosa","Poaceae",1,0,1,0,1,0,0,0,0,1,0,"Sep","Jan",NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,10,0,1,"mixed",2,"h","w","w","Ehrharta ramosa"
"Emilia hantamensis","Emilia hantamensis","Asteraceae","Emilia hantamensis","Emilia hantamensis","Asteraceae",0,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,0,7,0,0,"leaf",2,"l","i","w","Emilia hantamensis"
"Erica inaequalis","Erica inaequalis","Ericaceae","Erica inaequalis","Erica inaequalis","Ericaceae",1,0,1,0,1,0,0,0,0,1,0,"Sep","Feb",NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.3,0,0,"leaf",3,"h","i","p","Erica inaequalis"
"Eriocephalus decussatus","Eriocephalus decussatus","Asteraceae","Eriocephalus decussatus","Eriocephalus decussatus","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Jul","Sep",NA,NA,150,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.3,0,0,"leaf",2,"m","i","w","Eriocephalus decussatus"
"Eriocephalus ericoides","Eriocephalus ericoides","Asteraceae","Eriocephalus ericoides","Eriocephalus ericoides","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Jul","Nov",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.4,0,0,"leaf",2,"m","i","w","Eriocephalus ericoides"
"Eriocephalus microphyllus","Eriocephalus microphyllus","Asteraceae","Eriocephalus microphyllus","Eriocephalus microphyllus","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Jun","Jul","Aug",NA,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.4,0,0,"leaf",2,"m","i","w","Eriocephalus microphyllus"
"Eriocephalus namaquensis","Eriocephalus namaquensis","Asteraceae","Eriocephalus namaquensis","Eriocephalus namaquensis","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Jul","Oct",NA,NA,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.3,0,0,"leaf",2,"l","i","w","Eriocephalus namaquensis"
"Eriocephalus pauperrimus","Eriocephalus pauperrimus","Asteraceae","Eriocephalus pauperrimus","Eriocephalus pauperrimus","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Jun","Sep",NA,NA,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.3,0,0,"leaf",2,"m","i","w","Eriocephalus pauperrimus"
"Eriocephalus punctulatus","Eriocephalus punctulatus","Asteraceae","Eriocephalus punctulatus","Eriocephalus punctulatus","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.5,0,0,"leaf",2,"m","i","w","Eriocephalus punctulatus"
"Eriocephalus purpureus","Eriocephalus purpureus","Asteraceae","Eriocephalus purpureus","Eriocephalus purpureus","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Jul","Aug",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.5,0,0,"leaf",2,"m","i","w","Eriocephalus purpureus"
"Eriocephalus spinescens","Eriocephalus spinescens","Asteraceae","Eriocephalus spinescens","Eriocephalus spinescens","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.3,0,0,"leaf",2,"l","i","w","Eriocephalus spinescens"
"Erodium cicutarium","Erodium cicutarium","Geraniaceae","Erodium cicutarium","Erodium cicutarium","Geraniaceae",0,1,1,0,0,0,1,1,0,0,0,"All year",NA,NA,NA,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,1,4,0,0,"leaf",0,"l","i","w","Erodium cicutarium"
"Erodium moschatum","Erodium moschatum","Geraniaceae","Erodium moschatum","Erodium moschatum","Geraniaceae",0,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,1,1,5,0,0,"leaf",0,"l","i","w","Erodium moschatum"
"Euchlora hirsuta","Euchlora hirsuta","Fabaceae","Euchlora hirsuta","Euchlora hirsuta","Fabaceae",1,0,1,0,0,1,1,1,0,1,0,"Jun","Oct",NA,NA,20,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,2,0,0,"leaf",3,"l","i","p","Euchlora hirsuta"
"Euphorbia hamata","Euphorbia hamata","Euphorbiaceae","Euphorbia hamata","Euphorbia hamata","Euphorbiaceae",1,0,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"leaf",0,1,1,0,0,0,2,1,1,"mixed",3,"l","i","p","Euphorbia hamata"
"Euphorbia multiceps","Euphorbia multiceps","Euphorbiaceae","Euphorbia multiceps","Euphorbia multiceps","Euphorbiaceae",1,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"leaf",1,0,0,0,0,0,1.2,1,1,"mixed",3,"l","i","p","Euphorbia multiceps"
"Euryops annuus","Euryops annuus","Asteraceae","Euryops annuus","Euryops annuus","Asteraceae",0,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,NA,1,8,0,0,"leaf",0,"l","i","w","Euryops annuus"
"Euryops imbricatus","Euryops imbricatus","Asteraceae","Euryops imbricatus","Euryops imbricatus","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,120,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,1.7,0,0,"leaf",2,"m","i","w","Euryops imbricatus"
"Euryops lateriflorus","Euryops lateriflorus","Asteraceae","Euryops lateriflorus","Euryops lateriflorus","Asteraceae",1,0,1,0,1,0,0,0,0,1,0,"May","Aug",NA,NA,150,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,3,0,0,"leaf",3,"h","i","w","Euryops lateriflorus"
"Euryops marlothii","Euryops marlothii","Asteraceae","Euryops marlothii","Euryops marlothii","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Jul","Dec",NA,NA,150,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,1,0,1.5,0,0,"leaf",2,"h","i","w","Euryops marlothii"
"Euryops multifidus","Euryops multifidus","Asteraceae","Euryops multifidus","Euryops multifidus","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Jun","Sep",NA,NA,150,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,1,0,1,0,0,"leaf",2,"h","i","w","Euryops multifidus"
"Euryops trifidus","Euryops trifidus","Asteraceae","Euryops trifidus","Euryops trifidus","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,1,1.5,0,0,"leaf",2,"h","i","w","Euryops trifidus"
"Felicia merxmuelleri","Felicia merxmuelleri","Asteraceae","Felicia merxmuelleri","Felicia merxmuelleri","Asteraceae",0,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,2,0,0,"leaf",0,"l","i","w","Felicia merxmuelleri"
"Felicia australis","Felicia australis","Asteraceae","Felicia australis","Felicia australis","Asteraceae",0,1,1,0,0,0,1,1,0,0,0,"Aug","Sep",NA,NA,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1.5,0,0,"leaf",0,"l","i","w","Felicia australis"
"Felicia bergiana","Felicia bergiana","Asteraceae","Felicia bergeriana","Felicia bergeriana","Asteraceae",0,1,1,0,0,0,1,1,0,0,0,"Aug","Oct",NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,1.5,0,0,"leaf",0,"l","i","w","Felicia bergeriana"
"Felicia brevifolia","Felicia brevifolia","Asteraceae","Felicia brevifolia","Felicia brevifolia","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"May","Oct",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,2,0,0,"leaf",3,"h","i","i","Felicia brevifolia"
"Felicia hirsuta","Felicia hirsuta","Asteraceae","Felicia hirsuta","Felicia hirsuta","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Mar","Oct",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.9,0,0,"leaf",2,"m","i","w","Felicia hirsuta"
"Felicia hirta","Felicia hirta","Asteraceae","Felicia hirta","Felicia hirta","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Jul","Oct",NA,NA,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.8,0,0,"leaf",2,"m","i","w","Felicia hirta"
"Felicia hispida","Felicia hispida","Asteraceae","Felicia hispida","Felicia hispida","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,1,0,0,"leaf",1,"l","i","w","Felicia hispida"
"Felicia macrorrhiza","Felicia macrorrhiza","Asteraceae","Felicia macrorrhiza","Felicia macrorrhiza","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Jul","Sep",NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,2,0,0,"leaf",3,"m","i","w","Felicia macrorrhiza"
"Felicia ovata","Felicia ovata","Asteraceae","Felicia ovata","Felicia ovata","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"May","Nov",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,1,0,0,"leaf",2,"m","i","w","Felicia ovata"
"Felicia rogersii","Felicia rogersii","Asteraceae","Felicia rogersii","Felicia rogersii","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Sep",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1,0,0,"leaf",3,"m","i","w","Felicia rogersii"
"Fingerhuthia africana","Fingerhuthia africana","Poaceae","Fingerhuthia africana","Fingerhuthia africana","Poaceae",1,1,1,0,0,1,0,0,0,0,0,"Sep","Dec",NA,NA,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,15,0,1,"mixed",2,"h","w","w","Fingerhuthia africana"
"Forsskaolea candida","Forsskaolea candida","Urticaceae","Forsskaolea candida","Forsskaolea candida","Urticaceae",1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"m","i","p","Forsskaolea candida"
"Foveolina dichotoma","Foveolina dichotoma","Asteraceae","Foveolina dichotoma","Foveolina dichotoma","Asteraceae",0,1,1,0,0,0,1,1,0,0,0,"Aug","Nov",NA,NA,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,1,0,1,0,0,"leaf",0,"l","i","w","Foveolina dichotoma"
"Galenia africana","Galenia africana","Aizoaceae","Aizoon africanum","Aizoon africanum","Aizoaceae",1,0,1,0,1,0,0,0,0,0,0,"Oct","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,2,0,0,"leaf",2,"h","i","p","Aizoon africanum"
"Galenia filiformis","Galenia filiformis","Aizoaceae","Aizoon filiforme","Aizoon filiforme","Aizoaceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,10,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,1.5,0,0,"leaf",2,"l","i","p","Aizoon filiforme"
"Galenia fruticosa","Galenia fruticosa","Aizoaceae","Aizoon fruticosum","Aizoon fruticosum","Aizoaceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Dec",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,1.3,0,0,"leaf",2,"l","i","p","Aizoon fruticosum"
"Galenia namaensis","Galenia namaensis","Aizoaceae","Aizoon namaense","Aizoon namaense","Aizoaceae",1,0,1,0,1,0,0,0,0,0,0,"Nov","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,1.5,0,0,"leaf",2,"l","i","p","Aizoon namaense"
"Galenia sarcophylla","Galenia sarcophylla","Aizoaceae","Aizoon sarcophyllum","Aizoon sarcophyllum","Aizoaceae",1,0,1,0,1,0,0,0,0,0,0,"Jul","Oct",NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,1.5,0,0,"leaf",2,"l","i","p","Aizoon sarcophyllum"
"Gazania lichtensteinii","Gazania lichtensteinianum","Asteraceae","Gazania lichtensteinii","Gazania lichtensteinii","Asteraceae",0,1,1,0,0,0,1,1,0,0,0,"Aug","Sep",NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,3,0,0,"leaf",0,"l","i","w","Gazania lichtensteinii"
"Gazania rigida","Gazania rigida","Asteraceae","Gazania rigida","Gazania rigida","Asteraceae",1,0,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,1,12,0,0,"leaf",2,"l","i","w","Gazania rigida"
"Gazania tenuifolia","Gazania tenuifolia","Asteraceae","Gazania tenuifolia","Gazania tenuifolia","Asteraceae",0,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,1,1,10,0,0,"leaf",0,"l","i","w","Gazania tenuifolia"
"Geissorhiza corrigata","Geissorhiza corrigata","Iridaceae","Geissorhiza corrugata","Geissorhiza corrugata","Iridaceae",1,0,1,0,0,1,0,0,0,0,0,"Aug","Sep",NA,NA,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,3,0,0,"leaf",3,"l","i","w","Geissorhiza corrugata"
"Geissorhiza divaricata","Geissorhiza divaricata","Iridaceae","Geissorhiza divaricata","Geissorhiza divaricata","Iridaceae",1,0,1,0,0,1,1,1,1,1,0,NA,NA,NA,NA,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,10,0,0,"leaf",2,"l","i","w","Geissorhiza divaricata"
"Gnidia deserticola","Gnidia deserticola","Thymelaeaceae","Lasiosiphon deserticola","Lasiosiphon deserticola","Thymelaeaceae",1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,1,0,0,"leaf",2,"h","i","p","Lasiosiphon deserticola"
"Gnidia meyeri","Gnidia meyeri","Thymelaeaceae","Gnidia meyeri","Gnidia meyeri","Thymelaeaceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1.5,0,0,"leaf",2,"h","i","p","Gnidia meyeri"
"Gnidia scabra","Gnidia scabra","Thymelaeaceae","Gnidia scabra","Gnidia scabra","Thymelaeaceae",1,0,1,0,1,0,0,0,0,1,0,"Sep","Apr",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1,0,0,"leaf",2,"h","i","p","Gnidia scabra"
"Gorteria diffusa","Gorteria diffusa","Asteraceae","Gorteria diffusa","Gorteria diffusa","Asteraceae",0,1,1,0,0,0,1,1,0,0,0,"Jul","Oct",NA,NA,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,1,5,0,0,"leaf",0,"l","i","w","Gorteria diffusa"
"Grielum humifusum","Grielum humifusum","Neuradaceae","Grielum humifusum","Grielum humifusum","Neuradaceae",0,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,1,2,0,0,"leaf",0,"l","i","m","Grielum humifusum"
"Haemanthus barkerae","Haemanthus barkerii","Amaryllidaceae","Haemanthus barkerae","Haemanthus barkerae","Amaryllidaceae",1,0,1,0,0,1,1,1,0,1,0,"Mar","Apr",NA,NA,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,20,0,0,"leaf",3,"l","i","m","Haemanthus barkerae"
"Haworthia venosa","Haworthia venosa","Asphodelaceae","Haworthiopsis venosa","Haworthiopsis venosa","Asphodelaceae",1,0,1,0,1,0,0,0,0,0,0,"Nov","Dec",NA,NA,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,0,1,0,0,0,4,0,0,"leaf",3,"l","i","p","Haworthiopsis venosa"
"Hebenstretia robusta","Hebenstretia robusta","Scrophulariaceae","Hebenstretia robusta","Hebenstretia robusta","Scrophulariaceae",1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,2,0,0,"leaf",1,"l","i","p","Hebenstretia robusta"
"Helichrysum hamulosum","Helichrysum hamulosum","Asteraceae","Helichrysum hamulosum","Helichrysum hamulosum","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Dec","Mar",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1.2,0,0,"leaf",2,"h","i","w","Helichrysum hamulosum"
"Helichrysum leontonyx","Helichrysum leontonyx","Asteraceae","Helichrysum leontonyx","Helichrysum leontonyx","Asteraceae",0,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,2.5,0,0,"leaf",0,"l","i","w","Helichrysum leontonyx"
