scientific_name_original,scientific_name_MG,family_MG,scientific_name_WFO,scientific_name_authorship_WFO,family_WFO,perennial,annual,monoecious,dioecious,evergreen,deciduous,seasonally_apparent,seasonally_identifiable,flower_postfire,resprout_postfire,serotinous,flower_begin,flower_end,flower_begin_alt,flower_end_alt,max_height_cm,herb,geophyte,graminoid,low_shrub,mid_shrub,tall_shrub,tree,scrambler,liana,hemiparasite,parasite,missing_growthform_class,succulent,leaf_succulent,stem_succulent,other_succulent,lvs_linear,lvs_shape_other,lvs_oval,lvs_compound,lvs_lobed,lvs_dissected,leaf_length,virtually_no_leaves,stems_photosynthetic,functional_leaf,plant_longevity,flammability,pollination,dispersal,lvs_frond,lvs_cladode,lvs_phyllode,lvs_microphyll
Pentameris distichophylla,Pentameris distichophylla,Poaceae,Pentameris dregeana,Stapf,Poaceae,1,0,1,0,1,0,0,1,0,1,0,Sep,Dec,NA,NA,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.736363636,0,0,leaf,2,h,w,w,0,0,0,0
Pentameris eriostoma,Pentaschistis eriostoma,Poaceae,Pentameris eriostoma,(Nees) Steud.,Poaceae,1,0,1,0,1,0,0,0,0,1,0,Sep,Nov,NA,NA,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39.45925926,0,0,leaf,2,h,w,w,0,0,0,0
Pentameris macrocalycina,Pentameris macrocalycina,Poaceae,Pentameris macrocalycina,(Steud.) Schweick.,Poaceae,1,0,1,0,1,0,0,0,0,1,0,Sep,Dec,NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.06842105,0,0,leaf,3,h,w,w,0,0,0,0
Pentameris malouinensis,Pentaschistis malouinensis,Poaceae,Pentameris malouinensis,(Steud.) Galley & H.P.Linder,Poaceae,1,0,1,0,1,0,0,1,0,0,0,Nov,Jan,NA,NA,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.15,0,0,leaf,2,m,w,w,0,0,0,0
Pentameris pallida,Pentaschistis pallida,Poaceae,Pentameris pallida,(Thunb.) Galley & H.P.Linder,Poaceae,1,0,1,0,1,0,0,1,0,0,0,Sep,Oct,NA,NA,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.888888889,0,0,leaf,2,h,w,w,0,0,0,0
Pentameris scabra,Pentaschistis papillosa,Poaceae,Pentameris scabra,(Nees) Steud.,Poaceae,1,0,1,0,1,0,0,0,0,0,0,Oct,Nov,NA,NA,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.3,0,0,leaf,2,h,w,w,0,0,0,0
Pentameris thuarii,Pentameris thuarii,Poaceae,Pentameris thuarii,P.Beauv.,Poaceae,1,0,1,0,1,0,0,0,0,1,0,Sep,Dec,NA,NA,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,w,w,0,0,0,0
Pentameris velutina,Pentaschistis velutina,Poaceae,Pentameris velutina,(H.P.Linder) Galley & H.P.Linder,Poaceae,1,0,1,0,1,0,0,1,0,1,0,Oct,Nov,NA,NA,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.12,0,0,leaf,2,h,w,w,0,0,0,0
Pentameris viscidula,Pentaschistis viscidula,Poaceae,Pentameris viscidula,(Nees) Steud.,Poaceae,1,0,1,0,1,0,0,1,0,1,0,Oct,Nov,NA,NA,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,w,w,0,0,0,0
Pentzia elegans,Pentzia elegans,Asteraceae,Pentzia elegans,DC.,Asteraceae,1,0,1,0,1,0,0,1,0,0,0,Mar,Aug,NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,0,0,leaf,2,h,i,w,0,0,0,0
Pentzia incana,Pentzia incana,Asteraceae,Pentzia incana,(Thunb.) Kuntze,Asteraceae,1,0,1,0,1,0,0,1,0,0,0,Nov,Jan,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,NA,0,0,leaf,2,h,i,w,0,0,0,0
Peperomia retusa,Peperomia retusa,Piperaceae,Peperomia retusa,A.Dietr.,Piperaceae,1,0,1,0,1,0,0,0,0,0,0,Jan,Mar,NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,NA,0,0,leaf,2,l,u,u,0,0,0,0
Petalacte coronata,Petalacte coronata,Asteraceae,Petalacte coronata,D.Don,Asteraceae,1,0,1,0,1,0,0,0,0,1,0,Aug,Nov,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.25,0,0,leaf,3,h,i,w,0,0,0,0
Phaenocoma prolifera,Phaenocoma prolifera,Asteraceae,Phaenocoma prolifera,D.Don,Asteraceae,1,0,1,0,1,0,0,0,0,0,0,Sep,Mar,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.772,0,0,leaf,2,h,i,w,0,0,0,0
Pharnaceum cordifolium,Pharnaceum cordifolium,Molluginaceae,Pharnaceum cordifolium,L.,Molluginaceae,1,1,1,0,1,0,0,0,0,0,0,May,Nov,NA,NA,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,leaf,2,l,i,p,0,0,0,0
Pharnaceum incanum,Pharnaceum incanum,Molluginaceae,Pharnaceum incanum,L.,Molluginaceae,1,0,1,0,1,0,0,0,0,0,0,Aug,Oct,NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,l,i,p,0,0,0,0
Pharnaceum lanuginosum,Pharnaceum lanatum,Molluginaceae,Pharnaceum lanuginosum,J.C.Manning & Goldblatt,Molluginaceae,1,0,1,0,1,0,0,0,0,0,0,Aug,Oct,NA,NA,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,l,i,p,0,0,0,0
Phiambolia hallii,Phiambolia hallii,Aizoaceae,Phiambolia hallii,(L.Bolus) Klak,Aizoaceae,1,0,1,0,1,0,0,1,0,1,0,Jul,Aug,NA,NA,10,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2.4,0,0,leaf,2,l,i,p,0,0,0,0
Phiambolia mentiens,Phiambolia mentiens,Aizoaceae,Phiambolia mentiens,Klak,Aizoaceae,1,0,1,0,1,0,0,1,0,0,0,Aug,Sep,NA,NA,35,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1.9,0,0,leaf,2,l,i,p,0,0,0,0
Phragmites australis,Phragmites australis,Poaceae,Phragmites australis,(Cav.) Steud.,Poaceae,1,0,1,0,1,0,0,0,0,1,0,Feb,May,NA,NA,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,leaf,3,h,w,w,0,0,0,0
Phylica abietina,Phylica abietina,Rhamnaceae,Phylica abietina,Eckl. & Zeyh.,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,Apr,Aug,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,leaf,2,h,i,i,0,0,0,0
Phylica ambigua,Phylica ambigua,Rhamnaceae,Phylica ambigua,Sond.,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,Aug,Nov,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.808,0,0,leaf,2,h,i,i,0,0,0,0
Phylica atrata,Phylica atrata,Rhamnaceae,Phylica atrata,Licht. ex Roem. & Schult.,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,Oct,Mar,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,leaf,2,h,i,i,0,0,0,0
Phylica axillaris,Phylica axillaris,Rhamnaceae,Phylica axillaris,Lam.,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,Dec,Apr,NA,NA,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.758333333,0,0,leaf,2,h,i,i,0,0,0,0
Phylica barnardii,Phylica barnardii,Rhamnaceae,Phylica barnardii,Pillans,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,Aug,Oct,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,i,0,0,0,0
Phylica buxifolia,Phylica buxifolia,Rhamnaceae,Phylica buxifolia,L.,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,Apr,Aug,NA,NA,400,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7,0,0,leaf,2,h,i,i,0,0,0,0
Phylica cryptandroides,Phylica cryptandroides,Rhamnaceae,Phylica cryptandroides,Sond.,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,Sep,Oct,NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,i,0,0,0,0
Phylica debilis,Phylica debilis,Rhamnaceae,Phylica debilis,Eckl. & Zeyh.,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,Nov,Dec,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.22,0,0,leaf,2,h,i,i,0,0,0,0
Phylica dodii,Phylica dodii,Rhamnaceae,Phylica dodii,N.E.Br.,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,Jun,Sep,NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,i,0,0,0,0
Phylica ericoides,Phylica ericoides,Rhamnaceae,Phylica ericoides,L.,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,Jan,Dec,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.457142857,0,0,leaf,2,h,i,i,0,0,0,0
Phylica fruticosa,Phylica fruticosa,Rhamnaceae,Phylica fruticosa,Schltr.,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,Mar,Apr,NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,0,0,leaf,2,h,i,i,0,0,0,0
Phylica humilis,Phylica humilis,Rhamnaceae,Phylica humilis,Sond.,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,Aug,Nov,NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.202,0,0,leaf,2,h,i,i,0,0,0,0
Phylica imberbis,Phylica imberbis,Rhamnaceae,Phylica imberbis,P.J.Bergius,Rhamnaceae,1,0,1,0,1,0,0,0,0,1,0,Nov,Apr,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.320714286,0,0,leaf,3,h,i,i,0,0,0,0
Phylica lachneaeoides,Phylica lachneaeoides,Rhamnaceae,Phylica lachneaeoides,Pillans,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,May,Sep,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.424444444,0,0,leaf,2,h,i,i,0,0,0,0
Phylica lasiocarpa,Phylica lasiocarpa,Rhamnaceae,Phylica lasiocarpa,Sond.,Rhamnaceae,1,0,1,0,1,0,0,0,0,1,0,Dec,Apr,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.64,0,0,leaf,3,h,i,i,0,0,0,0
Phylica leipoldtii,Phylica leipoldtii,Rhamnaceae,Phylica leipoldtii,Pillans,Rhamnaceae,1,0,1,0,1,0,0,0,0,1,0,Aug,Jan,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.006,0,0,leaf,2,h,i,i,0,0,0,0
Phylica mairei,Phylica mairei,Rhamnaceae,Phylica mairei,Pillans,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,Feb,Apr,NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,leaf,2,h,i,i,0,0,0,0
Phylica oleaefolia,Phylica oleaefolia,Rhamnaceae,Phylica oleaefolia,Vent.,Rhamnaceae,1,0,1,0,1,0,0,0,0,1,0,Mar,May,NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,leaf,2,h,i,i,0,0,0,0
Phylica paniculata,Phylica paniculata,Rhamnaceae,Phylica paniculata,Willd.,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,May,Jun,NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.222222222,0,0,leaf,2,h,i,i,0,0,0,0
Phylica parviflora,Phylica parviflora,Rhamnaceae,Phylica parviflora,P.J.Bergius,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,Jan,May,NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.45,0,0,leaf,2,h,i,i,0,0,0,0
Phylica pinea,Phylica pinea,Rhamnaceae,Phylica pinea,Thunb.,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,Dec,Aug,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.95,0,0,leaf,2,h,i,i,0,0,0,0
Phylica purpurea,Phylica purpurea,Rhamnaceae,Phylica purpurea,Sond.,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,Apr,Oct,NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.735,0,0,leaf,2,h,i,i,0,0,0,0
Phylica rigida,Phylica rigida,Rhamnaceae,Phylica rigida,Eckl. & Zeyh.,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,Sep,Nov,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,i,0,0,0,0
Phylica rigidifolia,Phylica rigidifolia,Rhamnaceae,Phylica rigidifolia,Sond.,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,May,Oct,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.858,0,0,leaf,2,h,i,i,0,0,0,0
Phylica rubra,Phylica rubra,Rhamnaceae,Phylica rubra,Willd. ex Roem. & Schult.,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,Mar,Jul,NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,0,0,leaf,2,h,i,i,0,0,0,0
Phylica spicata,Phylica spicata,Rhamnaceae,Phylica spicata,L.f.,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,Apr,Aug,NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,leaf,2,h,i,i,0,0,0,0
Phylica villosa,Phylica villosa,Rhamnaceae,Phylica villosa,Thunb.,Rhamnaceae,1,0,1,0,1,0,0,0,0,0,0,Feb,Jul,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.804,0,0,leaf,2,h,i,i,0,0,0,0
Phyllosma capensis,Phyllosma capensis,Rutaceae,Phyllosma capensis,Bolus ex Schltr.,Rutaceae,1,0,1,0,1,0,0,0,0,1,0,Jul,Sep,NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.158,0,0,leaf,2,h,i,i,0,0,0,0
Pittosporum viridiflorum,Pittosporum viridiflorum,Pittosporaceae,Pittosporum viridiflorum,Sims,Pittosporaceae,1,0,1,0,1,0,0,0,0,0,0,Nov,Dec,NA,NA,2000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.066666667,0,0,leaf,3,h,i,m,0,0,0,0
Plantago crassifolia,Plantago crassifolia,Plantaginaceae,Plantago crassifolia,Forssk.,Plantaginaceae,1,0,1,0,1,0,0,0,0,1,0,Nov,Mar,NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,NA,0,0,leaf,2,l,w,p,0,0,0,0
Platycaulos acutus,Platycaulos acutus,Restionaceae,Platycaulos acutus,Esterh.,Restionaceae,1,0,0,1,1,0,0,0,0,1,0,Feb,Mar,NA,NA,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,1,culm_stem,2,h,w,p,0,0,0,0
Platycaulos anceps,Platycaulos anceps,Restionaceae,Platycaulos anceps,(Mast.) H.P.Linder,Restionaceae,1,0,0,1,1,0,0,0,0,1,0,Oct,Nov,NA,NA,100,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30.06,1,1,culm_stem,2,h,w,p,0,0,0,0
Platycaulos compressus,Platycaulos compressus,Restionaceae,Platycaulos compressus,(Rottb.) H.P.Linder,Restionaceae,1,0,0,1,1,0,0,0,0,1,0,Aug,Aug,NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60.78,1,1,culm_stem,2,h,w,p,0,0,0,0
Platycaulos major,Platycaulos major,Restionaceae,Platycaulos major,(Mast.) H.P.Linder,Restionaceae,1,0,0,1,1,0,0,0,0,1,0,Mar,Apr,NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,1,culm_stem,2,h,w,p,0,0,0,0
Platylophus trifoliatus,Platylophus trifoliatus,Cunoniaceae,Platylophus trifoliatus,(L.f.) D.Don,Cunoniaceae,1,0,1,0,1,0,0,0,0,1,0,Dec,Feb,NA,NA,3000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,18.3,0,0,leaf,3,l,i,m,0,0,0,0
Plecostachys serpyllifolia,Plecostachys serpyllifolia,Asteraceae,Plecostachys serpyllifolia,(P.J.Bergius) Hilliard & B.L.Burtt,Asteraceae,1,0,1,0,1,0,0,0,0,0,0,Mar,May,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.925,0,0,leaf,2,h,i,w,0,0,0,0
Plectranthus fruticosus,Plectranthus fruticosus,Lamiaceae,Plectranthus fruticosus,L'Hér.,Lamiaceae,1,0,1,0,1,0,0,0,0,1,0,Nov,Apr,NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,leaf,2,l,i,p,0,0,0,0
Plumbago auriculata,Plumbago auriculata,Plumbaginaceae,Plumbago auriculata,Lam.,Plumbaginaceae,1,0,1,0,1,0,0,0,0,1,0,Dec,May,NA,NA,2000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.066666667,0,0,leaf,3,h,i,p,0,0,0,0
Podalyria biflora,Podalyria biflora,Fabaceae,Podalyria biflora,(L.) Lam.,Fabaceae,1,0,1,0,1,0,0,0,0,1,0,Aug,Nov,NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Podalyria burchellii,Podalyria burchellii,Fabaceae,Podalyria burchellii,DC.,Fabaceae,1,0,1,0,1,0,0,0,0,1,0,Aug,Jun,NA,NA,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.98,0,0,leaf,2,h,i,p,0,0,0,0
Podalyria calyptrata,Podalyria calyptrata,Fabaceae,Podalyria calyptrata,(Retz.) Willd.,Fabaceae,1,0,1,0,1,0,0,0,0,0,0,Aug,Oct,NA,NA,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,leaf,2,h,i,i,0,0,0,0
Podocarpus elongatus,Podocarpus elongatus,Podocarpaceae,Podocarpus elongatus,(Aiton) L'Hér. ex Pers.,Podocarpaceae,1,0,0,1,1,0,0,0,0,1,0,Jan,May,NA,NA,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.92,0,0,leaf,3,m,w,m,0,0,0,0
Podocarpus latifolius,Podocarpus latifolius,Podocarpaceae,Podocarpus latifolius,(Thunb.) R.Br. ex Mirb.,Podocarpaceae,1,0,0,1,1,0,0,0,0,0,0,Aug,Dec,NA,NA,3000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.15,0,0,leaf,3,m,w,m,0,0,0,0
Pollichia campestris,Pollichia campestris,Caryophyllaceae,Pollichia campestris,Aiton,Caryophyllaceae,1,0,1,0,1,0,0,0,0,0,0,Jan,Dec,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,leaf,2,l,i,p,0,0,0,0
Polpoda capensis,Polpoda capensis,Molluginaceae,Polpoda capensis,C.Presl,Molluginaceae,1,0,1,0,1,0,0,0,0,0,0,Apr,Jul,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,leaf,2,l,u,p,0,0,0,0
Polyarrhena reflexa,Polyarrhena reflexa,Asteraceae,Polyarrhena reflexa,(L.) Cass.,Asteraceae,1,0,1,0,1,0,0,0,0,0,0,Jun,Oct,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.934615385,0,0,leaf,2,h,i,w,0,0,0,0
Polygala asbestina,Polygala asbestina,Polygalaceae,Polygala asbestina,Burch.,Polygalaceae,1,0,1,0,1,0,0,0,0,0,0,Nov,Mar,NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,leaf,2,l,i,i,0,0,0,0
Polygala brachyphylla,Polygala brachyphylla,Polygalaceae,Polygala brachyphylla,Chodat,Polygalaceae,1,0,1,0,1,0,0,0,0,0,0,Sep,Dec,NA,NA,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,leaf,2,h,i,i,0,0,0,0
Polygala bracteolata,Polygala bracteolata,Polygalaceae,Polygala bracteolata,L.,Polygalaceae,1,0,1,0,1,0,0,0,0,0,0,Sep,Nov,NA,NA,100,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.6125,0,0,leaf,2,l,i,i,0,0,0,0
Polygala ericaefolia,Polygala ericaefolia,Polygalaceae,Polygala ericaefolia,DC.,Polygalaceae,1,0,1,0,1,0,0,0,0,0,0,Aug,Nov,NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,i,0,0,0,0
Polygala fruticosa,Polygala fruticosa,Polygalaceae,Polygala fruticosa,P.J.Bergius,Polygalaceae,1,0,1,0,1,0,0,0,0,1,0,Sep,Nov,NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.666666667,0,0,leaf,2,h,i,i,0,0,0,0
Polygala garcinii,Polygala garcinii,Polygalaceae,Polygala garcinii,DC.,Polygalaceae,1,0,1,0,1,0,0,0,0,1,0,Sep,Dec,NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,leaf,2,l,i,i,0,0,0,0
Polygala illepida,Polygala illepida,Polygalaceae,Polygala illepida,E.Mey. ex Harv. & Sond.,Polygalaceae,1,0,1,0,1,0,0,0,0,0,0,Oct,Nov,NA,NA,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.723333333,0,0,leaf,2,l,i,i,0,0,0,0
Polygala microlopha,Polygala microlopha,Polygalaceae,Polygala microlopha,Burch. ex DC.,Polygalaceae,1,0,1,0,1,0,0,0,0,0,0,Aug,Nov,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,0,0,leaf,2,m,i,i,0,0,0,0
Polygala myrtifolia,Polygala myrtifolia,Polygalaceae,Polygala myrtifolia,L.,Polygalaceae,1,0,1,0,1,0,0,0,0,0,0,Jul,Oct,NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.45,0,0,leaf,2,h,i,i,0,0,0,0
Polygala pappeana,Polygala pappeana,Polygalaceae,Polygala pappeana,Eckl. & Zeyh.,Polygalaceae,1,1,1,0,1,0,0,0,0,0,0,Sep,Dec,NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,1,l,i,i,0,0,0,0
Polygala recognita,Polygala recognita,Polygalaceae,Polygala recognita,Chodat,Polygalaceae,1,0,1,0,1,0,0,0,0,1,0,Sep,Oct,NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,l,i,i,0,0,0,0
Polygala refracta,Polygala refracta,Polygalaceae,Polygala refracta,Burch. ex DC.,Polygalaceae,1,0,1,0,1,0,0,0,0,0,0,Sep,Apr,NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,leaf,2,l,i,i,0,0,0,0
Polygala umbellata,Polygala umbellata,Polygalaceae,Polygala umbellata,Thunb.,Polygalaceae,1,0,1,0,1,0,0,0,0,1,0,Aug,Nov,NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,l,i,i,0,0,0,0
Polygala virgata,Polygala virgata,Polygalaceae,Polygala virgata,Thunb.,Polygalaceae,1,0,1,0,1,0,0,0,0,0,0,Oct,Dec,NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,0,0,leaf,2,m,i,i,0,0,0,0
Polygala wittebergensis,Polygala wittebergensis,Polygalaceae,Polygala wittebergensis,Compton,Polygalaceae,1,0,1,0,1,0,0,0,0,0,0,Aug,Oct,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,0,0,leaf,2,m,i,i,0,0,0,0
Polypogon strictus,Polypogon strictus,Poaceae,Polypogon tenuis,Brongn.,Poaceae,0,1,1,0,0,1,1,1,0,0,0,Oct,Apr,NA,NA,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,m,w,w,0,0,0,0
Portulacaria afra,Portulacaria afra,Portulacaceae,Portulacaria afra,Jacq.,Didiereaceae,1,0,1,0,1,0,0,0,0,1,0,Oct,Nov,NA,NA,300,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1.455789474,0,0,leaf,3,l,i,w,0,0,0,0
