scientific_name_original,scientific_name_MG,family_MG,scientific_name_WFO,scientific_name_authorship_WFO,family_WFO,perennial,annual,monoecious,dioecious,evergreen,deciduous,seasonally_apparent,seasonally_identifiable,flower_postfire,resprout_postfire,serotinous,flower_begin,flower_end,flower_begin_alt,flower_end_alt,max_height_cm,herb,geophyte,graminoid,low_shrub,mid_shrub,tall_shrub,tree,scrambler,liana,hemiparasite,parasite,missing_growthform_class,succulent,leaf_succulent,stem_succulent,other_succulent,lvs_linear,lvs_shape_other,lvs_oval,lvs_compound,lvs_lobed,lvs_dissected,leaf_length,virtually_no_leaves,stems_photosynthetic,functional_leaf,plant_longevity,flammability,pollination,dispersal,lvs_frond,lvs_cladode,lvs_phyllode,lvs_microphyll
Elegia mucronata,Chondropetalum mucronatum,Restionaceae,Elegia mucronata,Rchb. ex Kunth,Restionaceae,1,0,0,1,1,0,0,0,0,0,0,Oct,Nov,NA,NA,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,160.84,1,1,culm_stem,2,h,w,p,0,0,0,0
Elegia neesii,Elegia neesii,Restionaceae,Elegia neesii,Mast.,Restionaceae,1,0,0,1,1,0,0,0,0,0,0,Oct,Oct,NA,NA,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51.12,1,1,culm_stem,2,h,w,p,0,0,0,0
Elegia nuda,Chondropetalum nudum,Restionaceae,Elegia nuda,(Rottb.) Kunth,Restionaceae,1,0,0,1,1,0,0,0,0,0,0,Apr,Jun,NA,NA,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32.64285714,1,1,culm_stem,2,h,w,p,0,0,0,0
Elegia persistens,Elegia persistens,Restionaceae,Elegia persistens,Mast.,Restionaceae,1,0,0,1,1,0,0,0,0,0,0,Mar,May,NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46.21,1,1,culm_stem,2,h,w,p,0,0,0,0
Elegia racemosa,Elegia racemosa,Restionaceae,Elegia racemosa,Pers.,Restionaceae,1,0,0,1,1,0,0,0,0,1,0,Sep,Sep,NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,111.04,1,1,culm_stem,2,h,w,p,0,0,0,0
Elegia spathacea,Elegia spathacea,Restionaceae,Elegia spathacea,Mast.,Restionaceae,1,0,0,1,1,0,0,0,0,0,0,Oct,Feb,NA,NA,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42.1,1,1,culm_stem,2,h,w,p,0,0,0,0
Elegia stipularis,Elegia stipularis,Restionaceae,Elegia stipularis,Mast.,Restionaceae,1,0,0,1,1,0,0,0,0,0,0,Jun,Jul,NA,NA,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30.99411765,1,1,culm_stem,2,h,w,p,0,0,0,0
Elegia tectorum,Chondropetalum tectorum,Restionaceae,Elegia tectorum,(L.f.) Moline & H.P.Linder,Restionaceae,1,0,0,1,1,0,0,0,0,0,0,Apr,Jun,NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51.3,1,1,culm_stem,2,h,w,p,0,0,0,0
Elegia thyrsifera,Elegia thyrsifera,Restionaceae,Elegia thyrsifera,Pers.,Restionaceae,1,0,0,1,1,0,0,0,0,1,0,Nov,Jan,NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,77,1,1,culm_stem,2,h,w,p,0,0,0,0
Elegia vaginulata,Elegia vaginulata,Restionaceae,Elegia vaginulata,Mast.,Restionaceae,1,0,0,1,1,0,0,0,0,1,0,Oct,Jan,NA,NA,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.3,1,1,culm_stem,2,h,w,p,0,0,0,0
Elytropappus adpressus,Elytropappus adpressus,Asteraceae,Stoebe gracilis,N.G.Bergh,Asteraceae,1,0,1,0,1,0,0,0,0,0,0,Mar,Jul,NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.08,0,0,leaf,2,h,i,w,0,0,0,0
Elytropappus glandulosus,Elytropappus glandulosus,Asteraceae,Stoebe glandulosa,(Less.) N.G.Bergh,Asteraceae,1,0,1,0,1,0,0,0,0,0,0,Mar,Jun,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.916,0,0,leaf,2,h,i,w,0,0,0,0
Elytropappus gnaphaloides,Elytropappus gnaphaloides,Asteraceae,Stoebe gnaphaloides,(L.) N.G.Bergh,Asteraceae,1,0,1,0,1,0,0,0,0,0,0,Jan,Apr,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.466,0,0,leaf,2,h,i,w,0,0,0,0
Elytropappus intricata,Elytropappus intricata,Asteraceae,Stoebe,L.,Asteraceae,1,0,1,0,1,0,0,0,0,0,0,Apr,Jul,NA,NA,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.255,0,0,leaf,2,h,i,w,0,0,0,0
Elytropappus longifolius,Elytropappus longifolius,Asteraceae,Stoebe longifolia,(DC.) N.G.Bergh,Asteraceae,1,0,1,0,1,0,0,0,0,0,0,Feb,Apr,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.006,0,0,leaf,2,h,i,w,0,0,0,0
Elytropappus rhinocerotis,Elytropappus rhinocerotis,Asteraceae,Stoebe rhinocerotis,L.f.,Asteraceae,1,0,1,0,1,0,0,0,0,0,0,Feb,Apr,NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.472380952,0,0,leaf,2,h,i,w,0,0,0,0
Elytropappus scaber,Elytropappus scaber,Asteraceae,Stoebe scabra,L.f.,Asteraceae,1,0,1,0,1,0,0,0,0,0,0,Feb,May,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.388370588,0,0,leaf,2,h,i,w,0,0,0,0
Enneapogon scoparius,Enneapogon scoparius,Poaceae,Enneapogon scoparius,Stapf,Poaceae,1,0,1,0,1,0,0,0,0,0,0,Sep,Mar,NA,NA,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.22,0,0,leaf,2,m,w,w,0,0,0,0
Epischoenus adnatus,Epischoenus adnatus,Cyperaceae,Schoenus adnatus,(Levyns) T.L.Elliott & Muasya,Cyperaceae,1,0,1,0,1,0,0,0,0,1,0,Feb,Aug,NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,culm_stem,2,h,w,p,0,0,0,0
Epischoenus gracilis,Epischoenus gracilis,Cyperaceae,Schoenus gracillimus,T.L.Elliott & Muasya,Cyperaceae,1,0,1,0,1,0,0,0,0,1,0,Dec,Mar,NA,NA,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.62,1,1,culm_stem,2,h,w,p,0,0,0,0
Epischoenus quadrangularis,Epischoenus quadrangularis,Cyperaceae,Schoenus quadrangularis,Boeckeler,Cyperaceae,1,0,1,0,1,0,0,0,0,1,0,Nov,May,NA,NA,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.875,1,1,culm_stem,2,h,w,p,0,0,0,0
Eragrostis capensis,Eragrostis capensis,Poaceae,Eragrostis capensis,(Thunb.) Trin.,Poaceae,1,0,1,0,1,0,0,1,0,1,0,Sep,Apr,NA,NA,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.11666667,0,0,leaf,2,h,w,w,0,0,0,0
Eragrostis curvula,Eragrostis curvula,Poaceae,Eragrostis curvula,(Schrad.) Nees,Poaceae,1,0,1,0,1,0,0,1,0,1,0,Jan,Dec,NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35.91666667,0,0,leaf,2,h,w,w,0,0,0,0
Eragrostis obtusa,Eragrostis obtusa,Poaceae,Eragrostis obtusa,Munro ex Ficalho & Hiern,Poaceae,1,0,1,0,1,0,0,1,0,0,0,Jul,May,NA,NA,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.408333333,0,0,leaf,2,m,w,w,0,0,0,0
Eragrostis plana,Eragrostis plana,Poaceae,Eragrostis plana,Nees,Poaceae,1,0,1,0,1,0,0,1,0,1,0,Nov,May,NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,w,w,0,0,0,0
Eragrostis racemosa,Eragrostis racemosa,Poaceae,Eragrostis racemosa,(Thunb.) Steud.,Poaceae,1,0,1,0,1,0,0,1,0,1,0,Aug,May,NA,NA,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,w,w,0,0,0,0
Eragrostis sabulosa,Eragrostis sabulosa,Poaceae,Eragrostis sabulosa,(Steud.) Schweick.,Poaceae,1,0,1,0,1,0,0,1,0,1,0,Oct,Nov,NA,NA,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,w,w,0,0,0,0
Erepsia anceps,Erepsia anceps,Aizoaceae,Erepsia anceps,(Haw.) Schwantes,Aizoaceae,1,0,1,0,1,0,0,1,1,0,0,Dec,Mar,NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2.38,0,0,leaf,1,l,i,p,0,0,0,0
Erepsia aspera,Erepsia aspera,Aizoaceae,Erepsia aspera,(Haw.) L.Bolus,Aizoaceae,1,0,1,0,1,0,0,1,1,1,0,Dec,Mar,NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.308,0,0,leaf,2,l,i,p,0,0,0,0
Erepsia bracteata,Erepsia bracteata,Aizoaceae,Erepsia bracteata,(Aiton) Schwantes,Aizoaceae,1,0,1,0,1,0,0,1,0,0,0,Jan,Apr,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,NA,0,0,leaf,1,l,i,p,0,0,0,0
Erepsia distans,Erepsia distans,Aizoaceae,Erepsia distans,L.Bolus,Aizoaceae,1,0,1,0,1,0,0,1,1,1,0,Nov,Mar,NA,NA,70,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,l,i,p,0,0,0,0
Erepsia promontorii,Erepsia promontorii,Aizoaceae,Erepsia promontorii,L.Bolus,Aizoaceae,1,0,1,0,1,0,0,1,0,0,0,Jan,Jan,NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,l,i,p,0,0,0,0
Erepsia saturata,Erepsia saturata,Aizoaceae,Erepsia saturata,L.Bolus,Aizoaceae,1,0,1,0,1,0,0,1,0,0,0,Feb,May,NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,l,i,p,0,0,0,0
Erica abietina,Erica abietina,Ericaceae,Erica abietina,L.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Jan,Sep,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.66,0,0,leaf,2,h,m,p,0,0,0,0
Erica affinis,Erica affinis,Ericaceae,Erica affinis,Benth.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Sep,Dec,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Erica albens,Erica albens,Ericaceae,Erica albens,L.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Apr,Dec,NA,NA,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Erica amphigena,Erica amphigena,Ericaceae,Erica amphigena,Guthrie & Bolus,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Sep,Dec,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Erica anguliger,Erica anguliger,Ericaceae,Erica anguliger,(N.E.Br.) E.G.H.Oliv.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Apr,Sep,NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.214666667,0,0,leaf,2,h,i,p,0,0,0,0
Erica angulosa,Erica angulosa,Ericaceae,Erica angulosa,E.G.H.Oliv.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Mar,Apr,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Erica ardens,Erica ardens,Ericaceae,Erica ardens,Andrews,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Apr,Oct,NA,NA,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Erica areolata,Erica areolata,Ericaceae,Erica areolata,(N.E.Br.) E.G.H.Oliv.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Aug,Nov,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.35,0,0,leaf,2,h,w,p,0,0,0,0
Erica articularis,Erica articularis,Ericaceae,Erica articularis,L.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Jan,Dec,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.456111111,0,0,leaf,2,h,i,p,0,0,0,0
Erica atropurpurea,Erica atropurpurea,Ericaceae,Erica atropurpurea,Dulfer,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Aug,Nov,NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,m,i,p,0,0,0,0
Erica axillaris,Erica axillaris,Ericaceae,Erica axillaris,Thunb.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,May,Dec,NA,NA,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.39375,0,0,leaf,2,h,w,p,0,0,0,0
Erica azaleifolia,Erica azaleifolia,Ericaceae,Erica azaleifolia,Salisb.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Oct,Feb,NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,leaf,2,m,i,p,0,0,0,0
Erica banksii,Erica comptonii,Ericaceae,Erica banksii,Andrews,Ericaceae,1,0,1,0,1,0,0,1,0,1,0,Jan,Jul,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,m,p,0,0,0,0
Erica blenna,Erica blenna,Ericaceae,Erica blenna,Salisb.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Apr,Nov,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Erica bolusanthus,Erica bolusanthus,Ericaceae,Erica bolusanthus,E.G.H.Oliv.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Nov,Apr,NA,NA,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Erica brachialis,Erica brachialis,Ericaceae,Erica brachialis,Salisb.,Ericaceae,1,0,1,0,1,0,0,1,0,1,0,Dec,Mar,NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.64,0,0,leaf,3,h,m,p,0,0,0,0
Erica bracteolaris,Erica bracteolaris,Ericaceae,Erica bracteolaris,Lam.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Jul,Feb,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Erica brevicaulis,Erica brevicaulis,Ericaceae,Erica brevicaulis,Guthrie & Bolus,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Nov,Jan,NA,NA,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Erica bruniades,Erica bruniades,Ericaceae,Erica bruniades,L.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Aug,Dec,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.242857143,0,0,leaf,2,h,i,p,0,0,0,0
Erica caffra,Erica caffra,Ericaceae,Erica afra,L.,Ericaceae,1,0,1,0,1,0,0,1,0,1,0,Jul,Dec,NA,NA,400,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.012,0,0,leaf,3,h,i,p,0,0,0,0
Erica calycina,Erica langebergensis,Ericaceae,Erica calycina,L.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Oct,Oct,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.362,0,0,leaf,2,h,i,p,0,0,0,0
Erica capensis,Erica capensis,Ericaceae,Erica turbiniflora,Salisb.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Dec,Apr,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.42,0,0,leaf,2,m,i,p,0,0,0,0
Erica capillaris,Erica capillaris,Ericaceae,Erica capillaris,Bartl.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Dec,Apr,NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.275,0,0,leaf,2,h,i,p,0,0,0,0
Erica carduifolia,Erica carduifolia,Ericaceae,Erica carduifolia,Salisb.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Aug,Nov,NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Erica cerinthoides,Erica cerinthoides,Ericaceae,Erica cerinthoides,L.,Ericaceae,1,0,1,0,1,0,0,1,1,1,0,Jan,Dec,NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.636428571,0,0,leaf,3,h,i,p,0,0,0,0
Erica chamissonis,Erica chamissonis,Ericaceae,Erica chamissonis,Klotzsch ex Benth.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Oct,May,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.204,0,0,leaf,2,h,i,p,0,0,0,0
Erica clavisepala,Erica clavisepala,Ericaceae,Erica clavisepala,Guthrie & Bolus,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Feb,Apr,NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.228571429,0,0,leaf,2,h,i,p,0,0,0,0
Erica coarctata,Erica coarctata,Ericaceae,Erica coarctata,J.C.Wendl.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Apr,Sep,NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.88,0,0,leaf,2,h,w,p,0,0,0,0
Erica coccinea,Erica coccinea,Ericaceae,Erica coccinea,L.,Ericaceae,1,0,1,0,1,0,0,1,0,1,0,Jan,Dec,NA,NA,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.522777778,0,0,leaf,2,h,i,p,0,0,0,0
Erica condensata,Erica condensata,Ericaceae,Erica condensata,Benth.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Sep,Feb,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Erica conferta,Erica conferta,Ericaceae,Erica conferta,Andrews,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Jan,Apr,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Erica copiosa,Erica copiosa,Ericaceae,Erica copiosa,J.C.Wendl.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Jan,Dec,NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,leaf,2,h,w,p,0,0,0,0
Erica cordata,Erica cordata,Ericaceae,Erica cordata,Andrews,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,May,Nov,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.40625,0,0,leaf,2,m,i,p,0,0,0,0
Erica corifolia,Erica corifolia,Ericaceae,Erica corifolia,L.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Jan,Dec,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.467,0,0,leaf,2,h,i,p,0,0,0,0
Erica corydalis,Erica corydalis,Ericaceae,Erica corydalis,Salisb.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Oct,Jan,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Erica cristata,Erica cristata,Ericaceae,Erica cristata,Dulfer,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Dec,Jun,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.282,0,0,leaf,2,m,i,p,0,0,0,0
Erica cubica,Erica cubica,Ericaceae,Erica cubica,L.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Jul,Dec,NA,NA,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.472,0,0,leaf,2,h,i,p,0,0,0,0
Erica curviflora,Erica curviflora,Ericaceae,Erica curviflora,L.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Jan,Dec,NA,NA,160,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.442,0,0,leaf,2,h,m,p,0,0,0,0
Erica curvifolia,Erica curvifolia,Ericaceae,Erica curvifolia,Salisb.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Dec,Mar,NA,NA,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Erica daphniflora,Erica daphniflora,Ericaceae,Erica daphniflora,Salisb.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Jul,Mar,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.438,0,0,leaf,2,h,i,p,0,0,0,0
Erica demissa,Erica demissa,Ericaceae,Erica coccinea,L.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Jan,Dec,NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.311111111,0,0,leaf,2,h,i,p,0,0,0,0
Erica densifolia,Erica densifolia,Ericaceae,Erica densifolia,Willd.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Sep,May,NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,m,p,0,0,0,0
Erica desmantha,Erica desmantha,Ericaceae,Erica desmantha,Benth.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Feb,May,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Erica dianthifolia,Erica dianthifolia,Ericaceae,Erica dianthifolia,Salisb.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Aug,Dec,NA,NA,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Erica discolor,Erica discolor,Ericaceae,Erica discolor,Andrews,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Jan,Dec,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.538,0,0,leaf,2,h,m,p,0,0,0,0
Erica distorta,Erica speciosa,Ericaceae,Erica distorta,Bartl.,Ericaceae,1,0,1,0,1,0,0,1,0,1,0,Jul,Mar,NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.453333333,0,0,leaf,2,h,i,p,0,0,0,0
Erica dodii,Erica dodii,Ericaceae,Erica dodii,Guthrie & Bolus,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Oct,Dec,NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Erica eburnea,Erica eburnea,Ericaceae,Erica eburnea,T.M.Salter,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Dec,Jan,NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,leaf,2,h,i,p,0,0,0,0
Erica equisetifolia,Erica equisetifolia,Ericaceae,Erica equisetifolia,Salisb.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Oct,Apr,NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.27,0,0,leaf,2,h,i,p,0,0,0,0
Erica ericoides,Erica ericoides,Ericaceae,Erica ericoides,(L.) E.G.H.Oliv.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Jan,Apr,NA,NA,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.237,0,0,leaf,2,h,i,p,0,0,0,0
Erica exleeana,Erica exleeana,Ericaceae,Erica exleeana,E.G.H.Oliv.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Aug,Apr,NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.125,0,0,leaf,2,h,w,p,0,0,0,0
Erica fascicularis,Erica fascicularis,Ericaceae,Erica fascicularis,L.f.,Ericaceae,1,0,1,0,1,0,0,1,0,0,0,Apr,Dec,NA,NA,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.83,0,0,leaf,2,m,m,p,0,0,0,0
