"","field_1","NewUID","finalname","family_GM","latitude","longitude","region","date","collector","sample","height_cm","canopy_axis_1_cm","canopy_axis_2_cm","canopy_area_cm2","branch_order","pubescence","percent_N","percent_C","C_to_N_ratio","d_15N_14N","d_13C_12C","ai","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","clt_max","clt_mean","clt_min","clt_range","cmi_max","cmi_mean","cmi_min","cmi_range","fcf","fgd","gdd0","gdd10","gdd5","gddlgd0","gddlgd10","gddlgd5","gdgfgd0","gdgfgd10","gdgfgd5","gsl","gsp","gst","hurs_max","hurs_mean","hurs_min","hurs_range","kg0","kg1","kg2","kg3","kg4","kg5","lgd","ngd0","ngd10","ngd5","npp","pet_penman_max","pet_penman_mean","pet_penman_min","pet_penman_range","rsds_19812010_max_V21","rsds_19812010_mean_V21","rsds_19812010_min_V21","rsds_19812010_range_V21","scd","sfcWind_max","sfcWind_mean","sfcWind_min","sfcWind_range","swb","swe","vpd_max","vpd_mean","vpd_min","vpd_range","geometry","MAT","MAP"
"1130",1130,"703_23_BK","Haworthia mucronata","ASPHODELACEAE",-33.61343,24.24494,"Baviaanksloof",703,"JL",23,0.5,4,4,12.56637061,"0","N","1.372928884","31.50586379","22.94792117","0.347748074","-16.83532546",0.316207945346832,2909,2952,2863,4289,497,211,246,1339,740,1147,804,124,5.51000022888184,3423,3024,2800,224,2925,2870,3473,2834,2285,1188,-290,-720,-1318,1028,NA,8,64700,28200,46450,NA,NA,NA,NA,NA,NA,117,4289,2900,5849,5663,5405,444,7,7,7,4,9,24,10,365,365,365,7201,16797,10575,4947,11850,26119,17848,9585,16534,0,3023,2813,2484,540,-864,NA,11603,8948,6782,4821,c(24.24494, -33.61343),17.7500000000001,428.9
"1131",1131,"703_24_BK","Sutera denudata","SCROPHULARIACEAE",-33.61343,24.24494,"Baviaanksloof",703,"JL",24,30,40,20,628.3185307,"4","N","1.433292752","47.51371729","33.15004365","2.967613321","-28.40141015",0.316207945346832,2909,2952,2863,4289,497,211,246,1339,740,1147,804,124,5.51000022888184,3423,3024,2800,224,2925,2870,3473,2834,2285,1188,-290,-720,-1318,1028,NA,8,64700,28200,46450,NA,NA,NA,NA,NA,NA,117,4289,2900,5849,5663,5405,444,7,7,7,4,9,24,10,365,365,365,7201,16797,10575,4947,11850,26119,17848,9585,16534,0,3023,2813,2484,540,-864,NA,11603,8948,6782,4821,c(24.24494, -33.61343),17.7500000000001,428.9
"1132",1132,"703_25_BK","Cheilanthes parviloba","PTERIDACEAE",-33.61343,24.24494,"Baviaanksloof",703,"JL",25,25,30,8,188.4955592,"0","L","2.117915347","46.13428959","21.78287705","2.15373228","-29.55021029",0.316207945346832,2909,2952,2863,4289,497,211,246,1339,740,1147,804,124,5.51000022888184,3423,3024,2800,224,2925,2870,3473,2834,2285,1188,-290,-720,-1318,1028,NA,8,64700,28200,46450,NA,NA,NA,NA,NA,NA,117,4289,2900,5849,5663,5405,444,7,7,7,4,9,24,10,365,365,365,7201,16797,10575,4947,11850,26119,17848,9585,16534,0,3023,2813,2484,540,-864,NA,11603,8948,6782,4821,c(24.24494, -33.61343),17.7500000000001,428.9
"1133",1133,"703_26_BK","Pteronia incana","ASTERACEAE",-33.61343,24.24494,"Baviaanksloof",703,"JL",26,150,180,180,25446.90049,"4","L","2.234627006","42.92010873","19.20683345","2.859689922","-29.39989999",0.316207945346832,2909,2952,2863,4289,497,211,246,1339,740,1147,804,124,5.51000022888184,3423,3024,2800,224,2925,2870,3473,2834,2285,1188,-290,-720,-1318,1028,NA,8,64700,28200,46450,NA,NA,NA,NA,NA,NA,117,4289,2900,5849,5663,5405,444,7,7,7,4,9,24,10,365,365,365,7201,16797,10575,4947,11850,26119,17848,9585,16534,0,3023,2813,2484,540,-864,NA,11603,8948,6782,4821,c(24.24494, -33.61343),17.7500000000001,428.9
"1134",1134,"703_27_BK","Pelargonium reniforme","GERANIACEAE",-33.61343,24.24494,"Baviaanksloof",703,"JL",27,10,17,15,200.2765317,"1","L","3.059220777","45.54303017","14.88713417","4.281506436","-31.51400459",0.316207945346832,2909,2952,2863,4289,497,211,246,1339,740,1147,804,124,5.51000022888184,3423,3024,2800,224,2925,2870,3473,2834,2285,1188,-290,-720,-1318,1028,NA,8,64700,28200,46450,NA,NA,NA,NA,NA,NA,117,4289,2900,5849,5663,5405,444,7,7,7,4,9,24,10,365,365,365,7201,16797,10575,4947,11850,26119,17848,9585,16534,0,3023,2813,2484,540,-864,NA,11603,8948,6782,4821,c(24.24494, -33.61343),17.7500000000001,428.9
"1135",1135,"703_28_BK","Pelargonium peltatum","GERANIACEAE",-33.61343,24.24494,"Baviaanksloof",703,"JL",28,85,35,85,2336.559536,"1","N","1.927266815","42.03728317","21.81186478","3.43198097","-26.6416084",0.316207945346832,2909,2952,2863,4289,497,211,246,1339,740,1147,804,124,5.51000022888184,3423,3024,2800,224,2925,2870,3473,2834,2285,1188,-290,-720,-1318,1028,NA,8,64700,28200,46450,NA,NA,NA,NA,NA,NA,117,4289,2900,5849,5663,5405,444,7,7,7,4,9,24,10,365,365,365,7201,16797,10575,4947,11850,26119,17848,9585,16534,0,3023,2813,2484,540,-864,NA,11603,8948,6782,4821,c(24.24494, -33.61343),17.7500000000001,428.9
"1136",1136,"703_29_BK","Dodonaea angustifolia","SAPINDACEAE",-33.61343,24.24494,"Baviaanksloof",703,"JL",29,350,260,310,63303.09197,"4","N","1.882364152","49.48785459","26.29026617","1.503221522","-25.99254121",0.316207945346832,2909,2952,2863,4289,497,211,246,1339,740,1147,804,124,5.51000022888184,3423,3024,2800,224,2925,2870,3473,2834,2285,1188,-290,-720,-1318,1028,NA,8,64700,28200,46450,NA,NA,NA,NA,NA,NA,117,4289,2900,5849,5663,5405,444,7,7,7,4,9,24,10,365,365,365,7201,16797,10575,4947,11850,26119,17848,9585,16534,0,3023,2813,2484,540,-864,NA,11603,8948,6782,4821,c(24.24494, -33.61343),17.7500000000001,428.9
"1137",1137,"703_3_BK","Zygophyllum morgsana","ZYGOPHYLLACEAE",-33.61583,24.24404,"Baviaanksloof",703,"JL",3,250,310,440,107128.3095,"3","N","4.837029217","32.18861647","6.654625191","8.464775773","-27.8060252",0.316207945346832,2909,2952,2863,4289,497,211,246,1339,740,1147,804,124,5.51000022888184,3423,3024,2800,224,2925,2870,3473,2834,2285,1188,-290,-720,-1318,1028,NA,8,64700,28200,46450,NA,NA,NA,NA,NA,NA,117,4289,2900,5849,5663,5405,444,7,7,7,4,9,24,10,365,365,365,7201,16797,10575,4947,11850,26119,17848,9585,16534,0,3023,2813,2484,540,-864,NA,11603,8948,6782,4821,c(24.24404, -33.61583),17.7500000000001,428.9
"1138",1138,"703_30_BK","Passerina obtusifolia","THYMELAEACEAE",-33.61343,24.24494,"Baviaanksloof",703,"JL",30,190,100,120,9424.777961,"4","L","1.217588866","51.99357483","42.70207809","2.357697602","-27.75429503",0.316207945346832,2909,2952,2863,4289,497,211,246,1339,740,1147,804,124,5.51000022888184,3423,3024,2800,224,2925,2870,3473,2834,2285,1188,-290,-720,-1318,1028,NA,8,64700,28200,46450,NA,NA,NA,NA,NA,NA,117,4289,2900,5849,5663,5405,444,7,7,7,4,9,24,10,365,365,365,7201,16797,10575,4947,11850,26119,17848,9585,16534,0,3023,2813,2484,540,-864,NA,11603,8948,6782,4821,c(24.24494, -33.61343),17.7500000000001,428.9
"1139",1139,"703_31_BK","Crassula tetragona","CRASSULACEAE",-33.61343,24.24494,"Baviaanksloof",703,"JL",31,35,20,17,267.0353756,"2","N","0.985756414","42.48817558","43.1021041","1.749762129","-24.33912792",0.316207945346832,2909,2952,2863,4289,497,211,246,1339,740,1147,804,124,5.51000022888184,3423,3024,2800,224,2925,2870,3473,2834,2285,1188,-290,-720,-1318,1028,NA,8,64700,28200,46450,NA,NA,NA,NA,NA,NA,117,4289,2900,5849,5663,5405,444,7,7,7,4,9,24,10,365,365,365,7201,16797,10575,4947,11850,26119,17848,9585,16534,0,3023,2813,2484,540,-864,NA,11603,8948,6782,4821,c(24.24494, -33.61343),17.7500000000001,428.9
"1140",1140,"703_32_BK","Cymbopogon marginatus","POACEAE",-33.61343,24.24494,"Baviaanksloof",703,"JL",32,36,75,70,4123.340358,"0","N","1.389084121","44.89611038","32.32065626","2.167594001","-13.99309436",0.316207945346832,2909,2952,2863,4289,497,211,246,1339,740,1147,804,124,5.51000022888184,3423,3024,2800,224,2925,2870,3473,2834,2285,1188,-290,-720,-1318,1028,NA,8,64700,28200,46450,NA,NA,NA,NA,NA,NA,117,4289,2900,5849,5663,5405,444,7,7,7,4,9,24,10,365,365,365,7201,16797,10575,4947,11850,26119,17848,9585,16534,0,3023,2813,2484,540,-864,NA,11603,8948,6782,4821,c(24.24494, -33.61343),17.7500000000001,428.9
"1141",1141,"703_4_BK","Azima tetracantha","SALVADORACEAE",-33.61583,24.24404,"Baviaanksloof",703,"JL",4,210,420,300,98960.16859,"4","S","2.829909247","36.60493055","12.93501924","13.36687435","-26.47372937",0.316207945346832,2909,2952,2863,4289,497,211,246,1339,740,1147,804,124,5.51000022888184,3423,3024,2800,224,2925,2870,3473,2834,2285,1188,-290,-720,-1318,1028,NA,8,64700,28200,46450,NA,NA,NA,NA,NA,NA,117,4289,2900,5849,5663,5405,444,7,7,7,4,9,24,10,365,365,365,7201,16797,10575,4947,11850,26119,17848,9585,16534,0,3023,2813,2484,540,-864,NA,11603,8948,6782,4821,c(24.24404, -33.61583),17.7500000000001,428.9
"1142",1142,"703_5_BK","Euphorbia mauritanica","EUPHORBIACEAE",-33.61583,24.24404,"Baviaanksloof",703,"JL",5,200,270,210,44532.07586,"3","N","1.684447686","41.17932009","24.44677887","9.626189959","-18.98944774",0.316207945346832,2909,2952,2863,4289,497,211,246,1339,740,1147,804,124,5.51000022888184,3423,3024,2800,224,2925,2870,3473,2834,2285,1188,-290,-720,-1318,1028,NA,8,64700,28200,46450,NA,NA,NA,NA,NA,NA,117,4289,2900,5849,5663,5405,444,7,7,7,4,9,24,10,365,365,365,7201,16797,10575,4947,11850,26119,17848,9585,16534,0,3023,2813,2484,540,-864,NA,11603,8948,6782,4821,c(24.24404, -33.61583),17.7500000000001,428.9
"1143",1143,"703_6_BK","Rhus longispina","ANACARDIACEAE",-33.61583,24.24404,"Baviaanksloof",703,"JL",6,600,400,300,94247.77961,"4","N","2.619465609","45.94334611","17.53920569","9.142019851","-25.54746655",0.316207945346832,2909,2952,2863,4289,497,211,246,1339,740,1147,804,124,5.51000022888184,3423,3024,2800,224,2925,2870,3473,2834,2285,1188,-290,-720,-1318,1028,NA,8,64700,28200,46450,NA,NA,NA,NA,NA,NA,117,4289,2900,5849,5663,5405,444,7,7,7,4,9,24,10,365,365,365,7201,16797,10575,4947,11850,26119,17848,9585,16534,0,3023,2813,2484,540,-864,NA,11603,8948,6782,4821,c(24.24404, -33.61583),17.7500000000001,428.9
"1144",1144,"703_7_BK","Plumbago auriculata","PLUMBAGINACEAE",-33.61583,24.24404,"Baviaanksloof",703,"JL",7,120,340,420,112154.8577,"4","N","3.622440358","44.17056463","12.19359334","8.885578014","-28.40336223",0.316207945346832,2909,2952,2863,4289,497,211,246,1339,740,1147,804,124,5.51000022888184,3423,3024,2800,224,2925,2870,3473,2834,2285,1188,-290,-720,-1318,1028,NA,8,64700,28200,46450,NA,NA,NA,NA,NA,NA,117,4289,2900,5849,5663,5405,444,7,7,7,4,9,24,10,365,365,365,7201,16797,10575,4947,11850,26119,17848,9585,16534,0,3023,2813,2484,540,-864,NA,11603,8948,6782,4821,c(24.24404, -33.61583),17.7500000000001,428.9
"1145",1145,"703_8_BK","Schotia latifolia","FABACEAE",-33.61583,24.24404,"Baviaanksloof",703,"JL",8,700,800,800,502654.8246,"4","S","1.621469088","50.87662464","31.3768699","10.29947354","-25.26343865",0.316207945346832,2909,2952,2863,4289,497,211,246,1339,740,1147,804,124,5.51000022888184,3423,3024,2800,224,2925,2870,3473,2834,2285,1188,-290,-720,-1318,1028,NA,8,64700,28200,46450,NA,NA,NA,NA,NA,NA,117,4289,2900,5849,5663,5405,444,7,7,7,4,9,24,10,365,365,365,7201,16797,10575,4947,11850,26119,17848,9585,16534,0,3023,2813,2484,540,-864,NA,11603,8948,6782,4821,c(24.24404, -33.61583),17.7500000000001,428.9
"1146",1146,"703_9_BK","Portulacaria afra","PORTULACACEAE",-33.61583,24.24404,"Baviaanksloof",703,"JL",9,200,210,160,26389.37829,"4","N","1.03155345","42.27512176","40.98199832","11.94505784","-18.75031771",0.316207945346832,2909,2952,2863,4289,497,211,246,1339,740,1147,804,124,5.51000022888184,3423,3024,2800,224,2925,2870,3473,2834,2285,1188,-290,-720,-1318,1028,NA,8,64700,28200,46450,NA,NA,NA,NA,NA,NA,117,4289,2900,5849,5663,5405,444,7,7,7,4,9,24,10,365,365,365,7201,16797,10575,4947,11850,26119,17848,9585,16534,0,3023,2813,2484,540,-864,NA,11603,8948,6782,4821,c(24.24404, -33.61583),17.7500000000001,428.9
"1147",1147,"712_1_BK","Chascanum cuneifolium","VERBENACEAE",-33.65819,24.21804,"Baviaanksloof",712,"JL",1,14,37,33,958.9711575,"4","S","1.491169502","43.76189311","29.34736329","-0.447406506","-28.67506285",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21804, -33.65819),14.7500000000001,559.1
"1148",1148,"712_10_BK","Helichrysum cymosum","ASTERACEAE",-33.65819,24.21804,"Baviaanksloof",712,"JL",10,36,38,24,716.283125,"2","B","1.941927586","39.33060887","20.25338594","2.456170961","-29.48968658",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21804, -33.65819),14.7500000000001,559.1
"1149",1149,"712_11_BK","Eragrostis capensis","POACEAE",-33.65819,24.21804,"Baviaanksloof",712,"JL",11,30,26,25,510.5088062,"0","N","0.896080659","44.04798574","49.15627325","0.219290593","-13.61185839",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21804, -33.65819),14.7500000000001,559.1
"1150",1150,"712_12_BK","Olea europaea","OLEACEAE",-33.65819,24.21804,"Baviaanksloof",712,"JL",12,115,130,107,10924.88845,"4","N","1.59235983","49.28113216","30.94848992","2.961773855","-27.31866055",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21804, -33.65819),14.7500000000001,559.1
"1151",1151,"712_13_BK","Ehretia rigida","BORAGINACEAE",-33.65819,24.21804,"Baviaanksloof",712,"JL",13,115,95,66,4924.446485,"4","N","1.979055616","42.46470842","21.45705663","5.237472104","-27.90738022",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21804, -33.65819),14.7500000000001,559.1
"1152",1152,"712_14_BK","Diosma prama","RUTACEAE",-33.65453,24.21763,"Baviaanksloof",712,"JL",14,80,80,70,4398.229715,"4","N","1.529483387","51.55876121","33.70991908","0.597764929","-25.21217854",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21763, -33.65453),14.7500000000001,559.1
"1153",1153,"712_15_BK","Ruschia virgata","AIZOACEAE",-33.65453,24.21763,"Baviaanksloof",712,"JL",15,45,48,30,1130.973355,"4","N","0.980103015","37.56940486","38.33209805","1.321718401","-23.63182807",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21763, -33.65453),14.7500000000001,559.1
"1154",1154,"712_16_BK","Phylica lachneaeoides","RHAMNACEAE",-33.65453,24.21763,"Baviaanksloof",712,"JL",16,67,80,58,3644.247478,"4","N","0.884888768","53.26209093","60.19071875","-0.262051126","-27.2433592",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21763, -33.65453),14.7500000000001,559.1
"1155",1155,"712_17_BK","Schoenoxiphium ecklonii","CYPERACEAE",-33.65453,24.21763,"Baviaanksloof",712,"JL",17,27,25,20,392.6990817,"0","N","1.094044332","44.08954332","40.29959485","2.526043146","-27.08884474",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21763, -33.65453),14.7500000000001,559.1
"1156",1156,"712_18_BK","Senecio acaulis","ASTERACEAE",-33.65453,24.21763,"Baviaanksloof",712,"JL",18,50,18,15,212.0575041,"0","N","1.059462041","39.16038131","36.96251473","-0.11454318","-27.73721872",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21763, -33.65453),14.7500000000001,559.1
"1157",1157,"712_19_BK","Aspalathus subtingens","FABACEAE",-33.65453,24.21763,"Baviaanksloof",712,"JL",19,72,65,47,2399.391389,"4","S","2.280833788","50.51463768","22.1474436","-0.473608575","-28.88727576",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21763, -33.65453),14.7500000000001,559.1
"1158",1158,"712_2_BK","Aristea pusilla","IRIDACEAE",-33.65819,24.21804,"Baviaanksloof",712,"JL",2,14,20,18,282.7433388,"0","N","1.083461639","46.00918995","42.46499209","1.252816663","-25.46937667",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21804, -33.65819),14.7500000000001,559.1
"1159",1159,"712_20_BK","Tarchonanthus camphoratus","ASTERACEAE",-33.65453,24.21763,"Baviaanksloof",712,"JL",20,95,175,150,20616.70179,"4","B","1.977079122","47.78604765","24.1700229","0.917041996","-27.2433592",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21763, -33.65453),14.7500000000001,559.1
"1160",1160,"712_21_BK","Pterocelastrus tricuspidatus","CELASTRACEAE",-33.65453,24.21763,"Baviaanksloof",712,"JL",21,146,215,210,35460.72708,"4","B","0.762520848","45.17320328","59.24192554","0.237729086","-26.80133048",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21763, -33.65453),14.7500000000001,559.1
"1161",1161,"712_22_BK","Asparagus africanus","ASPARAGACEAE",-33.65453,24.21763,"Baviaanksloof",712,"JL",22,60,55,50,2159.844949,"2","N","2.44883907","46.9740595","19.18217497","2.26790424","-27.73721872",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21763, -33.65453),14.7500000000001,559.1
"1162",1162,"712_23_BK","Heliophila glauca","BRASSICACEAE",-33.65378,24.21821,"Baviaanksloof",712,"JL",23,55,12,15,141.3716694,"2","N","3.30578746","40.23680116","12.17162375","6.560191384","-28.68777607",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21821, -33.65378),14.7500000000001,559.1
"1163",1163,"712_24_BK","Rhus incisa","ANACARDIACEAE",-33.65046,24.22031,"Baviaanksloof",712,"JL",24,130,240,250,47123.8898,"4","B","2.224005323","47.44373745","21.33256471","3.445056469","-26.61552194",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.22031, -33.65046),14.7500000000001,559.1
"1164",1164,"712_25_BK","Setaria sphacelata","POACEAE",-33.65046,24.22031,"Baviaanksloof",712,"JL",25,35,40,33,1036.725576,"1","N","2.413677211","41.40664412","17.15500479","3.754629066","-12.5146101",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.22031, -33.65046),14.7500000000001,559.1
"1165",1165,"712_26_BK","Eustachys paspaloides","POACEAE",-33.65046,24.22031,"Baviaanksloof",712,"JL",26,13,20,10,157.0796327,"0","L ","1.331783381","41.49999696","31.16122152","1.521630486","-14.32575434",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.22031, -33.65046),14.7500000000001,559.1
"1166",1166,"712_27_BK","Heteropogon contortus","POACEAE",-33.65046,24.22031,"Baviaanksloof",712,"JL",27,25,30,20,471.238898,"0","B","1.670695687","41.22391059","24.67469744","1.529394062","-13.16689585",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.22031, -33.65046),14.7500000000001,559.1
"1167",1167,"712_28_BK","Eragrostis obtusa","POACEAE",-33.65046,24.22031,"Baviaanksloof",712,"JL",28,10,7,8,43.98229715,"0","B","1.725334685","41.13076901","23.83929876","2.795827416","-13.82993893",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.22031, -33.65046),14.7500000000001,559.1
