"","field_1","NewUID","finalname","family_GM","latitude","longitude","region","date","collector","sample","height_cm","canopy_axis_1_cm","canopy_axis_2_cm","canopy_area_cm2","branch_order","pubescence","percent_N","percent_C","C_to_N_ratio","d_15N_14N","d_13C_12C","ai","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","clt_max","clt_mean","clt_min","clt_range","cmi_max","cmi_mean","cmi_min","cmi_range","fcf","fgd","gdd0","gdd10","gdd5","gddlgd0","gddlgd10","gddlgd5","gdgfgd0","gdgfgd10","gdgfgd5","gsl","gsp","gst","hurs_max","hurs_mean","hurs_min","hurs_range","kg0","kg1","kg2","kg3","kg4","kg5","lgd","ngd0","ngd10","ngd5","npp","pet_penman_max","pet_penman_mean","pet_penman_min","pet_penman_range","rsds_19812010_max_V21","rsds_19812010_mean_V21","rsds_19812010_min_V21","rsds_19812010_range_V21","scd","sfcWind_max","sfcWind_mean","sfcWind_min","sfcWind_range","swb","swe","vpd_max","vpd_mean","vpd_min","vpd_range","geometry","MAT","MAP"
"1168",1168,"712_29_BK","Hermannia velutina","MALVACEAE",-33.6454,24.22505,"Baviaanksloof",712,"JL",29,110,55,85,3671.736414,"4","B","2.027304901","46.3759603","22.87567118","2.931689998","-27.04483745",0.412788867950439,2888,2929,2843,5223,596,257,242,1627,896,1481,986,122,5.5,3345,3001,2780,221,2903,2850,3698,2970,2261,1437,-295,-655,-1194,898,NA,8,57096,20596,38846,NA,NA,NA,NA,NA,NA,152,5223,2880,5961,5706,5289,672,10,10,10,4,8,29,11,365,365,365,8524,16397,10660,5448,10949,26238,18317,10284,15954,0,3711,3445,3046,665,-786,NA,9702,7713,6078,3624,c(24.22505, -33.6454),15.65,522.3
"1169",1169,"712_3_BK","Babiana sambucina","IRIDACEAE",-33.65819,24.21804,"Baviaanksloof",712,"JL",3,16,15,11,129.590697,"0","L","1.779166443","46.29994764","26.02339305","1.377033881","-27.80958626",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21804, -33.65819),14.7500000000001,559.1
"1170",1170,"712_30_BK","Muraltia ericifolia","POLYGALACEAE",-33.6454,24.22505,"Baviaanksloof",712,"JL",30,22,24,19,358.1415625,"3","B","0.8753789","50.38508973","57.55803541","2.903964075","-27.58530334",0.412788867950439,2888,2929,2843,5223,596,257,242,1627,896,1481,986,122,5.5,3345,3001,2780,221,2903,2850,3698,2970,2261,1437,-295,-655,-1194,898,NA,8,57096,20596,38846,NA,NA,NA,NA,NA,NA,152,5223,2880,5961,5706,5289,672,10,10,10,4,8,29,11,365,365,365,8524,16397,10660,5448,10949,26238,18317,10284,15954,0,3711,3445,3046,665,-786,NA,9702,7713,6078,3624,c(24.22505, -33.6454),15.65,522.3
"1171",1171,"712_31_BK","Agathosma recurvifolia","RUTACEAE",-33.64192,24.23309,"Baviaanksloof",712,"JL",31,110,145,130,14804.75538,"4","B","1.219028215","49.51566941","40.6189691","2.532234095","-26.18742729",0.412788867950439,2888,2929,2843,5223,596,257,242,1627,896,1481,986,122,5.5,3345,3001,2780,221,2903,2850,3503,2843,2255,1248,-295,-655,-1194,898,NA,8,57096,20596,38846,NA,NA,NA,NA,NA,NA,152,5223,2880,5961,5706,5289,672,10,10,10,4,8,29,11,365,365,365,8524,16397,10660,5448,10949,26238,18317,10284,15954,0,3711,3445,3046,665,-786,NA,9702,7713,6078,3624,c(24.23309, -33.64192),15.65,522.3
"1172",1172,"712_32_BK","Zygophyllum flexuosum","ZYGOPHYLLACEAE",-33.64192,24.23309,"Baviaanksloof",712,"JL",32,93,40,27,848.2300165,"4","B","1.858306675","38.70217097","20.82657911","6.101820134","-26.89704353",0.412788867950439,2888,2929,2843,5223,596,257,242,1627,896,1481,986,122,5.5,3345,3001,2780,221,2903,2850,3503,2843,2255,1248,-295,-655,-1194,898,NA,8,57096,20596,38846,NA,NA,NA,NA,NA,NA,152,5223,2880,5961,5706,5289,672,10,10,10,4,8,29,11,365,365,365,8524,16397,10660,5448,10949,26238,18317,10284,15954,0,3711,3445,3046,665,-786,NA,9702,7713,6078,3624,c(24.23309, -33.64192),15.65,522.3
"1173",1173,"712_33_BK","Polygala illepida","POLYGALACEAE",-33.64192,24.23309,"Baviaanksloof",712,"JL",33,75,120,70,6597.344573,"4","N","1.645427789","52.31918344","31.79670587","1.250743903","-28.79194218",0.412788867950439,2888,2929,2843,5223,596,257,242,1627,896,1481,986,122,5.5,3345,3001,2780,221,2903,2850,3503,2843,2255,1248,-295,-655,-1194,898,NA,8,57096,20596,38846,NA,NA,NA,NA,NA,NA,152,5223,2880,5961,5706,5289,672,10,10,10,4,8,29,11,365,365,365,8524,16397,10660,5448,10949,26238,18317,10284,15954,0,3711,3445,3046,665,-786,NA,9702,7713,6078,3624,c(24.23309, -33.64192),15.65,522.3
"1174",1174,"712_34_BK","Hippobromus pauciflorus","SAPINDACEAE",-33.63796,24.23479,"Baviaanksloof",712,"JL",34,410,315,280,69272.11801,"4","B","1.653930044","46.66937314","28.21725943","2.396259182","-27.32417233",0.373125433921814,2897,2938,2851,4847,556,238,244,1512,831,1303,912,122,5.51999998092651,3376,3010,2789,221,2912,2858,3503,2843,2255,1248,-250,-651,-1222,972,NA,8,60138,23638,41888,NA,NA,NA,NA,NA,NA,139,4847,2888,5893,5684,5382,511,10,10,10,4,9,29,10,365,365,365,8001,16346,10323,4805,11540,26298,18186,10014,16284,0,2785,2587,2286,499,-782,NA,10526,8213,6298,4228,c(24.23479, -33.63796),16.55,484.7
"1175",1175,"712_35_BK","Ehrharta calycina","POACEAE",-33.63796,24.23479,"Baviaanksloof",712,"JL",35,55,65,50,2552.544031,"0","N","2.749023268","40.55844097","14.75376416","1.65964688","-27.67169985",0.373125433921814,2897,2938,2851,4847,556,238,244,1512,831,1303,912,122,5.51999998092651,3376,3010,2789,221,2912,2858,3503,2843,2255,1248,-250,-651,-1222,972,NA,8,60138,23638,41888,NA,NA,NA,NA,NA,NA,139,4847,2888,5893,5684,5382,511,10,10,10,4,9,29,10,365,365,365,8001,16346,10323,4805,11540,26298,18186,10014,16284,0,2785,2587,2286,499,-782,NA,10526,8213,6298,4228,c(24.23479, -33.63796),16.55,484.7
"1176",1176,"712_4_BK","Agathosma mucronulata","RUTACEAE",-33.65819,24.21804,"Baviaanksloof",712,"JL",4,38,55,43,1857.466656,"4","S","0.921314985","49.44837391","53.67151811","-0.170829107","-27.38222663",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21804, -33.65819),14.7500000000001,559.1
"1177",1177,"712_5_BK","Anthospermum aethiopicum","RUBIACEAE",-33.65819,24.21804,"Baviaanksloof",712,"JL",5,41,45,50,1767.145868,"4","S","1.497590148","51.57846273","34.44097358","0.968475688","-27.00963162",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21804, -33.65819),14.7500000000001,559.1
"1178",1178,"712_6_BK","Rhus rosmarinifolia","ANACARDIACEAE",-33.65819,24.21804,"Baviaanksloof",712,"JL",6,19,47,30,1107.41141,"2","N","1.469756327","49.24498655","33.50554487","1.921454656","-26.92357293",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21804, -33.65819),14.7500000000001,559.1
"1179",1179,"712_7_BK","Commelina benghalensis","COMMELINACEAE",-33.65819,24.21804,"Baviaanksloof",712,"JL",7,19,25,5,98.17477042,"0","L","1.332745973","39.29924916","29.48742668","0.142625279","-26.32800769",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21804, -33.65819),14.7500000000001,559.1
"1180",1180,"712_8_BK","Hertia kraussii","ASTERACEAE",-33.65819,24.21804,"Baviaanksloof",712,"JL",8,46,24,14,263.8937829,"2","N","4.220949445","35.23573965","8.347823187","9.585074728","-29.36451031",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21804, -33.65819),14.7500000000001,559.1
"1181",1181,"712_9_BK","Freylinia undulata","SCROPHULARIACEAE",-33.65819,24.21804,"Baviaanksloof",712,"JL",9,38,24,26,490.088454,"4","N","0.870171834","55.73871789","64.05484035","1.766183134","-29.59432612",0.456553608179092,2879,2920,2834,5591,636,277,240,1738,962,1583,1061,121,5.48000001907349,3334,2991,2771,220,2893,2841,3785,3013,2267,1518,-492,-777,-1264,772,NA,6,53598,17183,35348,NA,170,NA,NA,209,NA,171,5591,2870,6067,5733,5209,858,10,10,10,4,8,9,8,365,327,365,9024,17408,12173,7606,9802,26239,18426,10479,15760,0,5840,5422,4794,1046,-933,NA,8885,7183,5807,3078,c(24.21804, -33.65819),14.7500000000001,559.1
"1182",1182,"718_1_BK","Cynodon dactylon","POACEAE",-33.63493,24.24487,"Baviaanksloof",718,"JL",1,25,50,50,1963.495408,"3","N","3.195431035","42.66385488","13.35151797","7.891015219","-14.78114701",0.359908014535904,2902,2944,2857,4746,545,233,244,1482,815,1273,894,122,5.51000022888184,3363,3015,2794,221,2917,2864,3503,2843,2255,1248,-268,-671,-1229,961,NA,8,62206,25706,43956,NA,NA,NA,NA,NA,NA,132,4746,2894,5888,5700,5443,445,7,7,7,4,9,27,10,365,365,365,7859,16314,10439,4935,11379,26274,18570,10647,15627,0,2651,2460,2174,477,-805,NA,10958,8493,6460,4498,c(24.24487, -33.63493),17.05,474.6
"1183",1183,"718_10_BK","Euryops rehmannii","ASTERACEAE",-33.64528,24.2279,"Baviaanksloof",718,"JL",10,170,130,120,12252.21135,"4","N","1.459158385","47.09756062","32.27720931","-0.171612386","-28.53566491",0.412788867950439,2888,2929,2843,5223,596,257,242,1627,896,1481,986,122,5.5,3345,3001,2780,221,2903,2850,3503,2843,2255,1248,-295,-655,-1194,898,NA,8,57096,20596,38846,NA,NA,NA,NA,NA,NA,152,5223,2880,5961,5706,5289,672,10,10,10,4,8,29,11,365,365,365,8524,16397,10660,5448,10949,26238,18317,10284,15954,0,3711,3445,3046,665,-786,NA,9702,7713,6078,3624,c(24.2279, -33.64528),15.65,522.3
"1184",1184,"718_11_BK","Anthospermum aethiopicum","RUBIACEAE",-33.64528,24.2279,"Baviaanksloof",718,"JL",11,80,95,85,6342.090169,"4","S","1.534318698","51.36868949","33.47980413","0.249029432","-27.21544863",0.412788867950439,2888,2929,2843,5223,596,257,242,1627,896,1481,986,122,5.5,3345,3001,2780,221,2903,2850,3503,2843,2255,1248,-295,-655,-1194,898,NA,8,57096,20596,38846,NA,NA,NA,NA,NA,NA,152,5223,2880,5961,5706,5289,672,10,10,10,4,8,29,11,365,365,365,8524,16397,10660,5448,10949,26238,18317,10284,15954,0,3711,3445,3046,665,-786,NA,9702,7713,6078,3624,c(24.2279, -33.64528),15.65,522.3
"1185",1185,"718_12_BK","Helichrysum felinum","ASTERACEAE",-33.64528,24.2279,"Baviaanksloof",718,"JL",12,30,22,25,431.9689899,"2","B","1.133664006","45.44718818","40.08876344","-0.491495816","-30.45094924",0.412788867950439,2888,2929,2843,5223,596,257,242,1627,896,1481,986,122,5.5,3345,3001,2780,221,2903,2850,3503,2843,2255,1248,-295,-655,-1194,898,NA,8,57096,20596,38846,NA,NA,NA,NA,NA,NA,152,5223,2880,5961,5706,5289,672,10,10,10,4,8,29,11,365,365,365,8524,16397,10660,5448,10949,26238,18317,10284,15954,0,3711,3445,3046,665,-786,NA,9702,7713,6078,3624,c(24.2279, -33.64528),15.65,522.3
"1186",1186,"718_13_BK","Themeda triandra","POACEAE",-33.64528,24.2279,"Baviaanksloof",718,"JL",13,40,50,50,1963.495408,"2","S","1.356529184","40.79336508","30.0718669","0.589455834","-13.93077241",0.412788867950439,2888,2929,2843,5223,596,257,242,1627,896,1481,986,122,5.5,3345,3001,2780,221,2903,2850,3503,2843,2255,1248,-295,-655,-1194,898,NA,8,57096,20596,38846,NA,NA,NA,NA,NA,NA,152,5223,2880,5961,5706,5289,672,10,10,10,4,8,29,11,365,365,365,8524,16397,10660,5448,10949,26238,18317,10284,15954,0,3711,3445,3046,665,-786,NA,9702,7713,6078,3624,c(24.2279, -33.64528),15.65,522.3
"1187",1187,"718_14_BK","NA","NA",-33.64528,24.2279,"Baviaanksloof",718,"JL",14,140,225,175,30925.05268,"4","N","1.170676563","45.94566889","39.24710749","-0.074766944","-24.89439194",0.412788867950439,2888,2929,2843,5223,596,257,242,1627,896,1481,986,122,5.5,3345,3001,2780,221,2903,2850,3503,2843,2255,1248,-295,-655,-1194,898,NA,8,57096,20596,38846,NA,NA,NA,NA,NA,NA,152,5223,2880,5961,5706,5289,672,10,10,10,4,8,29,11,365,365,365,8524,16397,10660,5448,10949,26238,18317,10284,15954,0,3711,3445,3046,665,-786,NA,9702,7713,6078,3624,c(24.2279, -33.64528),15.65,522.3
"1188",1188,"718_15_BK","Heteropogon contortus","POACEAE",-33.64556,24.2249,"Baviaanksloof",718,"JL",15,15,20,18,282.7433388,"0","N","1.191166483","42.73247953","35.87448113","2.200611824","-13.2609568",0.412788867950439,2888,2929,2843,5223,596,257,242,1627,896,1481,986,122,5.5,3345,3001,2780,221,2903,2850,3698,2970,2261,1437,-295,-655,-1194,898,NA,8,57096,20596,38846,NA,NA,NA,NA,NA,NA,152,5223,2880,5961,5706,5289,672,10,10,10,4,8,29,11,365,365,365,8524,16397,10660,5448,10949,26238,18317,10284,15954,0,3711,3445,3046,665,-786,NA,9702,7713,6078,3624,c(24.2249, -33.64556),15.65,522.3
"1189",1189,"718_16_BK","Triraphis andropogonoides","POACEAE",-33.64556,24.2249,"Baviaanksloof",718,"JL",16,35,50,40,1570.796327,"0","N","1.637429126","44.8446245","27.38721559","6.664306287","-14.05114507",0.412788867950439,2888,2929,2843,5223,596,257,242,1627,896,1481,986,122,5.5,3345,3001,2780,221,2903,2850,3698,2970,2261,1437,-295,-655,-1194,898,NA,8,57096,20596,38846,NA,NA,NA,NA,NA,NA,152,5223,2880,5961,5706,5289,672,10,10,10,4,8,29,11,365,365,365,8524,16397,10660,5448,10949,26238,18317,10284,15954,0,3711,3445,3046,665,-786,NA,9702,7713,6078,3624,c(24.2249, -33.64556),15.65,522.3
"1190",1190,"718_17_BK","Digitaria eriantha","POACEAE",-33.64556,24.2249,"Baviaanksloof",718,"JL",17,25,15,12,141.3716694,"0","N","1.709305042","41.07247017","24.02875388","4.315559759","-12.74354852",0.412788867950439,2888,2929,2843,5223,596,257,242,1627,896,1481,986,122,5.5,3345,3001,2780,221,2903,2850,3698,2970,2261,1437,-295,-655,-1194,898,NA,8,57096,20596,38846,NA,NA,NA,NA,NA,NA,152,5223,2880,5961,5706,5289,672,10,10,10,4,8,29,11,365,365,365,8524,16397,10660,5448,10949,26238,18317,10284,15954,0,3711,3445,3046,665,-786,NA,9702,7713,6078,3624,c(24.2249, -33.64556),15.65,522.3
"1191",1191,"718_18_BK","Asparagus africanus","ASPARAGACEAE",-33.64556,24.2249,"Baviaanksloof",718,"JL",18,30,75,57,3357.577149,"2","N","2.41870341","47.41709798","19.60434577","3.605359851","-27.45328171",0.412788867950439,2888,2929,2843,5223,596,257,242,1627,896,1481,986,122,5.5,3345,3001,2780,221,2903,2850,3698,2970,2261,1437,-295,-655,-1194,898,NA,8,57096,20596,38846,NA,NA,NA,NA,NA,NA,152,5223,2880,5961,5706,5289,672,10,10,10,4,8,29,11,365,365,365,8524,16397,10660,5448,10949,26238,18317,10284,15954,0,3711,3445,3046,665,-786,NA,9702,7713,6078,3624,c(24.2249, -33.64556),15.65,522.3
"1192",1192,"718_19_BK","Eragrostis obtusa","POACEAE",-33.64556,24.2249,"Baviaanksloof",718,"JL",19,15,22,10,172.7875959,"0","L","1.643461663","41.53827712","25.27486831","3.289389369","-14.03852536",0.412788867950439,2888,2929,2843,5223,596,257,242,1627,896,1481,986,122,5.5,3345,3001,2780,221,2903,2850,3698,2970,2261,1437,-295,-655,-1194,898,NA,8,57096,20596,38846,NA,NA,NA,NA,NA,NA,152,5223,2880,5961,5706,5289,672,10,10,10,4,8,29,11,365,365,365,8524,16397,10660,5448,10949,26238,18317,10284,15954,0,3711,3445,3046,665,-786,NA,9702,7713,6078,3624,c(24.2249, -33.64556),15.65,522.3
"1193",1193,"718_2_BK","Acacia karroo","FABACEAE",-33.63493,24.24487,"Baviaanksloof",718,"JL",2,1000,1200,1000,942477.7961,"4","S","2.49966095","46.89177245","18.75925311","1.922792576","-29.64037528",0.359908014535904,2902,2944,2857,4746,545,233,244,1482,815,1273,894,122,5.51000022888184,3363,3015,2794,221,2917,2864,3503,2843,2255,1248,-268,-671,-1229,961,NA,8,62206,25706,43956,NA,NA,NA,NA,NA,NA,132,4746,2894,5888,5700,5443,445,7,7,7,4,9,27,10,365,365,365,7859,16314,10439,4935,11379,26274,18570,10647,15627,0,2651,2460,2174,477,-805,NA,10958,8493,6460,4498,c(24.24487, -33.63493),17.05,474.6
"1194",1194,"718_20_BK","Hermannia saccifera","MALVACEAE",-33.64556,24.2249,"Baviaanksloof",718,"JL",20,30,110,100,8639.379797,"3","N","2.044370725","47.59555559","23.28127428","1.116725463","-26.90772175",0.412788867950439,2888,2929,2843,5223,596,257,242,1627,896,1481,986,122,5.5,3345,3001,2780,221,2903,2850,3698,2970,2261,1437,-295,-655,-1194,898,NA,8,57096,20596,38846,NA,NA,NA,NA,NA,NA,152,5223,2880,5961,5706,5289,672,10,10,10,4,8,29,11,365,365,365,8524,16397,10660,5448,10949,26238,18317,10284,15954,0,3711,3445,3046,665,-786,NA,9702,7713,6078,3624,c(24.2249, -33.64556),15.65,522.3
"1195",1195,"718_21_BK","Ruschia virgata","AIZOACEAE",-33.64556,24.2249,"Baviaanksloof",718,"JL",21,75,110,100,8639.379797,"4","N","0.681611616","38.25883782","56.12996742","2.820813948","-23.0674456",0.412788867950439,2888,2929,2843,5223,596,257,242,1627,896,1481,986,122,5.5,3345,3001,2780,221,2903,2850,3698,2970,2261,1437,-295,-655,-1194,898,NA,8,57096,20596,38846,NA,NA,NA,NA,NA,NA,152,5223,2880,5961,5706,5289,672,10,10,10,4,8,29,11,365,365,365,8524,16397,10660,5448,10949,26238,18317,10284,15954,0,3711,3445,3046,665,-786,NA,9702,7713,6078,3624,c(24.2249, -33.64556),15.65,522.3
"1196",1196,"718_22_BK","Chironia linoides","GENTIANACEAE",-33.70409,24.20051,"Baviaanksloof",718,"JL",22,33,10,8,62.83185307,"1","N","1.319599871","49.02505729","37.15145655","-1.965698655","-26.51553986",0.596524894237518,2871,2911,2828,7000,775,372,217,2137,1263,1929,1401,117,5.46999979019165,3242,2980,2767,213,2884,2834,3941,3142,2363,1578,-258,-544,-1036,778,NA,6,50831,14730,32581,NA,159,NA,NA,225,NA,230,7000,2862,6256,5843,5187,1069,10,10,10,7,8,9,9,365,300,365,10833,16136,10960,6433,9703,26097,17994,9925,16172,0,5264,4865,4310,954,-653,NA,8050,6639,5586,2464,c(24.20051, -33.70409),13.95,700
"1197",1197,"718_23_BK","Restio triticeus","RESTIONACEAE",-33.70409,24.20051,"Baviaanksloof",718,"JL",23,50,80,45,2827.433388,"1","N","0.708493624","46.14567797","65.13210058","-0.279218433","-25.82728006",0.596524894237518,2871,2911,2828,7000,775,372,217,2137,1263,1929,1401,117,5.46999979019165,3242,2980,2767,213,2884,2834,3941,3142,2363,1578,-258,-544,-1036,778,NA,6,50831,14730,32581,NA,159,NA,NA,225,NA,230,7000,2862,6256,5843,5187,1069,10,10,10,7,8,9,9,365,300,365,10833,16136,10960,6433,9703,26097,17994,9925,16172,0,5264,4865,4310,954,-653,NA,8050,6639,5586,2464,c(24.20051, -33.70409),13.95,700
"1198",1198,"718_24_BK","NA","NA",-33.70409,24.20051,"Baviaanksloof",718,"JL",24,15,17,15,200.2765317,"1","N","0.797057752","44.02270575","55.23151322","-3.041759122","-27.04265562",0.596524894237518,2871,2911,2828,7000,775,372,217,2137,1263,1929,1401,117,5.46999979019165,3242,2980,2767,213,2884,2834,3941,3142,2363,1578,-258,-544,-1036,778,NA,6,50831,14730,32581,NA,159,NA,NA,225,NA,230,7000,2862,6256,5843,5187,1069,10,10,10,7,8,9,9,365,300,365,10833,16136,10960,6433,9703,26097,17994,9925,16172,0,5264,4865,4310,954,-653,NA,8050,6639,5586,2464,c(24.20051, -33.70409),13.95,700
"1199",1199,"718_25_BK","Merxmuellera stricta","POACEAE",-33.70409,24.20051,"Baviaanksloof",718,"JL",25,50,45,30,1060.287521,"0","N","0.82930198","45.02300592","54.29024288","-2.328624504","-24.84682533",0.596524894237518,2871,2911,2828,7000,775,372,217,2137,1263,1929,1401,117,5.46999979019165,3242,2980,2767,213,2884,2834,3941,3142,2363,1578,-258,-544,-1036,778,NA,6,50831,14730,32581,NA,159,NA,NA,225,NA,230,7000,2862,6256,5843,5187,1069,10,10,10,7,8,9,9,365,300,365,10833,16136,10960,6433,9703,26097,17994,9925,16172,0,5264,4865,4310,954,-653,NA,8050,6639,5586,2464,c(24.20051, -33.70409),13.95,700
"1200",1200,"718_26_BK","NA","NA",-33.70409,24.20051,"Baviaanksloof",718,"JL",26,70,46,29,1047.72115,"3","B","1.039342219","40.75202189","39.20943569","0.116967466","-27.96292402",0.596524894237518,2871,2911,2828,7000,775,372,217,2137,1263,1929,1401,117,5.46999979019165,3242,2980,2767,213,2884,2834,3941,3142,2363,1578,-258,-544,-1036,778,NA,6,50831,14730,32581,NA,159,NA,NA,225,NA,230,7000,2862,6256,5843,5187,1069,10,10,10,7,8,9,9,365,300,365,10833,16136,10960,6433,9703,26097,17994,9925,16172,0,5264,4865,4310,954,-653,NA,8050,6639,5586,2464,c(24.20051, -33.70409),13.95,700
"1201",1201,"718_27_BK","Athrixia heterophylla","ASTERACEAE",-33.70284,24.20003,"Baviaanksloof",718,"JL",27,12,32,25,628.3185307,"1","B","0.997692963","39.11211044","39.20255216","-0.390737427","-29.6345508",0.596524894237518,2871,2911,2828,7000,775,372,217,2137,1263,1929,1401,117,5.46999979019165,3242,2980,2767,213,2884,2834,3940,3141,2367,1573,-258,-544,-1036,778,NA,6,50831,14730,32581,NA,159,NA,NA,225,NA,230,7000,2862,6256,5843,5187,1069,10,10,10,7,8,9,9,365,300,365,10833,16136,10960,6433,9703,26097,17994,9925,16172,0,5264,4865,4310,954,-653,NA,8050,6639,5586,2464,c(24.20003, -33.70284),13.95,700
"1202",1202,"718_28_BK","Lobostemon echioides","BORAGINACEAE",-33.70284,24.20003,"Baviaanksloof",718,"JL",28,11,3,4,9.424777961,"0","B","1.094119469","40.32848799","36.85930937","-0.943441212","-29.75880645",0.596524894237518,2871,2911,2828,7000,775,372,217,2137,1263,1929,1401,117,5.46999979019165,3242,2980,2767,213,2884,2834,3940,3141,2367,1573,-258,-544,-1036,778,NA,6,50831,14730,32581,NA,159,NA,NA,225,NA,230,7000,2862,6256,5843,5187,1069,10,10,10,7,8,9,9,365,300,365,10833,16136,10960,6433,9703,26097,17994,9925,16172,0,5264,4865,4310,954,-653,NA,8050,6639,5586,2464,c(24.20003, -33.70284),13.95,700
"1203",1203,"718_29_BK","Aspalathus kougaensis","FABACEAE",-33.69961,24.20185,"Baviaanksloof",718,"JL",29,70,145,150,17082.41005,"4","B","1.242449123","48.04994324","38.6735701","-0.378020349","-27.02518217",0.581414103507996,2872,2912,2828,6860,763,360,221,2102,1227,1900,1359,117,5.48000001907349,3273,2981,2767,214,2885,2835,3872,3085,2321,1551,-411,-675,-1132,721,NA,6,51073,14975,32823,NA,160,NA,NA,225,NA,221,6860,2863,6239,5831,5189,1050,10,10,10,8,8,9,9,365,301,365,10660,17016,12157,8002,9014,26126,18186,10213,15913,0,7145,6609,5854,1291,-810,NA,8117,6686,5603,2514,c(24.20185, -33.69961),14.05,686
"1204",1204,"718_3_BK","Plumbago auriculata","PLUMBAGINACEAE",-33.63493,24.24487,"Baviaanksloof",718,"JL",3,220,720,100,56548.66776,"4","N","3.380545164","42.28688354","12.50889472","8.562085655","-29.26372535",0.359908014535904,2902,2944,2857,4746,545,233,244,1482,815,1273,894,122,5.51000022888184,3363,3015,2794,221,2917,2864,3503,2843,2255,1248,-268,-671,-1229,961,NA,8,62206,25706,43956,NA,NA,NA,NA,NA,NA,132,4746,2894,5888,5700,5443,445,7,7,7,4,9,27,10,365,365,365,7859,16314,10439,4935,11379,26274,18570,10647,15627,0,2651,2460,2174,477,-805,NA,10958,8493,6460,4498,c(24.24487, -33.63493),17.05,474.6
