"","field_1","NewUID","finalname","family_GM","latitude","longitude","region","date","collector","sample","height_cm","canopy_axis_1_cm","canopy_axis_2_cm","canopy_area_cm2","branch_order","pubescence","percent_N","percent_C","C_to_N_ratio","d_15N_14N","d_13C_12C","Chili","Elevation","TopoDiv","geometry"
"1966",1966,"711_36_BK","Pelargonium laevigatum","GERANIACEAE",-33.52325,24.08739,"Baviaanksloof",711,"TEM",36,27,30,15,353.4291735,"3","N","0.933436853","42.49790769","45.52842281","-5.511300681","-28.22415803",5850,1157.42534467096,19.8976287841797,c(24.08739, -33.52325)
"1967",1967,"711_37_BK","Pelargonium ovale","GERANIACEAE",-33.52325,24.08739,"Baviaanksloof",711,"TEM",37,20,39,36,1102.699021,"2","L","1.000606539","45.03536519","45.00806602","-4.08771686","-28.84144436",5850,1157.42534467096,19.8976287841797,c(24.08739, -33.52325)
"1968",1968,"711_38_BK","Helichrysum felinum","ASTERACEAE",-33.52325,24.08739,"Baviaanksloof",711,"TEM",38,50,50,27,1060.287521,"2","B","1.082039419","45.83809847","42.36268816","-4.947368926","-30.58106947",5850,1157.42534467096,19.8976287841797,c(24.08739, -33.52325)
"1969",1969,"711_39_BK","Restio triticeus","RESTIONACEAE",-33.52325,24.08739,"Baviaanksloof",711,"TEM",39,52,64,50,2513.274123,"4","N","0.440187967","46.48683659","105.6067864","-0.516476565","-24.8207149",5850,1157.42534467096,19.8976287841797,c(24.08739, -33.52325)
"1970",1970,"711_4_BK","Rhodocoma fruticosa","RESTIONACEAE",-33.52231,24.08742,"Baviaanksloof",711,"TEM",4,75,35,20,549.7787144,"0","N","0.368909643","45.91951005","124.4735965","0.987668935","-25.75796624",6660,1175.85877430109,19.8976287841797,c(24.08742, -33.52231)
"1971",1971,"711_40_BK","Anthospermum galioides","RUBIACEAE",-33.52325,24.08739,"Baviaanksloof",711,"TEM",40,18,40,26,816.8140899,"3","N","1.20071475","50.42563319","41.99634691","-3.946242691","-26.01886078",5850,1157.42534467096,19.8976287841797,c(24.08739, -33.52325)
"1972",1972,"711_41_BK","Erica strigilifolia","ERICACEAE",-33.52325,24.08739,"Baviaanksloof",711,"TEM",41,120,67,77,4051.869125,"4","N","0.811398013","59.77815665","73.673038","-2.482378031","-25.86429307",5850,1157.42534467096,19.8976287841797,c(24.08739, -33.52325)
"1973",1973,"711_42_BK","Crassula muscosa","CRASSULACEAE",-33.52325,24.08739,"Baviaanksloof",711,"TEM",42,17,15,12,141.3716694,"3","N","0.334797137","42.88016263","128.0780445","-1.496971149","-22.04538769",5850,1157.42534467096,19.8976287841797,c(24.08739, -33.52325)
"1974",1974,"711_43_BK","Protea lorifolia","PROTEACEAE",-33.52181,24.08694,"Baviaanksloof",711,"TEM",43,125,215,160,27017.69682,"4","N","0.458700463","52.29813025","114.0136854","2.518340842","-25.72055494",6990,1165.18678872575,23.0239734649658,c(24.08694, -33.52181)
"1975",1975,"711_44_BK","Hypodiscus striatus","RESTIONACEAE",-33.52181,24.08694,"Baviaanksloof",711,"TEM",44,46,35,27,742.2012644,"0","N","0.498920613","47.1826119","94.56937772","0.109350139","-24.83843604",6990,1165.18678872575,23.0239734649658,c(24.08694, -33.52181)
"1976",1976,"711_45_BK","NA","NA",-33.52181,24.08694,"Baviaanksloof",711,"TEM",45,9,16,14,175.9291886,"3","N","0.568710923","40.26561077","70.80154278","1.588934151","-27.36960534",6990,1165.18678872575,23.0239734649658,c(24.08694, -33.52181)
"1977",1977,"711_46_BK","Agathosma martiana","RUTACEAE",-33.52181,24.08694,"Baviaanksloof",711,"TEM",46,50,24,23,433.5397862,"4","S","0.706999884","48.03139188","67.93691621","-1.256268571","-29.05606704",6990,1165.18678872575,23.0239734649658,c(24.08694, -33.52181)
"1978",1978,"711_5_BK","Protea repens","PROTEACEAE",-33.52231,24.08742,"Baviaanksloof",711,"TEM",5,87,90,100,7068.583471,"3","N","0.696710643","51.88602179","74.47284225","3.740520464","-25.12295877",6660,1175.85877430109,19.8976287841797,c(24.08742, -33.52231)
"1979",1979,"711_6_BK","Crassula biplanata","CRASSULACEAE",-33.52231,24.08742,"Baviaanksloof",711,"TEM",6,15,20,16,251.3274123,"2","N","0.58638143","41.40525246","70.61146613","-1.323075817","-23.15985041",6660,1175.85877430109,19.8976287841797,c(24.08742, -33.52231)
"1980",1980,"711_7_BK","Aspalathus rubens","FABACEAE",-33.52231,24.08742,"Baviaanksloof",711,"TEM",7,30,63,100,4948.008429,"4","B","1.380215767","48.72119573","35.29969507","-0.612757596","-28.15130446",6660,1175.85877430109,19.8976287841797,c(24.08742, -33.52231)
"1981",1981,"711_8_BK","Phylica lachneaeoides","RHAMNACEAE",-33.52231,24.08742,"Baviaanksloof",711,"TEM",8,26,25,27,530.1437603,"4","S","0.695359966","52.1359646","74.97694313","-2.364482891","-28.83159928",6660,1175.85877430109,19.8976287841797,c(24.08742, -33.52231)
"1982",1982,"711_9_BK","Metalasia massonii","ASTERACEAE",-33.52231,24.08742,"Baviaanksloof",711,"TEM",9,50,100,55,4319.689899,"4","B","0.740017712","44.14619456","59.65559184","-1.477321959","-28.48505257",6660,1175.85877430109,19.8976287841797,c(24.08742, -33.52231)
"1983",1983,"723_1_BK","Erica petraea","ERICACEAE",-33.57364,24.25737,"Baviaanksloof",723,"TEM",1,18,22,20,345.5751919,"4",NA,"0.338441539","50.414445","148.9605714","-6.741339979","-28.04497763",NA,NA,NA,c(24.25737, -33.57364)
"1984",1984,"723_2_BK","Erica cordata","ERICACEAE",-33.57364,24.25737,"Baviaanksloof",723,"TEM",2,45,45,30,1060.287521,"4",NA,"0.293372924","50.04039319","170.5692281","-8.761276718","-27.88056484",NA,NA,NA,c(24.25737, -33.57364)
"1985",1985,"723_3_BK","Stoebe plumosa","ASTERACEAE",-33.5737,24.25837,"Baviaanksloof",723,"TEM",3,60,66,50,2591.813939,"4","B","0.450910554","47.25464259","104.7982624","-5.539792006","-29.94901552",2460,1357.28252908187,30,c(24.25837, -33.5737)
"1986",1986,"723_4_BK","Osteospermum junceum","ASTERACEAE",-33.5762,24.26122,"Baviaanksloof",723,"TEM",4,220,160,145,18221.23739,"3","B","0.518273366","42.02517031","81.08688016","-4.786245567","-29.39276867",3660,1174.88859379424,30,c(24.26122, -33.5762)
"1987",1987,"723_5_BK","Agathosma unicarpellata","RUTACEAE",-33.57812,24.26116,"Baviaanksloof",723,"TEM",5,35,45,30,1060.287521,"4",NA,"0.39889459","47.91355685","120.1158354","-6.566462187","-27.90320852",NA,NA,NA,c(24.26116, -33.57812)
"1988",1988,"721_10_CP","Ischyrolepis cincinnata","RESTIONACEAE",-34.23988,18.38403,"Cape Point",721,"b",10,13,15,10,117.8097245,"3","NA","0.61","47.52","77.55","-0.75","-26.98",6390,15.5228881095853,4.56385660171509,c(18.38403, -34.23988)
"1989",1989,"721_11_CP","Tetraria microstachys","CYPERACEAE",-34.23988,18.38403,"Cape Point",721,"b",11,20,23,15,270.9623664,"0","NA","0.47","45.71","96.95","1.31","-27.27",6390,15.5228881095853,4.56385660171509,c(18.38403, -34.23988)
"1990",1990,"721_12_CP","Ischyrolepis capensis","RESTIONACEAE",-34.23988,18.38403,"Cape Point",721,"b",12,28,63,58,2869.844889,"1","NA","0.45","49.02","108.41","0.01","-25.94",6390,15.5228881095853,4.56385660171509,c(18.38403, -34.23988)
"1991",1991,"721_13_CP","Staberoha cernua","RESTIONACEAE",-34.23988,18.38403,"Cape Point",721,"b",13,40,70,52,2858.849315,"0","NA","0.33","49.41","148.86","0.64","-27.89",6390,15.5228881095853,4.56385660171509,c(18.38403, -34.23988)
"1992",1992,"721_14_CP","Hypodiscus aristatus","RESTIONACEAE",-34.24024369,18.39350179,"Cape Point",721,"b",14,58,35,32,879.645943,"0","NA","0.72","48.24","66.61","1.05","-29.87",6360,23.284332164378,5.61193227767944,c(18.39350179, -34.24024369)
"1993",1993,"721_15_CP","Restio quinquefarius","RESTIONACEAE",-34.24024369,18.39350179,"Cape Point",721,"b",15,38,23,15,270.9623664,"1","NA","0.37","49.47","132.66","-2.73","-28.68",6360,23.284332164378,5.61193227767944,c(18.39350179, -34.24024369)
"1994",1994,"721_16_CP","Tetraria cuspidata","CYPERACEAE",-34.24024369,18.39350179,"Cape Point",721,"b",16,34,47,56,2067.167966,"0","NA","0.38","43.915","116.845","1","-26.86",6360,23.284332164378,5.61193227767944,c(18.39350179, -34.24024369)
"1995",1995,"721_17_CP","Tetraria fasciata","CYPERACEAE",-34.24024369,18.39350179,"Cape Point",721,"b",17,37,58,60,2733.185609,"0","NA","0.62","46.1","73.92","1.69","-27.9",6360,23.284332164378,5.61193227767944,c(18.39350179, -34.24024369)
"1996",1996,"721_18_CP","Staberoha banksii","RESTIONACEAE",-34.24024369,18.39350179,"Cape Point",721,"b",18,40,44,43,1485.973325,"0","NA","0.49","50.32","103.01","1.17","-25.91",6360,23.284332164378,5.61193227767944,c(18.39350179, -34.24024369)
"1997",1997,"721_19_CP","Tetraria compar","CYPERACEAE",-34.24024369,18.39350179,"Cape Point",721,"b",19,40,44,30,1036.725576,"0","NA","0.63","45.91","73.21","1.65","-23.95",6360,23.284332164378,5.61193227767944,c(18.39350179, -34.24024369)
"1998",1998,"721_1_CP","Tetraria eximia","CYPERACEAE",-34.23988,18.38403,"Cape Point",721,"b",1,25,50,40,1570.796327,"0","NA","0.57","45.5","79.2","2.41","-28.44",6390,15.5228881095853,4.56385660171509,c(18.38403, -34.23988)
"1999",1999,"721_20_CP","Elegia filacea","RESTIONACEAE",-34.24024369,18.39350179,"Cape Point",721,"b",20,29,32,39,980.1769079,"0","NA","1.15","46.71","40.68","-0.11","-29.64",6360,23.284332164378,5.61193227767944,c(18.39350179, -34.24024369)
"2000",2000,"721_21_CP","Tetraria flexuosa","CYPERACEAE",-34.24009,18.40361,"Cape Point",721,"b",21,87,75,90,5301.437603,"0","NA","0.45","45.99","103.32","0.23","-27.49",6300,24.2545126712271,5.90987777709961,c(18.40361, -34.24009)
"2001",2001,"721_22_CP","Elegia cuspidata","RESTIONACEAE",-34.24009,18.40361,"Cape Point",721,"b",22,55,24,15,282.7433388,"0","NA","0.23","44.51","190.94","-0.52","-29.44",6300,24.2545126712271,5.90987777709961,c(18.40361, -34.24009)
"2002",2002,"721_23_CP","Serruria glomerata","PROTEACEAE",-34.24009,18.40361,"Cape Point",721,"b",23,35,40,30,942.4777961,"4","NA","1.48","45.985","48.445","0.71","-29.745",6300,24.2545126712271,5.90987777709961,c(18.40361, -34.24009)
"2003",2003,"721_24_CP","Leucadendron laureolum","PROTEACEAE",-34.24009,18.40361,"Cape Point",721,"b",24,53,44,25,863.9379797,"4","NA","0.46","49.13","106.47","-1.49","-28.64",6300,24.2545126712271,5.90987777709961,c(18.40361, -34.24009)
"2004",2004,"721_25_CP","Elegia filacea","RESTIONACEAE",-34.24009,18.40361,"Cape Point",721,"b",25,52,40,24,753.9822369,"4","NA","1.15","46.71","40.68","-0.11","-29.64",6300,24.2545126712271,5.90987777709961,c(18.40361, -34.24009)
"2005",2005,"721_26_CP","Restio dodii","RESTIONACEAE",-34.26644334,18.43391597,"Cape Point",721,"b",26,41,30,29,683.2964022,"1","NA","0.52","51.31","98.91","-2.83","-27.07",6270,89.2566066301157,7.75920343399048,c(18.43391597, -34.26644334)
"2006",2006,"721_27_CP","Serruria glomerata","PROTEACEAE",-34.26644334,18.43391597,"Cape Point",721,"b",27,30,19,19,283.528737,"0","NA","1.48","45.985","48.445","0.71","-29.745",6270,89.2566066301157,7.75920343399048,c(18.43391597, -34.26644334)
"2007",2007,"721_28_CP","Tetraria flexuosa","CYPERACEAE",-34.26644334,18.43391597,"Cape Point",721,"b",28,69,64,77,3870.442149,"0","NA","0.45","45.99","103.32","0.23","-27.49",6270,89.2566066301157,7.75920343399048,c(18.43391597, -34.26644334)
"2008",2008,"721_29_CP","Metalasia muricata","ASTERACEAE",-34.26644334,18.43391597,"Cape Point",721,"b",29,40,38,39,1163.960078,"4","NA","0.65","44.73","68.91","-2.95","-29.91",6270,89.2566066301157,7.75920343399048,c(18.43391597, -34.26644334)
"2009",2009,"721_2_CP","Hypodiscus willdenowia","RESTIONACEAE",-34.23988,18.38403,"Cape Point",721,"b",2,32,20,20,314.1592654,"0","NA","0.72","47.22","65.97","-0.48","-28.13",6390,15.5228881095853,4.56385660171509,c(18.38403, -34.23988)
"2010",2010,"721_30_CP","Metalasia cephalotes","ASTERACEAE",-34.26644334,18.43391597,"Cape Point",721,"b",30,36,29,24,546.6371217,"4","NA","0.73","45.48","62.41","-3.38","-28.24",6270,89.2566066301157,7.75920343399048,c(18.43391597, -34.26644334)
"2011",2011,"721_31_CP","Diastella divaricata","PROTEACEAE",-34.26644334,18.43391597,"Cape Point",721,"b",31,19,31,27,657.3782628,"4","NA","0.57","51.19","89.37","-2.08","-29.27",6270,89.2566066301157,7.75920343399048,c(18.43391597, -34.26644334)
"2012",2012,"721_32_CP","Tetraria crassa","CYPERACEAE",-34.26644334,18.43391597,"Cape Point",721,"b",32,43,44,32,1105.840614,"0","NA","0.703333333","45.43333333","64.93666667","1.653333333","-27.21666667",6270,89.2566066301157,7.75920343399048,c(18.43391597, -34.26644334)
"2013",2013,"721_33_CP","Tetraria eximia","CYPERACEAE",-34.26644334,18.43391597,"Cape Point",721,"b",33,35,24,25,471.238898,"0","NA","0.57","45.5","79.2","2.41","-28.44",6270,89.2566066301157,7.75920343399048,c(18.43391597, -34.26644334)
"2014",2014,"721_34_CP","Tetraria microstachys","CYPERACEAE",-34.26644334,18.43391597,"Cape Point",721,"b",34,19,18,19,268.6061719,"0","NA","0.47","45.71","96.95","1.31","-27.27",6270,89.2566066301157,7.75920343399048,c(18.43391597, -34.26644334)
"2015",2015,"721_35_CP","Tetraria thermalis","CYPERACEAE",-34.26644334,18.43391597,"Cape Point",721,"b",35,51,184,161,23266.63519,"0","NA","0.83","46.37","55.8","1.26","-26.33",6270,89.2566066301157,7.75920343399048,c(18.43391597, -34.26644334)
"2016",2016,"721_36_CP","Ischyrolepis paludosa","RESTIONACEAE",-34.26644334,18.43391597,"Cape Point",721,"b",36,16,28,28,615.7521601,"1","NA","0.67","47.84","71.43","-1.15","-28.57",6270,89.2566066301157,7.75920343399048,c(18.43391597, -34.26644334)
"2017",2017,"721_37_CP","Osmitopsis asteriscoides","ASTERACEAE",-34.27327199,18.45321,"Cape Point",721,"b",37,120,127,115,11470.74018,"2","NA","1.26","46.62","37.1","-5.97","-30.64",6270,130.004187917777,11.188512802124,c(18.45321, -34.27327199)
"2018",2018,"721_38_CP","Tetraria crassa","CYPERACEAE",-34.27327199,18.45321,"Cape Point",721,"b",38,45,30,38,895.3539063,"0","NA","0.703333333","45.43333333","64.93666667","1.653333333","-27.21666667",6270,130.004187917777,11.188512802124,c(18.45321, -34.27327199)
"2019",2019,"721_39_CP","Penaea mucronata","PENAEACEAE",-34.27327199,18.45321,"Cape Point",721,"b",39,15,35,37,1017.090622,"2","NA","0.64","46.97","73.96","-3.98","-28.31",6270,130.004187917777,11.188512802124,c(18.45321, -34.27327199)
"2020",2020,"721_3_CP","Elegia stipularis","RESTIONACEAE",-34.23988,18.38403,"Cape Point",721,"b",3,50,35,30,824.6680716,"2","NA","0.37","45.84","123.23","-1.71","-24.41",6390,15.5228881095853,4.56385660171509,c(18.38403, -34.23988)
"2021",2021,"721_40_CP","Serruria glomerata","PROTEACEAE",-34.27327199,18.45321,"Cape Point",721,"b",40,35,24,22,414.6902303,"4","NA","1.48","45.985","48.445","0.71","-29.745",6270,130.004187917777,11.188512802124,c(18.45321, -34.27327199)
"2022",2022,"721_41_CP","Restio bifurcus","RESTIONACEAE",-34.27327199,18.45321,"Cape Point",721,"b",41,45,15,20,235.619449,"1","NA","0.23","49.01","209.35","0.73","-29.16",6270,130.004187917777,11.188512802124,c(18.45321, -34.27327199)
"2023",2023,"721_42_CP","Metalasia muricata","ASTERACEAE",-34.27327199,18.45321,"Cape Point",721,"b",42,32,20,10,157.0796327,"4","NA","0.65","44.73","68.91","-2.95","-29.91",6270,130.004187917777,11.188512802124,c(18.45321, -34.27327199)
"2024",2024,"721_43_CP","Hypodiscus aristatus","RESTIONACEAE",-34.27327199,18.45321,"Cape Point",721,"b",43,48,70,45,2474.004215,"0","NA","0.72","48.24","66.61","1.05","-29.87",6270,130.004187917777,11.188512802124,c(18.45321, -34.27327199)
"2025",2025,"721_44_CP","Tetraria microstachys","CYPERACEAE",-34.27327199,18.45321,"Cape Point",721,"b",44,14,18,25,353.4291735,"0","NA","0.47","45.71","96.95","1.31","-27.27",6270,130.004187917777,11.188512802124,c(18.45321, -34.27327199)
"2026",2026,"721_45_CP","Thamnochortus lucens","RESTIONACEAE",-34.27327199,18.45321,"Cape Point",721,"b",45,50,45,45,1590.431281,"2","NA","0.23","48.39","212.38","-0.69","-27.05",6270,130.004187917777,11.188512802124,c(18.45321, -34.27327199)
"2027",2027,"721_46_CP","Staberoha cernua","RESTIONACEAE",-34.27327199,18.45321,"Cape Point",721,"b",46,36,33,36,933.0530181,"0","NA","0.33","49.41","148.86","0.64","-27.89",6270,130.004187917777,11.188512802124,c(18.45321, -34.27327199)
"2028",2028,"721_47_CP","Restio dodii","RESTIONACEAE",-34.27327199,18.45321,"Cape Point",721,"b",47,68,8,10,62.83185307,"1","NA","0.52","51.31","98.91","-2.83","-27.07",6270,130.004187917777,11.188512802124,c(18.45321, -34.27327199)
"2029",2029,"721_48_CP","Elegia stipularis","RESTIONACEAE",-34.30607566,18.42244148,"Cape Point",721,"b",48,56,39,27,827.0242661,"3","NA","0.37","45.84","123.23","-1.71","-24.41",6420,89.2566066301157,5.64697217941284,c(18.42244148, -34.30607566)
"2030",2030,"721_49_CP","Leucadendron xanthoconus","PROTEACEAE",-34.30607566,18.42244148,"Cape Point",721,"b",49,75,190,140,20891.59115,"4","NA","0.54","48.48","89.64","0.61","-29.32",6420,89.2566066301157,5.64697217941284,c(18.42244148, -34.30607566)
"2031",2031,"721_4_CP","Chondropetalum microcarpum","RESTIONACEAE",-34.23988,18.38403,"Cape Point",721,"b",4,38,38,20,596.9026042,"0","NA","0.46","47.34","102.62","0.97","-29.29",6390,15.5228881095853,4.56385660171509,c(18.38403, -34.23988)
"2032",2032,"721_50_CP","Thamnochortus lucens","RESTIONACEAE",-34.30607566,18.42244148,"Cape Point",721,"b",50,34,30,19,447.6769531,"2","NA","0.23","48.39","212.38","-0.69","-27.05",6420,89.2566066301157,5.64697217941284,c(18.42244148, -34.30607566)
"2033",2033,"721_51_CP","Thamnochortus gracilis","RESTIONACEAE",-34.30607566,18.42244148,"Cape Point",721,"b",51,68,25,45,883.5729338,"2","NA","0.25","49.32","194.01","-2.02","-27.25",6420,89.2566066301157,5.64697217941284,c(18.42244148, -34.30607566)
"2034",2034,"721_52_CP","Elegia thyrsifera","RESTIONACEAE",-34.30607566,18.42244148,"Cape Point",721,"b",52,70,45,15,530.1437603,"0","NA","0.46","45.46","98.1","-0.47","-28.02",6420,89.2566066301157,5.64697217941284,c(18.42244148, -34.30607566)
"2035",2035,"721_53_CP","Restio egregius","RESTIONACEAE",-34.30607566,18.42244148,"Cape Point",721,"b",53,68,80,60,3769.911184,"2","NA","0.2","48.14","234.89","-1.54","-27.27",6420,89.2566066301157,5.64697217941284,c(18.42244148, -34.30607566)
"2036",2036,"721_54_CP","Thamnochortus gracilis","RESTIONACEAE",-34.31435832,18.423509,"Cape Point",721,"b",54,52,60,30,1413.716694,"2","NA","0.25","49.32","194.01","-2.02","-27.25",6240,84.4057040958702,7.44543170928955,c(18.423509, -34.31435832)
"2037",2037,"721_55_CP","Hypodiscus aristatus","RESTIONACEAE",-34.31435832,18.423509,"Cape Point",721,"b",55,70,110,80,6911.503838,"0","NA","0.72","48.24","66.61","1.05","-29.87",6240,84.4057040958702,7.44543170928955,c(18.423509, -34.31435832)
"2038",2038,"721_56_CP","Staberoha banksii","RESTIONACEAE",-34.31435832,18.423509,"Cape Point",721,"b",56,43,101,67,5314.789372,"0","NA","0.49","50.32","103.01","1.17","-25.91",6240,84.4057040958702,7.44543170928955,c(18.423509, -34.31435832)
"2039",2039,"721_57_CP","Restio bifurcus","RESTIONACEAE",-34.31435832,18.423509,"Cape Point",721,"b",57,28,24,21,395.8406744,"1","NA","0.23","49.01","209.35","0.73","-29.16",6240,84.4057040958702,7.44543170928955,c(18.423509, -34.31435832)
"2040",2040,"721_58_CP","Ischyrolepis cincinnata","RESTIONACEAE",-34.31435832,18.423509,"Cape Point",721,"b",58,15,26,15,306.3052837,"3","NA","0.61","47.52","77.55","-0.75","-26.98",6240,84.4057040958702,7.44543170928955,c(18.423509, -34.31435832)
"2041",2041,"721_59_CP","Tetraria fimbriolata","CYPERACEAE",-34.31435832,18.423509,"Cape Point",721,"b",59,32,42,25,824.6680716,"0","NA","0.83","45.66","54.72","2.47","-28.15",6240,84.4057040958702,7.44543170928955,c(18.423509, -34.31435832)
"2042",2042,"721_5_CP","Thamnochortus gracilis","RESTIONACEAE",-34.23988,18.38403,"Cape Point",721,"b",5,40,40,50,1570.796327,"1","NA","0.25","49.32","194.01","-2.02","-27.25",6390,15.5228881095853,4.56385660171509,c(18.38403, -34.23988)
"2043",2043,"721_60_CP","Hypodiscus willdenowia","RESTIONACEAE",-34.31435832,18.423509,"Cape Point",721,"b",60,21,15,15,176.7145868,"0","NA","0.72","47.22","65.97","-0.48","-28.13",6240,84.4057040958702,7.44543170928955,c(18.423509, -34.31435832)
"2044",2044,"721_6_CP","Thamnochortus lucens","RESTIONACEAE",-34.23988,18.38403,"Cape Point",721,"b",6,33,23,20,361.2831552,"2","NA","0.23","48.39","212.38","-0.69","-27.05",6390,15.5228881095853,4.56385660171509,c(18.38403, -34.23988)
