"","field_1","NewUID","finalname","family_GM","latitude","longitude","region","date","collector","sample","height_cm","canopy_axis_1_cm","canopy_axis_2_cm","canopy_area_cm2","branch_order","pubescence","percent_N","percent_C","C_to_N_ratio","d_15N_14N","d_13C_12C","Chili","Elevation","TopoDiv","geometry"
"1456",1456,"801_15_HTR","Berkheya heterophylla","ASTERACEAE",-31.44213,19.75994,"HTR",801,"MAL",15,15,35,20,549.7787144,"0","B","1.979562426","36.12846042","18.25073054","3.666025198","-28.22010952",6210,1057.4967524655,12.913348197937,c(19.75994, -31.44213)
"1457",1457,"801_16_HTR","Crassula barbata","CRASSULACEAE",-31.44213,19.75994,"HTR",801,"MAL",16,2,5,4,15.70796327,"0","L","1.068449165","33.95464082","31.77936951","1.942116018","-25.04031396",6210,1057.4967524655,12.913348197937,c(19.75994, -31.44213)
"1458",1458,"801_17_HTR","Eriocephalus ericoides","ASTERACEAE",-31.44213,19.75994,"HTR",801,"MAL",17,20,50,40,1570.796327,"3","N","1.58036524","44.04324957","27.86903208","3.443459347","-29.05247967",6210,1057.4967524655,12.913348197937,c(19.75994, -31.44213)
"1459",1459,"801_1_HTR","Fingerhuthia africana","POACEAE",-31.45049,19.76647,"HTR",801,"MAL",1,45,20,18,282.7433388,"0","L","0.970033953","41.36107946","42.63879561","1.131898227","-14.27073479",6360,1016.74917117784,8.86229038238525,c(19.76647, -31.45049)
"1460",1460,"801_2_HTR","Pelargonium praemorsum","GERANIACEAE",-31.45049,19.76647,"HTR",801,"MAL",2,35,50,40,1570.796327,"3","B","2.41030465","43.55810586","18.0716184","0.988401823","-28.27775849",6360,1016.74917117784,8.86229038238525,c(19.76647, -31.45049)
"1461",1461,"801_3_HTR","Albuca concordiana","HYACINTHACEAE",-31.45049,19.76647,"HTR",801,"MAL",3,2,3,2,4.71238898,"0","N","3.723534981","39.63262177","10.64381615","2.234965822","-30.45324839",6360,1016.74917117784,8.86229038238525,c(19.76647, -31.45049)
"1462",1462,"801_4_HTR","Wiborgiella leipoldtiana","FABACEAE",-31.45049,19.76647,"HTR",801,"MAL",4,150,90,60,4241.150082,"4","B","3.371047968","46.46117129","13.7824118","-1.636508587","-26.60796127",6360,1016.74917117784,8.86229038238525,c(19.76647, -31.45049)
"1463",1463,"801_5_HTR","Hermannia coccocarpa","MALVACEAE",-31.45049,19.76647,"HTR",801,"MAL",5,10,40,18,565.4866776,"4","B","3.749361573","42.84048537","11.42607469","1.112374907","-28.47295586",6360,1016.74917117784,8.86229038238525,c(19.76647, -31.45049)
"1464",1464,"801_6_HTR","Pelargonium crithifolium","GERANIACEAE",-31.45049,19.76647,"HTR",801,"MAL",6,20,25,20,392.6990817,"3","N","2.760670786","41.03662036","14.86472801","1.737121156","-28.44362569",6360,1016.74917117784,8.86229038238525,c(19.76647, -31.45049)
"1465",1465,"801_7_HTR","Ruschia grisea","AIZOACEAE",-31.45049,19.76647,"HTR",801,"MAL",7,25,90,80,5654.866776,"3","N","0.62252001","38.53881792","61.90775767","3.516671798","-19.57073794",6360,1016.74917117784,8.86229038238525,c(19.76647, -31.45049)
"1466",1466,"801_8_HTR","Romulea tortuosa","IRIDACEAE",-31.44213,19.75994,"HTR",801,"MAL",8,1,2,2,3.141592654,"0","L","3.535278053","45.92752354","12.99120546","0.643815221","-29.77258604",6210,1057.4967524655,12.913348197937,c(19.75994, -31.44213)
"1467",1467,"801_9_HTR","Hirpicium alienatum","ASTERACEAE",-31.44213,19.75994,"HTR",801,"MAL",9,30,50,35,1374.446786,"4","B","2.031023971","40.31678087","19.85047023","3.052016776","-28.14223285",6210,1057.4967524655,12.913348197937,c(19.75994, -31.44213)
"1468",1468,"805_10_HTR","Tetragonia fruticosa","AIZOACEAE",-31.82153,19.68379,"HTR",805,"MAL",10,30,35,35,962.1127502,"4","N","2.825237105","33.95744534","12.01932584","8.09670897","-26.2285566",6270,547.181805862883,5.2202320098877,c(19.68379, -31.82153)
"1469",1469,"805_11_HTR","Melolobium candicans","FABACEAE",-31.82153,19.68379,"HTR",805,"MAL",11,28,60,45,2120.575041,"4","B","4.200676581","44.76723223","10.65714805","-0.363567451","-25.65228732",6270,547.181805862883,5.2202320098877,c(19.68379, -31.82153)
"1470",1470,"805_12_HTR","Ruschia grisea","AIZOACEAE",-31.82153,19.68379,"HTR",805,"MAL",12,80,130,120,12252.21135,"4","N","0.517410958","41.88311295","80.94747957","8.280670795","-18.73963167",6270,547.181805862883,5.2202320098877,c(19.68379, -31.82153)
"1471",1471,"805_13_HTR","Mesembryanthemum junceum","AIZOACEAE",-31.84202,19.7316,"HTR",805,"MAL",13,20,75,50,2945.243113,"4","N","2.250341754","32.74088333","14.5492938","10.63971066","-21.51003537",6510,601.511914246432,2.30347371101379,c(19.7316, -31.84202)
"1472",1472,"805_14_HTR","Pteronia villosa","ASTERACEAE",-31.84202,19.7316,"HTR",805,"MAL",14,40,45,40,1413.716694,"4","N","2.889199076","37.87881796","13.11049082","6.592550523","-28.79594258",6510,601.511914246432,2.30347371101379,c(19.7316, -31.84202)
"1473",1473,"805_15_HTR","Drosanthemum framesii","AIZOACEAE",-31.85047,19.73413,"HTR",805,"MAL",15,5,15,10,117.8097245,"2","N","1.079873955","29.37689802","27.20400643","9.244748805","-24.49873598",6540,599.571553232733,2.50883221626282,c(19.73413, -31.85047)
"1474",1474,"805_16_HTR","Lycium cinereum","SOLANACEAE",-32.10174,19.70963,"HTR",805,"MAL",16,90,130,110,11231.19374,"4","N","1.69529619","38.12482912","22.48859482","10.74085885","-27.52858294",6480,336.652635876632,0.830694913864136,c(19.70963, -32.10174)
"1475",1475,"805_17_HTR","Othonna pteronioides","ASTERACEAE",-32.10174,19.70963,"HTR",805,"MAL",17,100,100,90,7068.583471,"4","N","0.863685543","48.02361152","55.60312073","5.939338483","-29.18383562",6480,336.652635876632,0.830694913864136,c(19.70963, -32.10174)
"1476",1476,"805_18_HTR","Pteronia glauca","ASTERACEAE",-32.10174,19.70963,"HTR",805,"MAL",18,60,100,80,6283.185307,"4","N","1.02621259","46.35901802","45.17486773","6.199049294","-27.99888824",6480,336.652635876632,0.830694913864136,c(19.70963, -32.10174)
"1477",1477,"805_19_HTR","Mesembryanthemum vaginatus","AIZOACEAE",-32.10174,19.70963,"HTR",805,"MAL",19,12,40,35,1099.557429,"2","S","1.11213276","28.19630743","25.35336467","7.042153687","-17.84106387",6480,336.652635876632,0.830694913864136,c(19.70963, -32.10174)
"1478",1478,"805_1_HTR","Salsola aphylla","AMARANTHACEAE",-31.81436,19.71423,"HTR",805,"MAL",1,30,90,60,4241.150082,"4","L","1.853212652","37.63948289","20.31039603","10.47124481","-14.81487004",6420,582.10830410945,5.15981960296631,c(19.71423, -31.81436)
"1479",1479,"805_20_HTR","Malephora crassa","AIZOACEAE",-32.10174,19.70963,"HTR",805,"MAL",20,15,45,45,1590.431281,"2","N","1.331619693","22.23010783","16.69403655","11.62247998","-19.93820773",6480,336.652635876632,0.830694913864136,c(19.70963, -32.10174)
"1480",1480,"805_21_HTR","NA","NA",-32.10174,19.70963,"HTR",805,"MAL",21,80,130,140,14294.24657,"4","N","0.63853754","43.94689693","68.82429643","4.032825029","-28.92659063",6480,336.652635876632,0.830694913864136,c(19.70963, -32.10174)
"1481",1481,"805_22_HTR","Pteronia oblanceolata","ASTERACEAE",-32.10174,19.70963,"HTR",805,"MAL",22,20,50,50,1963.495408,"4","N","1.135806038","43.33587874","38.15429509","6.539427857","-27.64644235",6480,336.652635876632,0.830694913864136,c(19.70963, -32.10174)
"1482",1482,"805_23_HTR","NA","NA",-32.09803,19.70766,"HTR",805,"MAL",23,90,90,80,5654.866776,"3","B","3.445410511","45.90353886","13.32309712","-0.85642774","-25.6198785",6390,337.622816383481,0.776126325130463,c(19.70766, -32.09803)
"1483",1483,"805_24_HTR","Salsola aphylla","AMARANTHACEAE",-31.97686,19.73605,"HTR",805,"MAL",24,150,230,200,36128.31552,"4","L","2.976399519","37.64519038","12.6478956","12.16059291","-14.71066725",5910,407.475812876615,9.45275497436523,c(19.73605, -31.97686)
"1484",1484,"805_25_HTR","Tylecodon wallichii","CRASSULACEAE",-31.97686,19.73605,"HTR",805,"MAL",25,60,60,60,2827.433388,"2","N","1.11254952","38.69141213","34.7772494","10.09274395","-14.77889227",5910,407.475812876615,9.45275497436523,c(19.73605, -31.97686)
"1485",1485,"805_26_HTR","Microloma sagittatum","APOCYNACEAE",-31.97686,19.73605,"HTR",805,"MAL",26,80,60,60,2827.433388,"3","L","3.074905897","42.27211105","13.74744869","10.45968385","-25.6735556",5910,407.475812876615,9.45275497436523,c(19.73605, -31.97686)
"1486",1486,"805_27_HTR","NA","NA",-31.97686,19.73605,"HTR",805,"MAL",27,50,100,70,5497.787144,"4","N","0.901740465","32.40030435","35.93085329","11.54673099","-23.33100578",5910,407.475812876615,9.45275497436523,c(19.73605, -31.97686)
"1487",1487,"805_28_HTR","Euphorbia mauritanica","EUPHORBIACEAE",-31.97686,19.73605,"HTR",805,"MAL",28,90,80,60,3769.911184,"3","N","2.156036364","44.10790602","20.45786739","6.633868152","-21.49281818",5910,407.475812876615,9.45275497436523,c(19.73605, -31.97686)
"1488",1488,"805_29_HTR","Asparagus ovatus","ASPARAGACEAE",-31.97686,19.73605,"HTR",805,"MAL",29,45,30,10,235.619449,"1","N","3.201964362","42.69985214","13.33551761","6.547297881","-26.47769938",5910,407.475812876615,9.45275497436523,c(19.73605, -31.97686)
"1489",1489,"805_2_HTR","Augea capensis","ZYGOPHYLLACEAE",-31.81436,19.71423,"HTR",805,"MAL",2,28,28,24,527.7875658,"3","N","0.661677199","19.53545107","29.52414123","4.102671497","-26.2862848",6420,582.10830410945,5.15981960296631,c(19.71423, -31.81436)
"1490",1490,"805_30_HTR","Othonna undulosa","ASTERACEAE",-31.97686,19.73605,"HTR",805,"MAL",30,22,4,3,9.424777961,"1","N","2.63722644","38.70761","14.67739342","8.558089161","-28.17612396",5910,407.475812876615,9.45275497436523,c(19.73605, -31.97686)
"1491",1491,"805_31_HTR","NA","NA",-31.97686,19.73605,"HTR",805,"MAL",31,50,60,45,2120.575041,"3","N","1.892391332","36.10610262","19.07961742","9.41592184","-27.0276365",5910,407.475812876615,9.45275497436523,c(19.73605, -31.97686)
"1492",1492,"805_32_HTR","Hoodia gordonii","APOCYNACEAE",-31.97686,19.73605,"HTR",805,"MAL",32,30,30,30,706.8583471,"1","N","0.846000818","41.52053229","49.07859591","9.682518922","-12.63810156",5910,407.475812876615,9.45275497436523,c(19.73605, -31.97686)
"1493",1493,"805_33_HTR","NA","NA",-31.87545,19.74766,"HTR",805,"MAL",33,60,110,80,6911.503838,"4","N","0.45693163","47.61979246","104.2164502","4.65988318","-18.31190969",6330,545.241444849185,6.40385103225708,c(19.74766, -31.87545)
"1494",1494,"805_34_HTR","NA","NA",-31.87545,19.74766,"HTR",805,"MAL",34,5,10,10,78.53981634,"2","L","1.97975447","39.11682616","19.75842295","7.220184983","-28.44552225",6330,545.241444849185,6.40385103225708,c(19.74766, -31.87545)
"1495",1495,"805_35_HTR","Galenia africana","AIZOACEAE",-31.87545,19.74766,"HTR",805,"MAL",35,50,70,65,3573.561643,"4","N","1.548927197","43.56167259","28.12377023","9.285082681","-25.31199473",6330,545.241444849185,6.40385103225708,c(19.74766, -31.87545)
"1496",1496,"805_3_HTR","Osteospermum sinuatum","ASTERACEAE",-31.81436,19.71423,"HTR",805,"MAL",3,35,70,55,3023.782929,"4","N","2.478805375","35.95119501","14.50343596","8.9514205","-27.8380892",6420,582.10830410945,5.15981960296631,c(19.71423, -31.81436)
"1497",1497,"805_4_HTR","Galenia fruticosa","AIZOACEAE",-31.81436,19.71423,"HTR",805,"MAL",4,24,70,60,3298.672286,"4","L","2.288081026","34.45536476","15.05862964","8.35937104","-25.02132816",6420,582.10830410945,5.15981960296631,c(19.71423, -31.81436)
"1498",1498,"805_5_HTR","NA","NA",-31.81436,19.71423,"HTR",805,"MAL",5,25,50,38,1492.25651,"4","N","0.70138936","32.36144298","46.13905603","9.361815421","-22.60889682",6420,582.10830410945,5.15981960296631,c(19.71423, -31.81436)
"1499",1499,"805_6_HTR","NA","NA",-31.81436,19.71423,"HTR",805,"MAL",6,75,80,45,2827.433388,"4","N","1.641022957","31.49854644","19.19445813","9.843854426","-22.55724527",6420,582.10830410945,5.15981960296631,c(19.71423, -31.81436)
"1500",1500,"805_7_HTR","Pteronia pallens","ASTERACEAE",-31.81436,19.71423,"HTR",805,"MAL",7,75,140,120,13194.68915,"4","N","1.396988761","42.72747677","30.58541197","6.579761733","-27.33754581",6420,582.10830410945,5.15981960296631,c(19.71423, -31.81436)
"1501",1501,"805_8_HTR","Pteronia glabrata","ASTERACEAE",-31.82153,19.68379,"HTR",805,"MAL",8,70,130,110,11231.19374,"4","N","2.180875976","34.45455107","15.79849173","6.916205283","-27.96850497",6270,547.181805862883,5.2202320098877,c(19.68379, -31.82153)
"1502",1502,"805_9_HTR","Ruschia intricata","AIZOACEAE",-31.82153,19.68379,"HTR",805,"MAL",9,25,55,50,2159.844949,"4","N","0.484993643","40.50746212","83.5216352","8.04555381","-25.01221318",6270,547.181805862883,5.2202320098877,c(19.68379, -31.82153)
"1503",1503,"813_10_HTR","Ruschia muelleri","AIZOACEAE",-31.30156,19.12392,"HTR",813,"MAL",10,50,110,70,6047.565858,"4","N","0.567597663","36.54086314","64.3781071","4.939969811","-25.31072902",6660,683.007076821755,7.34712362289429,c(19.12392, -31.30156)
"1504",1504,"813_11_HTR","Drosanthemum karrooense","AIZOACEAE",-31.30156,19.12392,"HTR",813,"MAL",11,40,80,80,5026.548246,"4","N","1.018447249","36.23263824","35.57635241","4.14870452","-24.63224334",6660,683.007076821755,7.34712362289429,c(19.12392, -31.30156)
"1505",1505,"813_12_HTR","Drosanthemum floribundum","AIZOACEAE",-31.30156,19.12392,"HTR",813,"MAL",12,5,30,25,589.0486225,"3","S","0.873553845","35.48509591","40.62153251","5.786075272","-25.12986612",6660,683.007076821755,7.34712362289429,c(19.12392, -31.30156)
"1506",1506,"813_13_HTR","Eriocephalus purpureus","ASTERACEAE",-31.30156,19.12392,"HTR",813,"MAL",13,30,70,50,2748.893572,"4","L","1.561928852","44.54733028","28.52071669","5.20241919","-28.67517864",6660,683.007076821755,7.34712362289429,c(19.12392, -31.30156)
"1507",1507,"813_14_HTR","Pteronia incana","ASTERACEAE",-31.30156,19.12392,"HTR",813,"MAL",14,90,100,100,7853.981634,"4","B","1.802371153","43.19024427","23.9630135","5.055525881","-28.97395216",6660,683.007076821755,7.34712362289429,c(19.12392, -31.30156)
"1508",1508,"813_15_HTR","Rhus undulata","ANACARDIACEAE",-31.32524,19.11265,"HTR",813,"MAL",15,200,370,290,84273.22293,"4","N","2.515955967","45.13920436","17.94117423","6.417716501","-24.48235696",6750,655.84202262998,9.61688041687012,c(19.11265, -31.32524)
"1509",1509,"813_16_HTR","Crassula muscosa","CRASSULACEAE",-31.32524,19.11265,"HTR",813,"MAL",16,25,50,50,1963.495408,"3","N","0.73230297","40.09184398","54.74761898","1.879692539","-20.75518229",6750,655.84202262998,9.61688041687012,c(19.11265, -31.32524)
"1510",1510,"813_17_HTR","Asparagus retrofractus","ASPARAGACEAE",-31.36163,19.13711,"HTR",813,"MAL",17,160,230,180,32515.48396,"4","N","3.038787765","48.10958868","15.83183572","3.903882338","-24.86606609",6750,751.88989280804,4.75756645202637,c(19.13711, -31.36163)
"1511",1511,"813_18_HTR","Bulbine succulenta","ASPHODELACEAE",-31.36163,19.13711,"HTR",813,"MAL",18,15,4,4,12.56637061,"0","N","2.594103691","37.08132081","14.29446361","4.984037804","-29.40462569",6750,751.88989280804,4.75756645202637,c(19.13711, -31.36163)
"1512",1512,"813_19_HTR","Didelta spinosa","ASTERACEAE",-31.36163,19.13711,"HTR",813,"MAL",19,100,120,120,11309.73355,"4","N","1.79100047","32.79837907","18.31288133","5.375753295","-28.31445209",6750,751.88989280804,4.75756645202637,c(19.13711, -31.36163)
"1513",1513,"813_1_HTR","Elytropappus rhinocerotis","ASTERACEAE",-31.34796,19.09214,"HTR",813,"MAL",1,110,220,210,36285.39515,"4","B","2.253794442","45.26735929","20.08495471","7.954220514","-26.5647784",6510,721.814297095718,3.03800368309021,c(19.09214, -31.34796)
"1514",1514,"813_2_HTR","Nylandtia spinosa","POLYGALACEAE",-31.34796,19.09214,"HTR",813,"MAL",2,80,150,100,11780.97245,"4","N","2.084405822","48.89978343","23.45981906","6.545024035","-25.63148587",6510,721.814297095718,3.03800368309021,c(19.09214, -31.34796)
"1515",1515,"813_3_HTR","Ehrharta calycina","POACEAE",-31.34796,19.09214,"HTR",813,"MAL",3,50,30,25,589.0486225,"1","N","3.141223428","42.26785438","13.45585736","7.815161514","-26.74963827",6510,721.814297095718,3.03800368309021,c(19.09214, -31.34796)
"1516",1516,"813_4_HTR","Pelargonium rapaceum","GERANIACEAE",-31.34796,19.09214,"HTR",813,"MAL",4,18,15,15,176.7145868,"1","B","3.090540895","43.70638434","14.14198544","7.51060272","-28.52828999",6510,721.814297095718,3.03800368309021,c(19.09214, -31.34796)
"1517",1517,"813_5_HTR","Crossyne guttata","AMARYLLIDACEAE",-31.34796,19.09214,"HTR",813,"MAL",5,8,40,35,1099.557429,"0","N","3.215758409","44.3313302","13.7856532","7.746611304","-24.64323501",6510,721.814297095718,3.03800368309021,c(19.09214, -31.34796)
"1518",1518,"813_6_HTR","Wiborgia sericea","FABACEAE",-31.34796,19.09214,"HTR",813,"MAL",6,110,110,90,7775.441818,"4","B","2.684278795","45.07667541","16.79284413","-1.545859429","-26.63972159",6510,721.814297095718,3.03800368309021,c(19.09214, -31.34796)
"1519",1519,"813_7_HTR","Hermannia cuneifolia","MALVACEAE",-31.34796,19.09214,"HTR",813,"MAL",7,30,90,70,4948.008429,"4","N","2.822957366","42.33699189","14.99738976","8.141264661","-28.07463388",6510,721.814297095718,3.03800368309021,c(19.09214, -31.34796)
"1520",1520,"813_8_HTR","Asparagus capensis","ASPARAGACEAE",-31.34796,19.09214,"HTR",813,"MAL",8,80,120,110,10367.25576,"4","L","3.033265858","50.36166548","16.60311619","7.059150617","-26.9334989",6510,721.814297095718,3.03800368309021,c(19.09214, -31.34796)
"1521",1521,"813_9_HTR","Cotula nudicaulis","ASTERACEAE",-31.34796,19.09214,"HTR",813,"MAL",9,5,3,1,2.35619449,"1","B","2.165678898","40.92237839","18.89586606","3.566027727","-31.12332286",6510,721.814297095718,3.03800368309021,c(19.09214, -31.34796)
"1522",1522,"820_10_HTR","NA","NA",-31.52885,19.18655,"HTR",820,"MAL",10,50,110,80,6911.503838,"4","S","1.617263343","41.71581027","25.79407395","8.269071158","-27.16420379",6450,695.619423410793,3.16865944862366,c(19.18655, -31.52885)
"1523",1523,"820_11_HTR","Oxalis flava","OXALIDACEAE",-31.52885,19.18655,"HTR",820,"MAL",11,6,9,5,35.34291735,"0","L","1.786342856","42.78900692","23.95341229","3.942141554","-27.56044434",6450,695.619423410793,3.16865944862366,c(19.18655, -31.52885)
"1524",1524,"820_12_HTR","Osteospermum acanthospermum","ASTERACEAE",-31.52885,19.18655,"HTR",820,"MAL",12,1,29,26,592.1902152,"1","B","2.166967797","35.14993369","16.2207919","6.027876259","-30.52981431",6450,695.619423410793,3.16865944862366,c(19.18655, -31.52885)
"1525",1525,"820_13_HTR","Arctotheca calendula","ASTERACEAE",-31.52885,19.18655,"HTR",820,"MAL",13,10,45,30,1060.287521,"1","B","NA","NA","NA","NA","NA",6450,695.619423410793,3.16865944862366,c(19.18655, -31.52885)
"1526",1526,"820_14_HTR","Ursinia cakilefolia","ASTERACEAE",-31.54364,19.18997,"HTR",820,"MAL",14,15,10,10,78.53981634,"1","N","2.014938903","43.86101085","21.76791107","6.530574079","-31.35421359",6450,686.887798849151,1.86290860176086,c(19.18997, -31.54364)
"1527",1527,"820_15_HTR","Eriocephalus purpureus","ASTERACEAE",-31.54364,19.18997,"HTR",820,"MAL",15,40,90,60,4241.150082,"4","B","2.150193359","45.46534573","21.14477079","6.473516401","-29.58894583",6450,686.887798849151,1.86290860176086,c(19.18997, -31.54364)
"1528",1528,"820_16_HTR","Cyphia digitata","CAMPANULACEAE",-31.54364,19.18997,"HTR",820,"MAL",16,80,5,10,39.26990817,"1","N","1.751635772","40.24572757","22.97608225","8.42607294","-27.817547",6450,686.887798849151,1.86290860176086,c(19.18997, -31.54364)
"1529",1529,"820_17_HTR","Trachyandra falcata","ASPHODELACEAE",-31.54364,19.18997,"HTR",820,"MAL",17,18,20,15,235.619449,"0","N","NA","NA","NA","NA","NA",6450,686.887798849151,1.86290860176086,c(19.18997, -31.54364)
"1530",1530,"820_18_HTR","NA","NA",-31.63583,19.2459,"HTR",820,"MAL",18,30,50,40,1570.796327,"2","B","3.231102974","40.82407413","12.63471776","10.20981057","-30.04773315",6540,659.722744657377,2.84007501602173,c(19.2459, -31.63583)
"1531",1531,"820_19_HTR","NA","NA",-31.63583,19.2459,"HTR",820,"MAL",19,45,50,50,1963.495408,"2","B","3.479297653","39.37118046","11.31584141","9.248683818","-28.30170812",6540,659.722744657377,2.84007501602173,c(19.2459, -31.63583)
"1532",1532,"820_1_HTR","NA","NA",-31.40889,19.1193,"HTR",820,"MAL",1,45,50,25,981.7477042,"0","N","2.749460661","41.60159958","15.1308219","4.324277966","-28.21076282",6420,712.112492027227,2.24151349067688,c(19.1193, -31.40889)
"1533",1533,"820_20_HTR","Cotula microglossa","ASTERACEAE",-31.63583,19.2459,"HTR",820,"MAL",20,10,30,30,706.8583471,"3","B","2.877131582","39.74482808","13.81404602","10.75937615","-31.13669182",6540,659.722744657377,2.84007501602173,c(19.2459, -31.63583)
"1534",1534,"820_21_HTR","Bulbine alooides","ASPHODELACEAE",-31.7029,19.28934,"HTR",820,"MAL",21,10,18,15,212.0575041,"0","L","NA","NA","NA","NA","NA",6630,726.665199629963,3.09565114974976,c(19.28934, -31.7029)
"1535",1535,"820_22_HTR","Pteronia paniculata","ASTERACEAE",-31.7029,19.28934,"HTR",820,"MAL",22,55,110,75,6479.534848,"4","S","1.302256907","45.50989763","34.94694279","8.500130384","-26.25274968",6630,726.665199629963,3.09565114974976,c(19.28934, -31.7029)
"1536",1536,"820_23_HTR","Oxalis pes-caprae","OXALIDACEAE",-31.7029,19.28934,"HTR",820,"MAL",23,8,14,8,87.9645943,"0","B","3.15774679","40.88984927","12.94905893","7.912607993","-29.71506539",6630,726.665199629963,3.09565114974976,c(19.28934, -31.7029)
"1537",1537,"820_24_HTR","Chlorophytum undulatum","AGAVACEAE",-31.7029,19.28934,"HTR",820,"MAL",24,5,5,3,11.78097245,"0","L","3.086188706","40.37675834","13.08304909","7.878047853","-28.7773969",6630,726.665199629963,3.09565114974976,c(19.28934, -31.7029)
"1538",1538,"820_25_HTR","Pteronia glomerata","ASTERACEAE",-31.7029,19.28934,"HTR",820,"MAL",25,40,100,95,7461.282552,"4","L","2.348927431","42.11564703","17.92973528","9.633702996","-27.78024191",6630,726.665199629963,3.09565114974976,c(19.28934, -31.7029)
"1539",1539,"820_26_HTR","NA","NA",-31.71964,19.30267,"HTR",820,"MAL",26,8,20,20,314.1592654,"4","L","0.892474118","34.64030139","38.8137882","7.980740842","-25.64881051",6360,686.887798849151,4.16812562942505,c(19.30267, -31.71964)
"1540",1540,"820_27_HTR","Senecio radicans","ASTERACEAE",-31.71964,19.30267,"HTR",820,"MAL",27,3,50,15,589.0486225,"1","N","NA","NA","NA","NA","NA",6360,686.887798849151,4.16812562942505,c(19.30267, -31.71964)
"1541",1541,"820_28_HTR","Eriocephalus namaquensis","ASTERACEAE",-31.57378,19.36055,"HTR",820,"MAL",28,50,60,45,2120.575041,"4","L","1.659273395","45.28408701","27.29151636","9.320686865","-26.63386655",6690,760.621517369681,5.24804449081421,c(19.36055, -31.57378)
"1542",1542,"820_29_HTR","Pteronia pallens","ASTERACEAE",-31.57378,19.36055,"HTR",820,"MAL",29,90,140,120,13194.68915,"4","N","2.726416844","43.20685009","15.84748502","8.607760536","-26.71755094",6690,760.621517369681,5.24804449081421,c(19.36055, -31.57378)
"1543",1543,"820_2_HTR","Senecio erosus","ASTERACEAE",-31.40889,19.1193,"HTR",820,"MAL",2,40,20,15,235.619449,"1","B","2.240448819","37.61176675","16.78760364","5.817353102","-29.5697031",6420,712.112492027227,2.24151349067688,c(19.1193, -31.40889)
"1544",1544,"820_30_HTR","Pteronia oblanceolata","ASTERACEAE",-31.57378,19.36055,"HTR",820,"MAL",30,35,70,50,2748.893572,"4","N","2.745798064","43.42333806","15.81446889","4.049548831","-28.56908086",6690,760.621517369681,5.24804449081421,c(19.36055, -31.57378)
"1545",1545,"820_3_HTR","Hesperantha pauciflora","IRIDACEAE",-31.40889,19.1193,"HTR",820,"MAL",3,10,6,2,9.424777961,"0","N","2.190143556","38.13071456","17.41014394","4.553362326","-30.1939821",6420,712.112492027227,2.24151349067688,c(19.1193, -31.40889)
"1546",1546,"820_4_HTR","NA","NA",-31.47063,19.17415,"HTR",820,"MAL",4,4,2,2,3.141592654,"1","B","2.984242787","38.16648374","12.78933601","8.959460414","-30.0872314",6450,676.215813273811,3.26794862747192,c(19.17415, -31.47063)
"1547",1547,"820_5_HTR","Othonna auriculifolia","ASTERACEAE",-31.47063,19.17415,"HTR",820,"MAL",5,5,15,10,117.8097245,"1","L","2.744239714","35.19602302","12.82541858","5.337281603","-29.02077875",6450,676.215813273811,3.26794862747192,c(19.17415, -31.47063)
"1548",1548,"820_6_HTR","Pelargonium praemorsum","GERANIACEAE",-31.50978,19.18085,"HTR",820,"MAL",6,30,30,10,235.619449,"2","B","2.948449738","43.53504215","14.76540081","3.609811208","-27.7851926",6570,727.635380136813,4.91840600967407,c(19.18085, -31.50978)
"1549",1549,"820_7_HTR","Pelargonium crithifolium","GERANIACEAE",-31.50978,19.18085,"HTR",820,"MAL",7,35,35,30,824.6680716,"2","B","2.732067672","40.82571594","14.94315692","4.890076839","-29.54870485",6570,727.635380136813,4.91840600967407,c(19.18085, -31.50978)
"1550",1550,"820_8_HTR","Othonna retrofracta","ASTERACEAE",-31.50978,19.18085,"HTR",820,"MAL",8,40,35,15,412.3340358,"3","N","2.823996245","37.85776182","13.40574085","3.041603033","-29.85017031",6570,727.635380136813,4.91840600967407,c(19.18085, -31.50978)
"1551",1551,"820_9_HTR","Pentaschistis eriostoma","POACEAE",-31.52885,19.18655,"HTR",820,"MAL",9,50,90,80,5654.866776,"0","N","1.685967153","43.71046127","25.92604559","5.841961855","-25.77484122",6450,695.619423410793,3.16865944862366,c(19.18655, -31.52885)
"1552",1552,"825_10_HTR","Galenia namaensis","AIZOACEAE",-32.4155,20.03822,"HTR",825,"NRS",10,30,100,80,6283.185307,"4","N","2.116953194","40.81774064","19.28136189","6.014808702","-23.3796435",6450,401.65472983552,6.07243537902832,c(20.03822, -32.4155)
"1553",1553,"825_11_HTR","Stipagrostis ciliata","POACEAE",-32.42049,19.99256,"HTR",825,"NRS",11,80,110,70,6047.565858,"1","N","1.123820262","44.14713098","39.28308865","6.758921876","-13.14154284",NA,NA,NA,c(19.99256, -32.42049)
"1554",1554,"825_12_HTR","NA","NA",-32.25925,20.08983,"HTR",825,"NRS",12,20,60,40,1884.955592,"4","N","0.819587","38.16299565","46.5636908","6.657541378","-22.77945671",NA,NA,NA,c(20.08983, -32.25925)
"1555",1555,"825_13_HTR","Gazania lichtensteinianum","ASTERACEAE",-32.25925,20.08983,"HTR",825,"NRS",13,2,2,2,3.141592654,"1","B","1.477622664","33.53986336","22.69853067","3.569865415","-25.91056361",NA,NA,NA,c(20.08983, -32.25925)
