raw_species,plot,year,site,percent_cover,abund_class
Tetraria thermalis,LB2_88,1993,langeberg,2.5,NA
Thamnochortus cinereus,LB2_88,1993,langeberg,2.5,NA
Ursinia trifida,LB2_88,1993,langeberg,0.1,NA
Bobartia macrospatha,LB2_89,1993,langeberg,2.5,NA
Capeobolus brevicaulis,LB2_89,1993,langeberg,2.5,NA
Centella sessilis,LB2_89,1993,langeberg,0.1,NA
Chrysitrix capensis,LB2_89,1993,langeberg,2.5,NA
Corymbium glabrum,LB2_89,1993,langeberg,15,NA
Cullumia species,LB2_89,1993,langeberg,2.5,NA
Drosera aliciae,LB2_89,1993,langeberg,0.1,NA
Edmondia sesamoides,LB2_89,1993,langeberg,2.5,NA
Elegia asperiflora,LB2_89,1993,langeberg,15,NA
Elegia filacea,LB2_89,1993,langeberg,2.5,NA
Erica cubica,LB2_89,1993,langeberg,2.5,NA
Erica melanthera,LB2_89,1993,langeberg,15,NA
Erica triceps,LB2_89,1993,langeberg,37.5,NA
Erica versicolor,LB2_89,1993,langeberg,2.5,NA
Indigofera langebergensis,LB2_89,1993,langeberg,2.5,NA
Nevillea species,LB2_89,1993,langeberg,15,NA
Penaea cneorum,LB2_89,1993,langeberg,2.5,NA
Pentaschistis colorata,LB2_89,1993,langeberg,2.5,NA
Pentaschistis malouinensis,LB2_89,1993,langeberg,2.5,NA
Restio inconspicuus,LB2_89,1993,langeberg,2.5,NA
Staberoha cernua,LB2_89,1993,langeberg,15,NA
Syncarpha paniculata,LB2_89,1993,langeberg,2.5,NA
Syndesmanthus similis,LB2_89,1993,langeberg,15,NA
Tetraria cuspidata,LB2_89,1993,langeberg,15,NA
Tetraria flexuosa,LB2_89,1993,langeberg,15,NA
Tetraria thermalis,LB2_89,1993,langeberg,15,NA
Thamnochortus cinereus,LB2_89,1993,langeberg,2.5,NA
Agapanthus africanus,LB2_90,1993,langeberg,0.1,NA
Berzelia intermedia,LB2_90,1993,langeberg,0.1,NA
Bobartia macrospatha,LB2_90,1993,langeberg,0.1,NA
Capeobolus brevicaulis,LB2_90,1993,langeberg,2.5,NA
Centella sessilis,LB2_90,1993,langeberg,2.5,NA
Chrysitrix capensis,LB2_90,1993,langeberg,2.5,NA
Corymbium glabrum,LB2_90,1993,langeberg,15,NA
Drosera aliciae,LB2_90,1993,langeberg,0.1,NA
Edmondia sesamoides,LB2_90,1993,langeberg,0.1,NA
Ehrharta dura,LB2_90,1993,langeberg,0.1,NA
Elegia asperiflora,LB2_90,1993,langeberg,0.1,NA
Elegia juncea,LB2_90,1993,langeberg,15,NA
Erica melanthera,LB2_90,1993,langeberg,2.5,NA
Erica triceps,LB2_90,1993,langeberg,37.5,NA
Ficinia trichodes,LB2_90,1993,langeberg,2.5,NA
Indigofera langebergensis,LB2_90,1993,langeberg,2.5,NA
Leucadendron spissifolium,LB2_90,1993,langeberg,2.5,NA
Lobelia coronopifolia,LB2_90,1993,langeberg,2.5,NA
Merxmuellera rufa,LB2_90,1993,langeberg,2.5,NA
Nevillea species,LB2_90,1993,langeberg,2.5,NA
Penaea cneorum,LB2_90,1993,langeberg,2.5,NA
Pentaschistis colorata,LB2_90,1993,langeberg,15,NA
Pentaschistis malouinensis,LB2_90,1993,langeberg,15,NA
Restio inconspicuus,LB2_90,1993,langeberg,2.5,NA
Staberoha cernua,LB2_90,1993,langeberg,37.5,NA
Syndesmanthus similis,LB2_90,1993,langeberg,0.1,NA
Tetraria cuspidata,LB2_90,1993,langeberg,2.5,NA
Tetraria fimbriolata,LB2_90,1993,langeberg,2.5,NA
Tetraria flexuosa,LB2_90,1993,langeberg,15,NA
Thamnochortus cinereus,LB2_90,1993,langeberg,2.5,NA
Ursinia trifida,LB2_90,1993,langeberg,0.1,NA
Anthospermum species,LB2_91,1993,langeberg,2.5,NA
Argyrolobium filiforme,LB2_91,1993,langeberg,0.1,NA
Berzelia galpinii,LB2_91,1993,langeberg,15,NA
Berzelia intermedia,LB2_91,1993,langeberg,2.5,NA
Bobartia macrospatha,LB2_91,1993,langeberg,2.5,NA
Calopsis membranacea,LB2_91,1993,langeberg,2.5,NA
Cliffortia stricta,LB2_91,1993,langeberg,2.5,NA
Ehrharta dura,LB2_91,1993,langeberg,2.5,NA
Elegia juncea,LB2_91,1993,langeberg,15,NA
Erica hispidula,LB2_91,1993,langeberg,15,NA
Erica triceps,LB2_91,1993,langeberg,2.5,NA
Ficinia trichodes,LB2_91,1993,langeberg,15,NA
Gerbera serrata,LB2_91,1993,langeberg,0.1,NA
Gnidia galpinii,LB2_91,1993,langeberg,2.5,NA
Helichrysum felinum,LB2_91,1993,langeberg,2.5,NA
Helichrysum nudifolium,LB2_91,1993,langeberg,0.1,NA
Laurophyllus capensis,LB2_91,1993,langeberg,2.5,NA
Leucadendron eucalyptifolium,LB2_91,1993,langeberg,15,NA
Lobelia neglecta,LB2_91,1993,langeberg,0.1,NA
Merxmuellera rufa,LB2_91,1993,langeberg,15,NA
Penaea mucronata,LB2_91,1993,langeberg,2.5,NA
Protea cynaroides,LB2_91,1993,langeberg,15,NA
Psoralea monophylla,LB2_91,1993,langeberg,15,NA
Psoralea species,LB2_91,1993,langeberg,2.5,NA
Restio inconspicuus,LB2_91,1993,langeberg,0.1,NA
Restio triticeus,LB2_91,1993,langeberg,2.5,NA
Senecio hastatus,LB2_91,1993,langeberg,0.1,NA
Senecio ilicifolius,LB2_91,1993,langeberg,0.1,NA
Senecio purpureus,LB2_91,1993,langeberg,0.1,NA
Struthiola myrsinites,LB2_91,1993,langeberg,2.5,NA
Tetraria bromoides,LB2_91,1993,langeberg,15,NA
Tetraria crassa,LB2_91,1993,langeberg,2.5,NA
Tetraria cuspidata,LB2_91,1993,langeberg,15,NA
Acmadenia trigona,LB2_92,1993,langeberg,2.5,NA
Anomalanthus scoparius,LB2_92,1993,langeberg,2.5,NA
Anthospermum galioides,LB2_92,1993,langeberg,2.5,NA
Centella virgata,LB2_92,1993,langeberg,2.5,NA
Corymbium glabrum,LB2_92,1993,langeberg,2.5,NA
Cullumia aculeata,LB2_92,1993,langeberg,2.5,NA
Ehrharta dura,LB2_92,1993,langeberg,0.1,NA
Elegia galpinii,LB2_92,1993,langeberg,62.5,NA
Erica triceps,LB2_92,1993,langeberg,15,NA
Ficinia laciniata,LB2_92,1993,langeberg,2.5,NA
Gerbera serrata,LB2_92,1993,langeberg,0.1,NA
Hypodiscus albo-aristatus,LB2_92,1993,langeberg,2.5,NA
Hypodiscus striatus,LB2_92,1993,langeberg,2.5,NA
Indigofera alopecuroides,LB2_92,1993,langeberg,15,NA
Indigofera langebergensis,LB2_92,1993,langeberg,2.5,NA
Lanaria lanata,LB2_92,1993,langeberg,2.5,NA
Leucadendron eucalyptifolium,LB2_92,1993,langeberg,15,NA
Lobelia neglecta,LB2_92,1993,langeberg,2.5,NA
Merxmuellera rufa,LB2_92,1993,langeberg,2.5,NA
Metalasia species,LB2_92,1993,langeberg,0.1,NA
Montinia caryophyllacea,LB2_92,1993,langeberg,0.1,NA
Osteospermum triquetrum,LB2_92,1993,langeberg,2.5,NA
Penaea mucronata,LB2_92,1993,langeberg,2.5,NA
Protea neriifolia,LB2_92,1993,langeberg,0.1,NA
Restio triticeus,LB2_92,1993,langeberg,2.5,NA
Rhodocoma fruticosa,LB2_92,1993,langeberg,0.1,NA
Schizaea pectinata,LB2_92,1993,langeberg,0.1,NA
Selaginella dregei,LB2_92,1993,langeberg,0.1,NA
Struthiola argentea,LB2_92,1993,langeberg,2.5,NA
Tetraria bromoides,LB2_92,1993,langeberg,2.5,NA
Tetraria crassa,LB2_92,1993,langeberg,2.5,NA
Tetraria cuspidata,LB2_92,1993,langeberg,2.5,NA
Tetraria fasciata,LB2_92,1993,langeberg,15,NA
Tetraria flexuosa,LB2_92,1993,langeberg,15,NA
Thamnochortus cinereus,LB2_92,1993,langeberg,2.5,NA
Thesium carinatum,LB2_92,1993,langeberg,0.1,NA
Thesium virgatum,LB2_92,1993,langeberg,2.5,NA
Ursinia chrysanthemoides,LB2_92,1993,langeberg,0.1,NA
Anthospermum galioides,LB2_93,1993,langeberg,2.5,NA
Aspalathus hypnoides,LB2_93,1993,langeberg,2.5,NA
Berzelia galpinii,LB2_93,1993,langeberg,2.5,NA
Brunia laevis,LB2_93,1993,langeberg,2.5,NA
Cliffortia stricta,LB2_93,1993,langeberg,2.5,NA
Cullumia aculeata,LB2_93,1993,langeberg,2.5,NA
Cullumia species,LB2_93,1993,langeberg,2.5,NA
Ehrharta dura,LB2_93,1993,langeberg,2.5,NA
Elegia equisetacea,LB2_93,1993,langeberg,15,NA
Elegia galpinii,LB2_93,1993,langeberg,2.5,NA
Erica cubica,LB2_93,1993,langeberg,0.1,NA
Erica penicilliformis,LB2_93,1993,langeberg,2.5,NA
Erica triceps,LB2_93,1993,langeberg,2.5,NA
Gerbera serrata,LB2_93,1993,langeberg,2.5,NA
Gnidia galpinii,LB2_93,1993,langeberg,2.5,NA
Helichrysum felinum,LB2_93,1993,langeberg,2.5,NA
Hypodiscus albo-aristatus,LB2_93,1993,langeberg,15,NA
Hypodiscus striatus,LB2_93,1993,langeberg,2.5,NA
Indigofera langebergensis,LB2_93,1993,langeberg,2.5,NA
Indigofera sarmentosa,LB2_93,1993,langeberg,2.5,NA
Ischyrolepis hystrix,LB2_93,1993,langeberg,2.5,NA
Lachnaea species,LB2_93,1993,langeberg,0.1,NA
Lanaria lanata,LB2_93,1993,langeberg,2.5,NA
Leucadendron eucalyptifolium,LB2_93,1993,langeberg,37.5,NA
Leucadendron spissifolium,LB2_93,1993,langeberg,0.1,NA
Lobelia neglecta,LB2_93,1993,langeberg,2.5,NA
Merxmuellera rufa,LB2_93,1993,langeberg,2.5,NA
Mimetes cucullatus,LB2_93,1993,langeberg,2.5,NA
Nevillea species,LB2_93,1993,langeberg,0.1,NA
Penaea mucronata,LB2_93,1993,langeberg,2.5,NA
Phylica purpurea,LB2_93,1993,langeberg,0.1,NA
Protea neriifolia,LB2_93,1993,langeberg,2.5,NA
Psoralea monophylla,LB2_93,1993,langeberg,2.5,NA
Restio triticeus,LB2_93,1993,langeberg,2.5,NA
Rhodocoma fruticosa,LB2_93,1993,langeberg,0.1,NA
Schizaea pectinata,LB2_93,1993,langeberg,0.1,NA
Sebaea stricta,LB2_93,1993,langeberg,2.5,NA
Senecio pinifolius,LB2_93,1993,langeberg,2.5,NA
Staberoha cernua,LB2_93,1993,langeberg,2.5,NA
Stoebe cinerea,LB2_93,1993,langeberg,0.1,NA
Struthiola argentea,LB2_93,1993,langeberg,2.5,NA
Syncarpha dregeana,LB2_93,1993,langeberg,0.1,NA
Tetraria bromoides,LB2_93,1993,langeberg,2.5,NA
Tetraria crassa,LB2_93,1993,langeberg,0.1,NA
Tetraria cuspidata,LB2_93,1993,langeberg,2.5,NA
Tetraria fasciata,LB2_93,1993,langeberg,15,NA
Tetraria flexuosa,LB2_93,1993,langeberg,15,NA
Thamnochortus cinereus,LB2_93,1993,langeberg,2.5,NA
Thesium carinatum,LB2_93,1993,langeberg,2.5,NA
Argyrolobium filiforme,LB2_94,1993,langeberg,0.1,NA
Berzelia galpinii,LB2_94,1993,langeberg,0.1,NA
Drosera aliciae,LB2_94,1993,langeberg,0.1,NA
Ehrharta dura,LB2_94,1993,langeberg,2.5,NA
Elegia asperiflora,LB2_94,1993,langeberg,37.5,NA
Erica cubica,LB2_94,1993,langeberg,62.5,NA
Erica hispidula,LB2_94,1993,langeberg,2.5,NA
Gnidia oppositifolia,LB2_94,1993,langeberg,2.5,NA
Helichrysum felinum,LB2_94,1993,langeberg,2.5,NA
Hypodiscus aristatus,LB2_94,1993,langeberg,2.5,NA
Leucadendron eucalyptifolium,LB2_94,1993,langeberg,15,NA
Merxmuellera rufa,LB2_94,1993,langeberg,15,NA
Metalasia species,LB2_94,1993,langeberg,0.1,NA
Nevillea species,LB2_94,1993,langeberg,2.5,NA
Penaea mucronata,LB2_94,1993,langeberg,2.5,NA
Restio inconspicuus,LB2_94,1993,langeberg,2.5,NA
Restio triticeus,LB2_94,1993,langeberg,2.5,NA
Rhodocoma fruticosa,LB2_94,1993,langeberg,2.5,NA
Staberoha cernua,LB2_94,1993,langeberg,15,NA
Tetraria bromoides,LB2_94,1993,langeberg,2.5,NA
Tetraria compressa,LB2_94,1993,langeberg,2.5,NA
Tetraria fasciata,LB2_94,1993,langeberg,15,NA
Tetraria fimbriolata,LB2_94,1993,langeberg,2.5,NA
Tetraria flexuosa,LB2_94,1993,langeberg,37.5,NA
Ursinia hispida,LB2_94,1993,langeberg,0.1,NA
Widdringtonia nodiflora,LB2_94,1993,langeberg,0.1,NA
Agapanthus africanus,LB2_95,1993,langeberg,2.5,NA
Anthospermum galioides,LB2_95,1993,langeberg,2.5,NA
Argyrolobium filiforme,LB2_95,1993,langeberg,0.1,NA
Berzelia galpinii,LB2_95,1993,langeberg,62.5,NA
Berzelia intermedia,LB2_95,1993,langeberg,2.5,NA
Bobartia macrospatha,LB2_95,1993,langeberg,2.5,NA
Cliffortia stricta,LB2_95,1993,langeberg,2.5,NA
Cullumia aculeata,LB2_95,1993,langeberg,37.5,NA
Ehrharta dura,LB2_95,1993,langeberg,2.5,NA
Elegia asperiflora,LB2_95,1993,langeberg,2.5,NA
Elegia juncea,LB2_95,1993,langeberg,37.5,NA
Erica cordata,LB2_95,1993,langeberg,2.5,NA
Erica cubica,LB2_95,1993,langeberg,15,NA
Erica hispidula,LB2_95,1993,langeberg,2.5,NA
Erica penicilliformis,LB2_95,1993,langeberg,2.5,NA
Ficinia filiformis,LB2_95,1993,langeberg,2.5,NA
Ficinia trichodes,LB2_95,1993,langeberg,2.5,NA
Helichrysum felinum,LB2_95,1993,langeberg,2.5,NA
Indigofera alopecuroides,LB2_95,1993,langeberg,2.5,NA
Indigofera langebergensis,LB2_95,1993,langeberg,15,NA
Leucadendron eucalyptifolium,LB2_95,1993,langeberg,15,NA
Leucadendron spissifolium,LB2_95,1993,langeberg,2.5,NA
Lobelia neglecta,LB2_95,1993,langeberg,2.5,NA
Mairia crenata,LB2_95,1993,langeberg,0.1,NA
Merxmuellera decora,LB2_95,1993,langeberg,15,NA
Nevillea species,LB2_95,1993,langeberg,2.5,NA
Pentaschistis colorata,LB2_95,1993,langeberg,2.5,NA
Pentaschistis malouinensis,LB2_95,1993,langeberg,2.5,NA
Psoralea species,LB2_95,1993,langeberg,2.5,NA
Restio inconspicuus,LB2_95,1993,langeberg,0.1,NA
Restio triticeus,LB2_95,1993,langeberg,2.5,NA
Senecio ilicifolius,LB2_95,1993,langeberg,0.1,NA
Senecio purpureus,LB2_95,1993,langeberg,0.1,NA
Stoebe alopecuroides,LB2_95,1993,langeberg,2.5,NA
Stoebe cinerea,LB2_95,1993,langeberg,2.5,NA
Tetraria bromoides,LB2_95,1993,langeberg,2.5,NA
Tetraria crassa,LB2_95,1993,langeberg,2.5,NA
Tetraria cuspidata,LB2_95,1993,langeberg,2.5,NA
Tetraria flexuosa,LB2_95,1993,langeberg,2.5,NA
Thamnochortus cinereus,LB2_95,1993,langeberg,2.5,NA
Agapanthus africanus,LB2_96,1993,langeberg,2.5,NA
Anthospermum galioides,LB2_96,1993,langeberg,2.5,NA
Berzelia galpinii,LB2_96,1993,langeberg,37.5,NA
Bobartia macrospatha,LB2_96,1993,langeberg,2.5,NA
Cullumia species,LB2_96,1993,langeberg,2.5,NA
Drosera aliciae,LB2_96,1993,langeberg,0.1,NA
Edmondia sesamoides,LB2_96,1993,langeberg,2.5,NA
Ehrharta dura,LB2_96,1993,langeberg,0.1,NA
Elegia asperiflora,LB2_96,1993,langeberg,62.5,NA
Elegia juncea,LB2_96,1993,langeberg,2.5,NA
Erica cordata,LB2_96,1993,langeberg,15,NA
Erica cubica,LB2_96,1993,langeberg,37.5,NA
Erica hispidula,LB2_96,1993,langeberg,0.1,NA
Erica triceps,LB2_96,1993,langeberg,0.1,NA
Ficinia trichodes,LB2_96,1993,langeberg,2.5,NA
Helichrysum felinum,LB2_96,1993,langeberg,2.5,NA
Indigofera langebergensis,LB2_96,1993,langeberg,2.5,NA
Leucadendron eucalyptifolium,LB2_96,1993,langeberg,15,NA
Lobelia neglecta,LB2_96,1993,langeberg,0.1,NA
Protea neriifolia,LB2_96,1993,langeberg,0.1,NA
Psoralea pinnata,LB2_96,1993,langeberg,2.5,NA
Psoralea species,LB2_96,1993,langeberg,2.5,NA
Restio inconspicuus,LB2_96,1993,langeberg,2.5,NA
Restio triticeus,LB2_96,1993,langeberg,2.5,NA
Senecio ilicifolius,LB2_96,1993,langeberg,2.5,NA
Senecio purpureus,LB2_96,1993,langeberg,0.1,NA
Staberoha cernua,LB2_96,1993,langeberg,2.5,NA
Tetraria crassa,LB2_96,1993,langeberg,2.5,NA
Tetraria cuspidata,LB2_96,1993,langeberg,15,NA
Tetraria flexuosa,LB2_96,1993,langeberg,15,NA
Ursinia trifida,LB2_96,1993,langeberg,0.1,NA
Widdringtonia nodiflora,LB2_96,1993,langeberg,0.1,NA
Anthospermum aethiopicum,LB2_97,1993,langeberg,2.5,NA
Anthospermum galioides,LB2_97,1993,langeberg,2.5,NA
Berzelia intermedia,LB2_97,1993,langeberg,2.5,NA
Bobartia macrospatha,LB2_97,1993,langeberg,2.5,NA
Cliffortia polita,LB2_97,1993,langeberg,2.5,NA
Diosma tenella,LB2_97,1993,langeberg,2.5,NA
Diospyros glabra,LB2_97,1993,langeberg,2.5,NA
Elegia juncea,LB2_97,1993,langeberg,2.5,NA
Eragrostis curvula,LB2_97,1993,langeberg,2.5,NA
Erica hispidula,LB2_97,1993,langeberg,37.5,NA
Erica species,LB2_97,1993,langeberg,15,NA
Gnidia galpinii,LB2_97,1993,langeberg,2.5,NA
Helichrysum cymosum,LB2_97,1993,langeberg,0.1,NA
Helichrysum felinum,LB2_97,1993,langeberg,0.1,NA
Indigofera alopecuroides,LB2_97,1993,langeberg,2.5,NA
Ischyrolepis capensis,LB2_97,1993,langeberg,2.5,NA
Leucadendron salignum,LB2_97,1993,langeberg,15,NA
Metalasia species,LB2_97,1993,langeberg,2.5,NA
Muraltia ciliaris,LB2_97,1993,langeberg,2.5,NA
Othonna species,LB2_97,1993,langeberg,2.5,NA
Penaea mucronata,LB2_97,1993,langeberg,2.5,NA
Pentaschistis colorata,LB2_97,1993,langeberg,2.5,NA
Phylica pinea,LB2_97,1993,langeberg,2.5,NA
Protea cordata,LB2_97,1993,langeberg,2.5,NA
Protea neriifolia,LB2_97,1993,langeberg,2.5,NA
Psoralea pinnata,LB2_97,1993,langeberg,2.5,NA
Pteridium aquilinum,LB2_97,1993,langeberg,2.5,NA
Restio triticeus,LB2_97,1993,langeberg,2.5,NA
Rhodocoma fruticosa,LB2_97,1993,langeberg,2.5,NA
Staberoha cernua,LB2_97,1993,langeberg,2.5,NA
Stoebe alopecuroides,LB2_97,1993,langeberg,2.5,NA
Stoebe plumosa,LB2_97,1993,langeberg,2.5,NA
Struthiola species,LB2_97,1993,langeberg,2.5,NA
Tetraria bolusii,LB2_97,1993,langeberg,2.5,NA
Tetraria bromoides,LB2_97,1993,langeberg,15,NA
Tetraria flexuosa,LB2_97,1993,langeberg,15,NA
Tetraria ustulata,LB2_97,1993,langeberg,2.5,NA
Thamnochortus cinereus,LB2_97,1993,langeberg,2.5,NA
Anthospermum galioides,LB2_98,1993,langeberg,2.5,NA
Berzelia intermedia,LB2_98,1993,langeberg,87.5,NA
Bobartia macrospatha,LB2_98,1993,langeberg,2.5,NA
Elegia asperiflora,LB2_98,1993,langeberg,2.5,NA
Erica hispidula,LB2_98,1993,langeberg,2.5,NA
Erica seriphiifolia,LB2_98,1993,langeberg,2.5,NA
Leucadendron spissifolium,LB2_98,1993,langeberg,15,NA
Lobelia neglecta,LB2_98,1993,langeberg,0.1,NA
Merxmuellera rufa,LB2_98,1993,langeberg,0.1,NA
Nevillea species,LB2_98,1993,langeberg,0.1,NA
Penaea mucronata,LB2_98,1993,langeberg,15,NA
Phylica pinea,LB2_98,1993,langeberg,2.5,NA
Psoralea monophylla,LB2_98,1993,langeberg,0.1,NA
Psoralea species,LB2_98,1993,langeberg,2.5,NA
Restio triticeus,LB2_98,1993,langeberg,2.5,NA
Tetraria bromoides,LB2_98,1993,langeberg,2.5,NA
Tetraria flexuosa,LB2_98,1993,langeberg,2.5,NA
Anthospermum aethiopicum,LB2_99,1993,langeberg,0.1,NA
Anthospermum galioides,LB2_99,1993,langeberg,2.5,NA
Aspalathus opaca,LB2_99,1993,langeberg,2.5,NA
Berzelia intermedia,LB2_99,1993,langeberg,15,NA
Bobartia macrospatha,LB2_99,1993,langeberg,2.5,NA
Brunia laevis,LB2_99,1993,langeberg,2.5,NA
Cliffortia stricta,LB2_99,1993,langeberg,2.5,NA
Cullumia aculeata,LB2_99,1993,langeberg,2.5,NA
Ehrharta dura,LB2_99,1993,langeberg,2.5,NA
Elegia juncea,LB2_99,1993,langeberg,37.5,NA
Erica articularis,LB2_99,1993,langeberg,2.5,NA
Erica hispidula,LB2_99,1993,langeberg,2.5,NA
Erica seriphiifolia,LB2_99,1993,langeberg,2.5,NA
Erica versicolor,LB2_99,1993,langeberg,2.5,NA
Gerbera serrata,LB2_99,1993,langeberg,0.1,NA
Gnidia galpinii,LB2_99,1993,langeberg,2.5,NA
Lachnaea species,LB2_99,1993,langeberg,2.5,NA
Leucadendron eucalyptifolium,LB2_99,1993,langeberg,2.5,NA
Leucadendron spissifolium,LB2_99,1993,langeberg,15,NA
Lobelia neglecta,LB2_99,1993,langeberg,2.5,NA
Mimetes cucullatus,LB2_99,1993,langeberg,0.1,NA
Penaea mucronata,LB2_99,1993,langeberg,15,NA
Podalyria species,LB2_99,1993,langeberg,0.1,NA
Psoralea pinnata,LB2_99,1993,langeberg,2.5,NA
Restio inconspicuus,LB2_99,1993,langeberg,2.5,NA
Restio triticeus,LB2_99,1993,langeberg,2.5,NA
Rhodocoma fruticosa,LB2_99,1993,langeberg,2.5,NA
Schizaea pectinata,LB2_99,1993,langeberg,2.5,NA
Sebaea stricta,LB2_99,1993,langeberg,0.1,NA
Staberoha cernua,LB2_99,1993,langeberg,2.5,NA
Tetraria bromoides,LB2_99,1993,langeberg,2.5,NA
Tetraria crassa,LB2_99,1993,langeberg,15,NA
Tetraria fimbriolata,LB2_99,1993,langeberg,2.5,NA
Tetraria flexuosa,LB2_99,1993,langeberg,15,NA
Thamnochortus cinereus,LB2_99,1993,langeberg,2.5,NA
Wahlenbergia fruticosa,LB2_99,1993,langeberg,0.1,NA
Berzelia intermedia,LB2_100,1993,langeberg,62.5,NA
Bobartia macrospatha,LB2_100,1993,langeberg,2.5,NA
Carpacoce spermacocea,LB2_100,1993,langeberg,2.5,NA
Centella virgata,LB2_100,1993,langeberg,0.1,NA
Cullumia aculeata,LB2_100,1993,langeberg,0.1,NA
Erica penicilliformis,LB2_100,1993,langeberg,2.5,NA
Erica versicolor,LB2_100,1993,langeberg,0.1,NA
Helichrysum pandurifolium,LB2_100,1993,langeberg,0.1,NA
Ischyrolepis hystrix,LB2_100,1993,langeberg,2.5,NA
Knowltonia capensis,LB2_100,1993,langeberg,15,NA
Lanaria lanata,LB2_100,1993,langeberg,37.5,NA
Laurophyllus capensis,LB2_100,1993,langeberg,0.1,NA
Leucadendron eucalyptifolium,LB2_100,1993,langeberg,2.5,NA
Leucadendron spissifolium,LB2_100,1993,langeberg,2.5,NA
Lobelia neglecta,LB2_100,1993,langeberg,2.5,NA
Mimetes cucullatus,LB2_100,1993,langeberg,15,NA
Morella kraussiana,LB2_100,1993,langeberg,2.5,NA
Osteospermum triquetrum,LB2_100,1993,langeberg,37.5,NA
Penaea mucronata,LB2_100,1993,langeberg,2.5,NA
Phylica imberbis,LB2_100,1993,langeberg,2.5,NA
Protea cynaroides,LB2_100,1993,langeberg,2.5,NA
Psoralea monophylla,LB2_100,1993,langeberg,2.5,NA
Restio triticeus,LB2_100,1993,langeberg,2.5,NA
Schizaea pectinata,LB2_100,1993,langeberg,2.5,NA
Senecio pinifolius,LB2_100,1993,langeberg,2.5,NA
Serruria fasciflora,LB2_100,1993,langeberg,0.1,NA
Tetraria bromoides,LB2_100,1993,langeberg,2.5,NA
Tetraria crassa,LB2_100,1993,langeberg,2.5,NA
Wahlenbergia fruticosa,LB2_100,1993,langeberg,0.1,NA
Agapanthus africanus,LB2_101,1993,langeberg,2.5,NA
Bobartia macrospatha,LB2_101,1993,langeberg,2.5,NA
Calopsis membranacea,LB2_101,1993,langeberg,2.5,NA
Centella lanata,LB2_101,1993,langeberg,2.5,NA
Corymbium glabrum,LB2_101,1993,langeberg,2.5,NA
Cullumia species,LB2_101,1993,langeberg,2.5,NA
Edmondia sesamoides,LB2_101,1993,langeberg,2.5,NA
Elegia juncea,LB2_101,1993,langeberg,2.5,NA
Erica hispidula,LB2_101,1993,langeberg,15,NA
Erica penicilliformis,LB2_101,1993,langeberg,15,NA
Erica versicolor,LB2_101,1993,langeberg,15,NA
Erica winteri,LB2_101,1993,langeberg,15,NA
Ficinia trichodes,LB2_101,1993,langeberg,2.5,NA
Helichrysum felinum,LB2_101,1993,langeberg,2.5,NA
Laurophyllus capensis,LB2_101,1993,langeberg,2.5,NA
Leucadendron eucalyptifolium,LB2_101,1993,langeberg,15,NA
Nevillea species,LB2_101,1993,langeberg,2.5,NA
Osteospermum imbricatum,LB2_101,1993,langeberg,2.5,NA
Pentameris macrocalycina,LB2_101,1993,langeberg,15,NA
Pentaschistis malouinensis,LB2_101,1993,langeberg,2.5,NA
Protea cynaroides,LB2_101,1993,langeberg,2.5,NA
Pseudoselago serrata,LB2_101,1993,langeberg,0.1,NA
Psoralea pinnata,LB2_101,1993,langeberg,2.5,NA
Restio inconspicuus,LB2_101,1993,langeberg,2.5,NA
Senecio purpureus,LB2_101,1993,langeberg,0.1,NA
Stoebe plumosa,LB2_101,1993,langeberg,2.5,NA
Syncarpha dregeana,LB2_101,1993,langeberg,2.5,NA
Tetraria cuspidata,LB2_101,1993,langeberg,2.5,NA
Tetraria ustulata,LB2_101,1993,langeberg,2.5,NA
Thamnochortus cinereus,LB2_101,1993,langeberg,2.5,NA
Thesium virgatum,LB2_101,1993,langeberg,2.5,NA
Widdringtonia nodiflora,LB2_101,1993,langeberg,0.1,NA
Berzelia intermedia,LB2_102,1993,langeberg,15,NA
Calopsis membranacea,LB2_102,1993,langeberg,2.5,NA
Capeobolus brevicaulis,LB2_102,1993,langeberg,2.5,NA
Drosera aliciae,LB2_102,1993,langeberg,0.1,NA
Edmondia sesamoides,LB2_102,1993,langeberg,0.1,NA
Ehrharta ramosa,LB2_102,1993,langeberg,0.1,NA
Elegia juncea,LB2_102,1993,langeberg,2.5,NA
Erica cordata,LB2_102,1993,langeberg,2.5,NA
Erica hispidula,LB2_102,1993,langeberg,2.5,NA
Erica melanthera,LB2_102,1993,langeberg,2.5,NA
Erica penicilliformis,LB2_102,1993,langeberg,2.5,NA
Erica winteri,LB2_102,1993,langeberg,15,NA
Ficinia species,LB2_102,1993,langeberg,2.5,NA
Helichrysum felinum,LB2_102,1993,langeberg,2.5,NA
Hypodiscus aristatus,LB2_102,1993,langeberg,2.5,NA
Indigofera filifolia,LB2_102,1993,langeberg,2.5,NA
Lachnaea species,LB2_102,1993,langeberg,2.5,NA
Laurophyllus capensis,LB2_102,1993,langeberg,2.5,NA
Leucadendron eucalyptifolium,LB2_102,1993,langeberg,0.1,NA
Leucadendron spissifolium,LB2_102,1993,langeberg,15,NA
Lobelia neglecta,LB2_102,1993,langeberg,2.5,NA
Mairia crenata,LB2_102,1993,langeberg,0.1,NA
Merxmuellera rufa,LB2_102,1993,langeberg,2.5,NA
Nevillea species,LB2_102,1993,langeberg,2.5,NA
