"species","genus_species_GM","family_GM","family_POSA","family_ITIS","perennial","annual","lifecycle_POSA","monoecious","dioecious","evergreen","deciduous","seasonally_apparent","seasonally_identifiable","flower_postfire","resprout_postfire","serotinous","flower_begin","flower_end","flower_begin_alt","flower_end_alt","max_height_cm","herb","geophyte","graminoid","low_shrub","mid_shrub","tall_shrub","tree","scrambler","liana","hemiparasite","parasite","missing_growthform_class","succulent","leaf_succulent","stem_succulent","other_succulent","leaf_type","lvs_linear","lvs_intermediate","lvs_oval","lvs_compound","lvs_lobed","lvs_dissected","leaf_length","virtually_no_leaves","stems_photosynthetic","functional_leaf","functional_twig","plant_longevity","flammability","pollination","dispersal","GM_description"
"Oxalis algoensis","Oxalis algoensis","OXALIDACEAE","OXALIDACEAE","",1,0,"Perennial",1,0,0,1,1,1,0,1,0,"Jun","Sep","","",12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,1,0,0,NA,0,0,"leaf","",2,"l","i","p","Acaulescent geophyte to 12 cm. Leaves trifoliolate, fleshy, leaflets oblanceolate-subrotund, ciliate and hairy beneath, with large epidermal cells. Flowers lilac or white with yellow tube. June--Sept. KM, SE (Ladismith to Port Elizabeth)."
"Oxalis obtusa","Oxalis obtusa","OXALIDACEAE","OXALIDACEAE","",1,0,"Perennial",1,0,0,1,1,1,0,1,0,"Jun","Oct","","",10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,1,0,0,NA,0,0,"leaf","",2,"l","i","p","Acaulescent geophyte with deeply pitted bulb. Leaves trifoliolate, leaflets cuneate-obcordate, hairy. Flowers pink, brick-red, yellow or white, with darker veins and yellow tube, peduncle articulated. June--Oct. Mostly clay and granite, 50--600 m, NW, SW, KM, LB, SE (Namaqualand and W Karoo to Port Elizabeth)."
"Oxalis purpurea","Oxalis purpurea","OXALIDACEAE","OXALIDACEAE","",1,0,"Perennial",1,0,0,1,1,1,0,1,0,"May","Sep","","",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,1,0,0,NA,0,0,"leaf","",2,"l","i","p","Acaulescent geophyte, bulb large, gummy. Leaves trifoliolate, leaflets transversely obovate, ciliate, hairy and purple beneath, black-streaked when dry. Flowers purple, yellow or white with yellow tube. May--Sept. Flats and slopes, 50--500 m, NW, SW, KM, LB, SE (Namaqualand and W Karoo to Port Elizabeth)."
"Oxalis stellata","Oxalis stellata","OXALIDACEAE","OXALIDACEAE","",1,0,"Perennial",1,0,0,1,1,1,0,1,0,"Apr","Jun","","",9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,1,1,0,NA,0,0,"leaf","",2,"l","i","p","Geophyte to 9 cm, bulb beaked. Leaves terminal, trifoliolate, leaflets deeply bilobed. Flowers 3--6 per peduncle, rosy or white with yellow tube. Apr.--June. 50--400 m, NW, SW, LB, SE (Cape Peninsula to Ceres and Port Elizabeth)."
"Oxalis versicolor","Oxalis versicolor","OXALIDACEAE","OXALIDACEAE","",1,0,"Perennial",1,0,0,1,1,1,0,1,0,"May","Nov","","",20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,1,0,0,NA,0,0,"leaf","",2,"l","i","p","Caulescent geophyte with partly leafy stem to 20 cm, sometimes branching. Leaves mostly terminal, linear-conduplicate, often with marginal calli. Flowers white with yellow tube and reddish purple margins. May--Nov. Flats and slopes, 50--250 m, NW, SW (Clanwilliam to Hermanus)."
"Pachycarpus dealbatus","Pachycarpus dealbatus","APOCYNACEAE","APOCYNACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Dec","Feb","","",50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,NA,0,0,"leaf","",3,"m","i","w","Stout perennial to 50 cm, with milky sap. Flowers globose to globose-campanulate, lobed almost to the base, green with purple-brown markings, corona lobes without keels on upper surface. Dec.--Feb. Grassy slopes, KM, LB, SE (Barrydale and Riversdale to KwaZulu-Natal)."
"Pachypodium bispinosum","Pachypodium bispinosum","APOCYNACEAE","APOCYNACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Aug","Dec","","",50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,"Leaf",0,1,0,0,0,0,NA,0,0,"leaf","",3,"l","i","w","Spiny succulent shrublet with swollen stem to 50 cm. Leaves lanceolate, glabrescent above, hairy beneath. Flowers 1--few, pink to purple, occ. white, funnel-shaped, tube 7--8 mm diam., lobes 5--7 mm long. Aug.--Dec. Dry rocky slopes, KM, SE (Ladismith to E Cape)."
"Pachypodium succulentum","Pachypodium succulentum","APOCYNACEAE","APOCYNACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Sep","Dec","","",50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,"Leaf",0,1,0,0,0,0,2.5,0,0,"leaf","",3,"l","i","w","Like P. bispinosum but flowers hairy and narrowly funnel-shaped, tube 3--4 mm diam., lobes 8--18 mm long, pink to crimson, occ. white. Sept.--Dec. Dry rocky slopes, KM, SE (Oudshoorn and Karoo to E Cape)."
"Panicum maximum","Panicum maximum","POACEAE","POACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jan","May","","",200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,15.56666667,0,0,"leaf","",2,"m","w","w","Perennial, sometimes annual to 2 m. Leaves lanceolate. Spikelets c. 3 mm long, in an open panicle, purple, secondary branches flexuose, fertile lemma transversely wrinkled. Jan.--May. Shady places, SW, SE (Cape Peninsula to tropical Africa)."
"Pappea capensis","Pappea capensis","SAPINDACEAE","SAPINDACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Nov","Mar","","",700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,3.2,0,0,"leaf","",3,"l","i","m","Spreading tree to 7(--13) m, velvety on the young parts. Leaves oblong, minutely toothed, crowded at the branch tips. Flowers in axillary racemes, yellowish. Fruits globose, velvety. Nov.--Mar. Rocky slopes and open woodland, KM, SE (S Namibia, and W Karoo, Little Karoo from Montagu to Willowmore to east tropical Africa)."
"Paranomus bracteolaris","Paranomus bracteolaris","PROTEACEAE","PROTEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Oct","","",250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,1,NA,0,0,"leaf","",2,"h","i","i","Shrub to 2.5 m. Leaves dissected, to 60 mm long. Flower heads c. 14 mm long, in cylindrical spikes, purple, style thinly hairy below. Aug.--Oct. Rocky sandstone slopes and plateaus, NW (Bokkeveld Mts to Olifants River Mts)."
"Paranomus esterhuyseniae","Paranomus esterhuyseniae","PROTEACEAE","PROTEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Nov","","",70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,1,4.466666667,0,0,"leaf","",2,"h","i","i","Shrub to 70 cm. Leaves dissected or the upper entire, 20--50 mm long. Flower heads c. 8 mm long, in globose spikes, cream, style glabrous. Aug.--Nov. Dry upper slopes, SE (Outeniqua and Kouga Mts)."
"Paranomus spathulatus","Paranomus spathulatus","PROTEACEAE","PROTEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"May","Dec","","",250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,1,3.2,0,0,"leaf","",2,"h","i","i","Resprouting shrub to 2.5 m. Leaves dimorphic, glaucous, the lower dissected, the upper obovate. Flower heads 10--12 mm long, in subglobose spikes, pink, style glabrous. May--Dec. Sandstone slopes, KM, LB (Gamkaberg and Langeberg Mts: Tradouw to Garcia's Pass)."
"Paranomus tomentosus","Paranomus tomentosus","PROTEACEAE","PROTEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Oct","","",300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,1,4.32,0,0,"leaf","",2,"h","i","i","Shrub to 3 m, with white-woolly branches. Leaves dissected, recurved at the tips, silvery hairy. Flower heads c. 17 mm long, in cylindrical spikes, whitish, style hairy below. Aug.--Oct. High sandstone slopes, NW (Cedarberg Mts)."
"Passerina corymbosa","Passerina vulgaris","THYMELAEACEAE","THYMELAEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Nov","","",200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,0.460909091,0,0,"leaf","",2,"h","w","p","Shrub or small tree to 2 m. Leaves linear, with a hairy groove beneath, 3.5--10 mm long; bracts ovate-acuminate, wings longitudinally folded. Flowers in spikes, tube c. 4 mm long, neck slender, c. 2 mm. Fruits dry. Oct.--Nov. Sandy, often disturbed flats and slopes, NW, SW, AP, KM, LB, SE (Tulbagh to E Cape)."
"Passerina obtusifolia","Passerina obtusifolia","THYMELAEACEAE","THYMELAEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Nov","","",150,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Leaf",1,1,0,0,0,0,0.702173913,0,0,"leaf","",2,"h","w","p","Shrub, 1--1.5 m. Leaves linear-oblong, hairy beneath, 4--8 mm long; bracts dilated and ribbed below. Flowers in dense spikes, tube. c. 3.5 mm long, neck bent outwards. Fruits dry. Oct.--Nov. Rocky slopes and flats, KM, SE (W and Little Karoo to E Cape)."
"Passerina paleacea","Passerina paleacea","THYMELAEACEAE","THYMELAEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Nov","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,1,1,0,0,0,0.38,0,0,"leaf","",2,"h","w","p","Shrublet to 1 m. Leaves small, compressed above, 1.5--2.5 mm long; bracts sub-orbicular, keeled above. Flowers in dense spikes, tube c. 2 mm long, neck absent. Fruits dry. Oct.--Nov. Coastal sands and estuaries, SW, AP (Saldanha Bay to Agulhas)."
"Passerina rigida","Passerina rigida","THYMELAEACEAE","THYMELAEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Nov","","",200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Leaf",1,1,0,0,0,0,NA,0,0,"leaf","",2,"h","w","p","Robust shrub with branches nodding at the tips and pendulous branchlets, to 2 m. Leaves ovate-lanceolate, compressed, hairy beneath, 2.5--4 mm long; bracts acuminate, furrowed. Flowers in spikes, tube c. 3 mm long, neck c. 1 mm. Fruits fleshy, orange. Nov. Coastal dunes, SW, AP, SE (Cape Peninsula to KwaZulu-Natal)."
"Passerina truncata","Passerina glomerata","THYMELAEACEAE","THYMELAEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Nov","","",70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,1,0,0,0,0.272,0,0,"leaf","",2,"h","w","p","Shrub or shrublet. Leaves truncate or hump-backed, hairy beneath, 2--4 mm long; bracts obovate, ribbed, larger. Flowers few in dense spikes, tube c. 3.5 mm long, neck very short. Fruits dry. Oct.--Nov. Sandy and stony flats, NW, SW (Bokkeveld Mts to Worcester)."
"Pegolettia baccaridifolia","Pegolettia baccaridifolia","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Nov","","",30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,1.5,0,0,"leaf","",2,"h","i","w","Twiggy, aromatic shrublet to 30 cm. Leaves ovate, petiolate, coarsely toothed. Flower heads discoid, solitary and terminal, yellow. Mainly July--Nov. Dry sandstone slopes, KM, SE (Swartberg Mts to E Cape)."
"Pelargonium alchemilloides","Pelargonium alchemilloides","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Sep","Nov","","",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,0,NA,0,0,"leaf","",2,"m","i","w","Sprawling perennial to 20 cm from woody rootstock. Leaves round, usually lobed, 7 cm diam., often with reddish zonal marking, usually with sparse silky hairs. Flowers 3--6(--15), 15--20 mm diam., white or yellow or pink; hypanthium 12--35 mm long, much longer than the pedicel. Sept.--Nov. Open, moist places, SW, AP, LB, SE (Saldanna Bay to N Province)."
"Pelargonium alternans","Pelargonium alternans","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Apr","Jan","","",40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"Leaf",0,0,1,0,1,1,1.46,0,0,"leaf","",2,"m","i","w","Woody, sub-succulent shrublet to 40 cm. Leaves pinnate, conspicuously hairy, 2--6 <x> 1--2 cm. Flowers 1--4 on a short and non-persistent peduncle, c. 15 mm diam., white or very pale pink, subsessile, stamens exserted; hypanthium 5--9 mm long. Apr.--Jan. Rocky slopes, NW, SW, KM (Bokkeveld Mts to Prince Albert)."
"Pelargonium betulinum","Pelargonium betulinum","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Jan","","",50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,1.933333333,0,0,"leaf","",2,"h","i","w","Shrublet to 50 cm. Leaves ovate to elliptic, somewhat leathery, c. 20 mm long. Flowers to 6 on axillary peduncles, c. 5 cm diam., white to pink; hypanthium 3--8 mm long, somewhat shorter than the pedicel. Aug.--Jan. Coastal dunes, SW, AP, SE (Yzerfontein to Knysna)."
"Pelargonium candicans","Pelargonium candicans","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Nov","","",30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,1,2.52,0,0,"leaf","",2,"l","i","w","Procumbent shrublet to 30 cm. Leaves simple or rarely 3-foliolate, cordate with margins variously lobed, silvery velvety, c. 2 cm diam. Flowers to 4 on axillary peduncles, c. 15 mm diam., white to pink, petals 4, upper larger than lower, subsessile; hypanthium 5--8 mm long, much longer than the pedicel. Mainly Sept.--Nov. Open places, SW, AP, KM, LB, SE (Cape Peninsula to Plettenberg Bay)."
"Pelargonium capitatum","Pelargonium capitatum","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Oct","","",50,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,0,5.036363636,0,0,"leaf","",2,"m","i","w","Sprawling shrublet to 50 cm. Leaves cordate, margins lobed and crisped, aromatic, c. 5 cm diam. Flowers to 20 on stout axillary peduncles, 15--25 mm diam., purple, subsessile; hypanthium 3--8 mm long. Sept.--Oct. Coastal dunes and flats, NW, SW, AP, SE (Lambert's Bay to KwaZulu-Natal)."
"Pelargonium caucalifolium","Pelargonium caucalifolium","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Apr","","",50,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,0,NA,0,0,"leaf","",2,"m","i","w","Sprawling shrublet to 50 cm. Leaves 1--2-pinnatilobed, c. 2 <x> 1.5 cm. Flowers 1, occ. 2 on long erect peduncles, 25--30 mm diam., white to pinkish purple, subsessile, petals 4 with upper much larger than lower; hypanthium 10--50 mm long, much longer than the pedicel. Oct.--Apr. Open places, SW, AP, KM, LB, SE (Pringle Bay to Humansdorp)."
"Pelargonium cordifolium","Pelargonium cordifolium","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Jan","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,NA,0,0,"leaf","",2,"m","i","w","Shrub to 1 m. Leaves cordate, white-hairy beneath, aromatic, c. 5 cm diam. Flowers to 12 on short axillary peduncles, c. 40 mm diam., purple, lower petals much wider than upper; hypanthium 2--12 mm long, shorter than the pedicel. Aug.--Jan. Sheltered places near streams, AP, LB, SE (Bredasdorp to E Cape)."
"Pelargonium coronopifolium","Pelargonium coronopifolium","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Sep","Mar","","",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,1,0,0,0,NA,0,0,"leaf","",2,"l","i","w","Tufted rhizomatous perennial to 20 cm. Leaves linear to narrowly elliptic, roughly hairy, lightly toothed occ. entire, c. 60 <x> 1--10 mm. Flowers to 4 on an unbranched peduncle, 20--25 mm diam., white to pink or purple; hypanthium 2--8 mm long, much shorter than the pedicel. Sept.--Mar. Open places, NW (Bokkeveld Mts to Worcester)."
"Pelargonium cucullatum","Pelargonium cucullatum","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Sep","Feb","","",200,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,"Leaf",0,0,1,0,0,0,5.611764706,0,0,"leaf","",2,"h","i","w","Shrub to 2 m. Leaves more or less round, c. 70 mm diam. Flowers to 13, c. 4 cm diam., pinkish purple, with wide and overlapping petals; hypanthium 5--12 mm long, slightly longer than the pedicel. Sept.--Feb. Sandy and granite slopes along coast, SW, AP (Saldanha Bay to Baardskeerdersbos)."
"Pelargonium englerianum","Pelargonium englerianum","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Aug","Apr","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,1.02,0,0,"leaf","",2,"h","i","w","Shrub to 1 m. Leaves cordate, margins crisped and variously incised, roughly hairy, camphor-scented. Flowers 2--5 on short axillary peduncles, 15--20 mm diam., pale purple; hypanthium 1--10 mm long, shorter than the pedicel. Aug.--Apr. Dry rocky fynbos, NW, KM (Bokkeveld to Swartberg Mts)."
"Pelargonium fruticosum","Pelargonium fruticosum","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jan","Dec","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,1,NA,0,0,"leaf","",2,"h","i","w","Shrub to 1 m. Leaves trifoliolate with narrow segments, c. 15 mm diam., somewhat fleshy or leathery. Flowers mostly 1, on short axillary peduncles, c. 25 mm diam., pink; hypanthium 10--20 mm long, longer than the pedicel. Throughout the year. Dry south-facing slopes, KM, LB, SE (Ladismith to Willowmore)."
"Pelargonium gibbosum","Pelargonium gibbosum","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Apr","","",40,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"Leaf",0,0,1,0,0,1,3.833333333,0,0,"leaf","",3,"m","i","w","Sprawling shrublet with conspicuously swollen nodes, to 40 cm when unsupported. Leaves pinnatifid, leathery, glaucous, to 13 <x> 7.5 cm. Flowers 3--14, c. 15 mm diam., greenish yellow, subsessile; hypanthium 20--25 mm long. Nov.--Apr. Rock outcrops near coast, NW, SW (Namaqualand to Cape Peninsula)."
"Pelargonium grossularioides","Pelargonium grossularioides","GERANIACEAE","GERANIACEAE","",1,1,"Both",1,0,1,0,1,1,0,0,0,"Dec","Nov","","",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,1,2,0,0,"leaf","",2,"m","i","w",""
"Pelargonium laevigatum","Pelargonium laevigatum","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jan","Dec","","",50,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"Leaf",0,1,1,0,1,1,5.285714286,0,0,"leaf","",2,"m","i","w","Lax shrublet to 50 cm. Leaves trifoliolate, segments terete, somewhat succulent, c. 3 <x> 2 cm. Flowers solitary or rarely to 5, c. 25 mm diam., pink, on short axillary peduncles; hypanthium 13--38 mm long, much longer than the pedicel. Throughout the year. Sandy slopes, KM, SE (Swartberg and Outeniqua Mts to E Cape)."
"Pelargonium longifolium","Pelargonium longifolium","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,0,1,1,1,0,1,0,"Oct","Dec","","",25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,1,0,0,1,1,4.2,0,0,"leaf","",2,"l","i","w","Tuberous geophyte to 25 cm. Leaves sometimes bipinnatisect, to 120 <x> 18 mm. Flowers to 9 on branching peduncles, 20--25 mm diam., white, pale yellow, or pink, subsessile; hypanthium 8--22 mm long. Oct.--Dec. Sandy places, NW, SW (Citrusdal to Bredasdorp)."
"Pelargonium multicaule","Pelargonium multicaule","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jan","Dec","","",30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,1,NA,0,0,"leaf","",2,"l","i","w","Shrublet to 30 cm. Leaves pinnatisect or bipinnatisect, c. 4 <x> 3 cm. Flowers 3--5, c. 20 mm diam., pinkish purple, 4-petalled with upper petals markedly larger, subsessile; hypanthium 8--14 mm long. Throughout the year. Rocky places, SW, KM, LB, SE (Worcester to N Province)."
"Pelargonium myrrhifolium","Pelargonium myrrhifolium","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Aug","Feb","","",30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,1,0,1,1,20.31944444,0,0,"leaf","",2,"l","i","w","Sprawling shrublet c. 30 cm. Leaves bipinnatisect, segments linear to ribbon-shaped, c. 5 <x> 3 cm. Flowers to 5, 20--25 mm diam., white to pink or pinkish purple, upper 4 petals markedly wider, subsessile; hypanthium 4--10 mm long. Aug.--Feb. Open places on stony sand, NW, SW, AP, SE (Kamiesberg to Uitenhage)."
"Pelargonium odoratissimum","Pelargonium odoratissimum","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jan","Dec","","",20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,0,6.6,0,0,"leaf","",2,"l","i","w","Aromatic shrublet to 20 cm. Leaves cordate to round, velvety-hairy, 3--12 cm diam. Flowers 3--10, c. 15 mm diam., white; hypanthium 5--10 mm long, about as long as the pedicel. Almost throughout the year, AP, KM, LB, SE (Waboomsberg to KwaZulu-Natal)."
"Pelargonium ovale","Pelargonium ovale","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jul","Mar","","",30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,3.244444444,0,0,"leaf","",2,"m","i","w","Tufted rhizomatous shrublet to 30 cm. Leaves elliptic, toothed, densely hairy, c. 4 <x> 1--3 cm. Flowers to 7 on well-developed, branching peduncles, 25--40 mm diam., white to pink, upper petals overlapping and much larger; hypanthium 2--13 mm long, shorter than the pedicel. July--Mar. Open places on mountains, SW, KM, LB, SE (Elandskloof to Great Winterhoek Mts)."
"Pelargonium panduriforme","Pelargonium panduriforme","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Jan","","",120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,0,4.033333333,0,0,"leaf","",2,"h","i","w","Aromatic shrub to 1.2 m. Leaves cordate and deeply lobed, velvety-hairy, balm-scented, c. 6 <x> 5 cm. Flowers to 20 on short but stout axillary peduncles, c. 40 mm diam., pink, subsessile; hypanthium 6--13 mm long. Aug.--Jan. Lower foothills and ravines, KM, SE (Willowmore to E Cape)."
"Pelargonium peltatum","Pelargonium peltatum","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Dec","","",400,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Leaf",0,0,1,0,1,0,6.244444444,0,0,"leaf","",2,"l","i","w","Scrambling semi-succulent perennial to 4 m. Leaves round, sometimes peltate, often 5--7-lobed, leathery and with reddish zonal marking. Flowers 2--9, 40--50 mm diam., pale pink to purple, subsessile; hypanthium 30--50 mm long. Mainly Sept.--Dec. Coastal or succulent scrub, NW, SW, KM, LB, SE (Bainskloof to East London)."
"Pelargonium pulverulentum","Pelargonium pulverulentum","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,0,1,0,0,0,1,0,"Sep","Feb","","",20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,0,NA,0,0,"leaf","",3,"l","i","w","Geophyte with large, woody tuber. Leaves cordate and often quite deeply incised, glaucous, leathery, sparsely softly hairy. Flowers to 14, 15--20 mm diam., black or maroon with pale yellow margins on petals, subsessile; hypanthium 20--50 mm long. Sept.--Feb. Coastal grassland, SE (Jeffrey's Bay to KwaZulu-Natal)."
"Pelargonium reniforme","Pelargonium reniforme","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jan","Dec","","",40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,2.441666667,0,0,"leaf","",2,"l","i","w","Shrublet with tuberous roots to 40 cm. Leaves reniform, usually shortly hairy, 3--7 cm diam. Flowers to 15, c. 20 mm diam., bright pink; hypanthium 15--45 mm long, much longer than the pedicel. Throughout the year. Dry flats and open grassland, KM, SE (Kamanassie and Outeniqua Mts to E Cape)."
"Pelargonium scabrum","Pelargonium scabrum","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Jan","","",120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,0,3.84,0,0,"leaf","",2,"h","i","w","Aromatic shrub to 1.2 m. Leaves palmatisect, roughly hairy, lemon-scented, c. 5 cm diam. Flowers to 6 on short axillary peduncles, c. 20 mm diam., white to purplish; hypanthium 3--12 mm long, about as long as the pedicel. Aug.--Jan. Rocky sandstone slopes, NW, SW, KM, LB, SE (Namaqualand to E Cape)."
"Pelargonium schizopetalum","Pelargonium schizopetalum","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,0,1,0,0,0,1,0,"Oct","Feb","","",40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,1,0,1,1,NA,0,0,"leaf","",3,"l","i","w","Geophyte with large, woody tuber to 40 cm. Leaves pinnatifid, softly hairy, to 15 <x> 7 cm. Flowers to 20, 30--40 mm diam., pale yellow and variously tinged with purple, petals finely dissected; hypanthium 30--70 mm long, longer than the pedicel. Oct.--Feb. Grassland, SE (Humansdorp to Uitenhage)."
