NewUID,sample_id,replicate,ScientificName_WFO,twig_fwc,trait_ratio,twig_fresh_g,comp1_dev,twig_dry_g,comp2_dev,suspected_bad,cv,flag_high_cv,confidence
702_30_langeberg,702_30_langeberg_CM,2,Berzelia abrotanoides,38,44.84438145526574,1.248,0.6262982553885867,0.032,3.714245517666123,twig_dry_g,2.007943632779235,TRUE,both
726_25_baviaanskloof,726_25_baviaanskloof_ASH,2,Asparagus africanus,13.75,28.876266511605383,0.177,0.5250910447437576,0.012,2.7900769306257684,twig_dry_g,1.5638233319292085,TRUE,both
804_4_cape_point,804_4_cape_point_a,1,Erica subcapitata,14.46875,25.492750486361597,0.99,2.73211619450481,0.064,0.6582114827517948,twig_fresh_g,1.543320843660735,TRUE,both
719_1_baviaanskloof,719_1_baviaanskloof_JAS,2,Protea eximia,28.98529412,22.836156829366974,2.039,0.1599653113618546,0.068,3.618169546111075,twig_dry_g,1.5231562578674847,TRUE,both
727_43_baviaanskloof,727_43_baviaanskloof_HK,1,Hypodiscus alboaristatus,18.78922717,21.23255370059836,8.45,3.020981272757492,0.427,0.36912481597089214,twig_fresh_g,1.5084077901756257,TRUE,both
727_35_baviaanskloof,727_35_baviaanskloof_HK,3,Erica passerina,14.64102564,20.841281962076074,2.44,3.075245894461012,0.156,0.13666254731056388,twig_fresh_g,1.5047943557789494,TRUE,both
626_4_hangklip,626_4_hangklip_TEM,2,Restio subverticillatus,15.74651811,19.947472834276887,3.006,0.026393673837510692,0.1795,3.2557321551125833,twig_dry_g,1.495305699077586,TRUE,both
723_3_baviaanskloof,723_3_baviaanskloof_TEM,2,Stoebe plumosa,0.896,19.712000197120002,0.237,0.7802187921200899,0.125,0.0786098346963665,twig_fresh_g,1.2776537372558916,TRUE,both
805_1_htr,805_1_htr_MAL,2,Caroxylon aphyllum,7.45045045,19.498363556143964,0.938,1.224187934998062,0.111,1.3879784870544227,twig_dry_g,1.4903509083413788,TRUE,both
621_40_hangklip,621_40_hangklip_CC,4,Carpacoce heteromorpha,19.6504065,17.878061364638473,2.54,2.503257859601924,0.123,0.8223570853968507,twig_fresh_g,1.7427541523247998,TRUE,both
711_13_langeberg,711_13_langeberg_HKM,2,Othonna quinquedentata,34.04201681,16.965926607120277,0.417,0.1050606014745977,0.0119,3.771850077382412,twig_dry_g,1.6848874147020472,TRUE,both
805_33_htr,805_33_htr_MAL,1,Euphorbia lathyris,27.46491228,16.72197585459344,3.245,0.7065379160812894,0.114,2.7216988375128954,twig_dry_g,1.454508534858829,TRUE,both
815_12_htr,815_12_htr_BHR,3,Restio monanthos,11.65060241,16.36541572165433,1.05,0.5018707300988544,0.083,2.3831837833798,twig_dry_g,1.4491284855954172,TRUE,both
813_9_htr,813_9_htr_MAL,1,Cotula nudicaulis,63.28571429,15.43554007073171,0.045,0.20645087746742624,7e-4,3.5145731728297585,twig_dry_g,1.6600729907137832,TRUE,both
715_24_baviaanskloof,715_24_baviaanskloof_DEB,1,Protea eximia,22.84126984,14.574327897472928,1.502,0.7776876194436713,0.063,3.9942636304508556,twig_dry_g,1.4186940723019807,TRUE,both
702_34_baviaanskloof,702_34_baviaanskloof_DEB,2,Clutia polifolia,11.95555556,13.209186676999465,1.166,3.215808519249724,0.09,0.4584300947922243,twig_fresh_g,1.3904139932251292,TRUE,both
814_9_htr,814_9_htr_RDG,5,Romulea tortuosa,52.63636364,9.232200199771357,0.59,3.3465901491216314,0.011,0.289506617194985,twig_fresh_g,1.3879497015722724,TRUE,both
731_7_htr,731_7_htr_HKM,1,Hesperantha luticola,72.75,8.840506329292973,0.059,0.11735695063815892,8e-4,3.1292830169449664,twig_dry_g,1.3321838834402508,TRUE,both
702_16_langeberg,702_16_langeberg_TEM,1,Lobelia neglecta,14.55555556,8.683042984890195,0.14,0.1462894422506564,0.009,2.4882864813094825,twig_dry_g,1.3453635651609093,TRUE,both
724_9_cederberg,724_9_cederberg_SM,6,Solanum tomentosum,5.289156627,7.757578544607003,0.522,0.030726515632263224,0.083,1.5674750739923151,twig_dry_g,1.008398256800221,TRUE,both
709_12_baviaanskloof,709_12_baviaanskloof_TEM,1,Pelargonium tetragonum,63.36842105,6.726801619205591,1.223,0.23363927191191103,0.019,2.860596943334584,twig_dry_g,1.0481594996266275,TRUE,both
812_1_cape_point,812_1_cape_point_a,1,Erica imbricata,3.381818182,6.17066545841631,0.241,0.4616782243976329,0.055,1.0324214776923775,twig_dry_g,1.0967931672645277,TRUE,both
625_1_hangklip,625_1_hangklip_ET,5,Restio capensis,4,5.612244899748802,0.04,0.2779847472997654,0.008,1.8328900141647417,twig_dry_g,1.094478076421267,TRUE,both
815_10_htr,815_10_htr_BHR,2,Oxalis obtusa,14,5.24999999934375,0.015,0.4474589769712214,0.001,1.5849625007211563,twig_dry_g,0.961665222366187,TRUE,both
724_14_cederberg,724_14_cederberg_SM,3,Othonna quinquedentata,6.051428571,5.199971284889445,3.702,2.305267271411823,0.525,0.5890903863438328,twig_fresh_g,0.6851872552613423,TRUE,both
815_17_htr,815_17_htr_BHR,3,Ficinia bulbosa,4.714285714,5.091428570712686,0.08,0.6214883767462702,0.014,0.9475325801058645,twig_dry_g,0.9498845315206048,TRUE,both
629_4_hangklip,629_4_hangklip_EFG,3,Asparagus rubicundus,4.166666667,4.9499625897766375,0.186,0.40987579416306485,0.036,1,twig_dry_g,0.9807859569960583,TRUE,both
723_10_cape_point,723_10_cape_point_a,2,Coleonema album,2.125,4.937725694001703,0.35,0.9434164716336324,0.112,0.33730332077427827,twig_fresh_g,1.0525414087738716,TRUE,both
628_19_hangklip,628_19_hangklip_HKM,3,Merciera tenuifolia,4.641791045,4.775015849456003,0.756,1.1297005238328142,0.134,0.445663463309607,twig_fresh_g,0.9823524250243076,TRUE,both
723_2_cape_point,723_2_cape_point_c,3,Osmitopsis asteriscoides,8.035294118,4.654880731901997,0.768,0.8068853711857978,0.085,0.9872138450441564,twig_dry_g,0.9828869640365586,TRUE,both
702_39_langeberg,702_39_langeberg_CM,2,Capeobolus brevicaulis,2.866666667,4.599577762933122,0.058,1.6136942192644723,0.015,2.584962500721156,twig_dry_g,0.7987123747020852,TRUE,both
804_20_htr,804_20_htr_RDG,2,Osteospermum scariosum,2.014925373,4.574546649581415,0.202,1.8456142552439558,0.067,2.9054543634929995,twig_dry_g,0.9420060417247648,TRUE,both
723_2_baviaanskloof,723_2_baviaanskloof_TEM,3,Erica cordata,2.633333333,4.573761367135113,0.327,1.081683797593708,0.09,0.16635838642212017,twig_fresh_g,0.9501532356677995,TRUE,both
724_14_cederberg,724_14_cederberg_SM,8,Othonna quinquedentata,5.020992366,4.314521078538418,3.155,2.07460238141116,0.524,0.5863397753277981,twig_fresh_g,0.6851872552613423,TRUE,both
704_7_langeberg,704_7_langeberg_TEM,2,Ehrharta setacea,3.611111111,4.269737783559108,0.083,0.9912827828988906,0.018,2.3058084295240855,twig_dry_g,0.8686957276835315,TRUE,both
625_13_hangklip,625_13_hangklip_ET,2,Cliffortia heterophylla,6.189189189,4.22107618289617,0.532,0.16806182003280457,0.074,1.3755091350922066,twig_dry_g,0.9064328418581094,TRUE,both
724_15_cederberg,724_15_cederberg_SM,10,Aspalathus polycephala,3.119170984,4.13079400483305,0.795,1.377423207479066,0.193,0.10864126000382403,twig_fresh_g,0.6569933134610385,TRUE,both
724_15_cederberg,724_15_cederberg_SM,8,Aspalathus polycephala,3.109170306,4.117549863701137,0.941,1.6206630700358848,0.229,0.35538801083268756,twig_fresh_g,0.6569933134610385,TRUE,both
724_15_cederberg,724_15_cederberg_SM,9,Aspalathus polycephala,3.109131403,4.11749834351196,1.845,2.5920172582551064,0.449,1.3267558574768905,twig_fresh_g,0.6569933134610385,TRUE,both
717_20_baviaanskloof,717_20_baviaanskloof_DEB,1,Hypodiscus aristatus,4.348031496,3.9678259537105247,3.396,0.12901089110633202,0.635,1.2222301293017541,twig_dry_g,0.8615515188329688,TRUE,both
629_11_hangklip,629_11_hangklip_EFG,1,Metalasia densa,2.580645161,3.8846999869694883,0.111,0.17712768760066605,0.031,1.2649722100752863,twig_dry_g,0.7982900732075798,TRUE,both
703_4_baviaanskloof,703_4_baviaanskloof_JL,1,Azima tetracantha,6.345454545,3.8777777783617284,0.808,1.0997907694831306,0.11,0.3785116232537297,twig_fresh_g,0.8343537874376002,TRUE,both
724_9_cederberg,724_9_cederberg_SM,3,Solanum tomentosum,2.602409639,3.816940696504895,0.598,0.33830530085870997,0.166,0.5674750739923151,twig_dry_g,1.008398256800221,TRUE,both
730_11_htr,730_11_htr_RDG,3,Ehrharta melicoides,2.476190476,3.8141903097051038,0.219,1.0114825680472925,0.063,2.056143078037534,twig_dry_g,0.8395879753663932,TRUE,both
703_5_baviaanskloof,703_5_baviaanskloof_HK,1,Restio gaudichaudianus,1.401485365,3.8013876126467308,10.994,2.266134660433727,4.578,1.482341790012927,twig_fresh_g,0.8392247749672784,TRUE,both
710_5_langeberg,710_5_langeberg_CM,4,Cullumia aculeata,2.7288135590000002,3.736238956936099,0.22,0.5936797178222651,0.059,1.972225333898395,twig_dry_g,0.9570131828829838,TRUE,both
808_22_htr,808_22_htr_EPO,2,Zaluzianskya violacea,99,3.683720930232558,0.2,0.8429562898544201,0.002,1,twig_dry_g,0.904108303917226,TRUE,both
724_15_cederberg,724_15_cederberg_SM,6,Aspalathus polycephala,2.659574468,3.522139159467588,1.376,2.168876912009446,0.376,1.070773074413381,twig_fresh_g,0.6569933134610385,TRUE,both
718_13_baviaanskloof,718_13_baviaanskloof_JL,1,Themeda triandra,1.265306122,3.483022711701796,0.111,1.1505596765753812,0.049,0.40525647848625845,twig_fresh_g,0.7871814574137586,TRUE,both
625_11_hangklip,625_11_hangklip_ET,4,Gnidia oppositifolia,2.6875,3.4374999992005817,0.118,1.2310991166873473,0.032,1.8328900141647417,twig_dry_g,0.6247035457718452,TRUE,both
703_3_langeberg,703_3_langeberg_EFG,3,Leucadendron spissifolium,3.525714286,3.349450549454725,0.792,0.43706380560884284,0.175,1.0840642647884746,twig_dry_g,0.9490426120353901,TRUE,both
724_14_cederberg,724_14_cederberg_SM,5,Othonna quinquedentata,3.891390728,3.3438583644293396,3.693,2.3017556387468625,0.755,1.1132496080027892,twig_fresh_g,0.6851872552613423,TRUE,both
811_14_htr,811_14_htr_HKM,3,Senecio cardaminifolius,10.94444444,3.271036203077601,0.215,0.5883215128110707,0.018,0.8744691179161412,twig_dry_g,0.7463900648069105,TRUE,both
724_14_cederberg,724_14_cederberg_SM,1,Othonna quinquedentata,3.58490566,3.080496823571884,4.131,2.4634534363973692,0.901,1.3683000696038865,twig_fresh_g,0.6851872552613423,TRUE,both
702_39_langeberg,702_39_langeberg_CM,3,Capeobolus brevicaulis,1.855072464,2.9764709487389993,0.197,0.45714489278068826,0.069,0.38332863955150553,twig_fresh_g,0.7987123747020852,TRUE,both
805_20_htr,805_20_htr_MAL,5,Malephora crassa,2.053254438,2.9543567905781827,0.516,0.14394851571359238,0.169,0.6971526466783424,twig_dry_g,0.6451748163040897,TRUE,both
815_23_htr,815_23_htr_BHR,1,Ehrharta bulbosa,1.818181818,2.914072228529965,0.062,0.2937312030567103,0.022,1.0641303374197157,twig_dry_g,0.6779574701458594,TRUE,both
804_1_cape_point,804_1_cape_point_a,2,Metalasia cephalotes,2.2,2.908404154588442,0.288,0.027817944139762286,0.09,0.8744691179161412,twig_dry_g,0.6753833543431265,TRUE,both
717_37_baviaanskloof,717_37_baviaanskloof_DEB,2,Tetraria ustulata,1.607142857,2.906504064503984,0.146,1.3040308903608056,0.056,1.889612604176683,twig_dry_g,0.7470413139776472,TRUE,both
724_15_cederberg,724_15_cederberg_SM,3,Aspalathus polycephala,2.167530225,2.870512999977443,1.834,2.5833900809024026,0.579,1.69360376072498,twig_fresh_g,0.6569933134610385,TRUE,both
621_15_hangklip,621_15_hangklip_CC,3,Capeochloa cincta,4.817767654,2.8649896755240007,2.554,0.015047432912346833,0.439,1.2176900213424433,twig_dry_g,0.8181409645660506,TRUE,both
702_8_langeberg,702_8_langeberg_TEM,2,Helichrysum cymosum,2.153846154,2.812516496802955,0.082,1.7404800783424432,0.026,2.5756846871331454,twig_dry_g,0.6547685585913077,TRUE,both
816_18_cape_point,816_18_cape_point_c,1,Lobelia setacea,6,2.765087281685184,0.049,0.7861695921669759,0.007,2.192645077942396,twig_dry_g,0.8081618054891422,TRUE,both
627_1_hangklip,627_1_hangklip_CM,5,Penaea petraea,1.818181818,2.726306772655264,0.093,0.5269303793497411,0.033,1.1940106199666254,twig_dry_g,0.6057355073504765,TRUE,both
805_15_htr,805_15_htr_MAL,3,Drosanthemum framesii,2.222222222,2.7113702615760737,0.029,0.8699394594356271,0.009,1.6880559936852597,twig_dry_g,0.635564463722979,TRUE,both
724_9_cederberg,724_9_cederberg_SM,5,Solanum tomentosum,1.840840841,2.699951697266671,0.946,1,0.333,0.6582791783640772,twig_fresh_g,1.008398256800221,TRUE,both
625_11_hangklip,625_11_hangklip_ET,6,Gnidia oppositifolia,2.096491228,2.6815585468182426,0.353,0.8488145291559719,0.114,0.051530300640082086,twig_fresh_g,0.6247035457718452,TRUE,both
711_1_baviaanskloof,711_1_baviaanskloof_TEM,3,Erica umbelliflora,1.436893204,2.679207120767677,0.251,0.13174425446125015,0.103,0.797315250081038,twig_dry_g,0.6454536008094116,TRUE,both
712_8_baviaanskloof,712_8_baviaanskloof_JL,1,Hertia kraussii,8.563106796,2.6442627808304797,0.985,0.4391609267108975,0.103,0.909689228961192,twig_dry_g,0.6781375365539183,TRUE,both
626_2_hangklip,626_2_hangklip_TEM,2,Thesium ericaefolium,2,2.6439674324578806,0.135,0.39485961734121333,0.045,1.1447715242139742,twig_dry_g,0.5612522959213105,TRUE,both
724_14_cederberg,724_14_cederberg_SM,9,Othonna quinquedentata,3.060860441,2.630186610237698,3.87,2.3692959425730216,0.953,1.4492491777002898,twig_fresh_g,0.6851872552613423,TRUE,both
625_11_hangklip,625_11_hangklip_ET,3,Gnidia oppositifolia,2.048387097,2.6200300071813882,0.189,0.5514997418281158,0.062,0.8786937037778664,twig_dry_g,0.6247035457718452,TRUE,both
711_32_baviaanskloof,711_32_baviaanskloof_TEM,3,Chironia linoides,0.875,2.6085091978806787,0.27,0.7914133781885826,0.144,0.3181759600262548,twig_fresh_g,0.6733029797661415,TRUE,both
727_45_baviaanskloof,727_45_baviaanskloof_HK,2,Pentameris macrocalycina,1.285714286,2.603174603881638,0.08,0.6667565918848035,0.035,1.280107919192735,twig_dry_g,0.6032851450644198,TRUE,both
814_15_cape_point,814_15_cape_point_a,4,Aspalathus chenopoda,6.045454545,2.594332696854334,0.465,0.7773490079950778,0.066,1.868495216871508,twig_dry_g,0.5444089678363631,TRUE,both
729_26_cape_point,729_26_cape_point_b,2,Hermas villosa,5.057803468,2.5652425705859443,2.096,0.6071582468353526,0.346,0.4311050432150342,twig_fresh_g,0.5969419570613274,TRUE,both
625_19_hangklip,625_19_hangklip_ET,4,Polyarrhena reflexa,4,2.564852423370579,0.14,0.8508565606941905,0.028,1.5324950808270206,twig_dry_g,0.5770887675190532,TRUE,both
620_14_hangklip,620_14_hangklip_HKM,2,Euclea racemosa,1.678899083,2.547212432224089,0.584,0.5010464504122967,0.218,1.168453614225644,twig_dry_g,0.5172147429227849,TRUE,both
626_12_hangklip,626_12_hangklip_CC,5,Cliffortia subsetacea,1.288557214,2.5273631851334826,0.46,1.0478285250906152,0.201,0.37492728590469115,twig_fresh_g,0.5286432190636253,TRUE,both
723_4_cederberg,723_4_cederberg_JS,2,Eriocephalus africanus,1.182978723,2.5221935743187087,0.513,0.5998838494109108,0.235,1.1486226157135087,twig_dry_g,0.7780357411557401,TRUE,both
625_8_hangklip,625_8_hangklip_EFG,2,Roella ciliata,3.034883721,2.4915428263191157,0.347,0.46437726277273367,0.086,0.5961030583263569,twig_dry_g,0.6116676002074423,TRUE,both
625_11_hangklip,625_11_hangklip_ET,5,Gnidia oppositifolia,1.942307692,2.4843470473292215,0.153,0.8563543233565366,0.052,1.1324502960236495,twig_dry_g,0.6247035457718452,TRUE,both
625_11_hangklip,625_11_hangklip_ET,1,Gnidia oppositifolia,1.919191919,2.454780360940749,0.289,0.5602158383854704,0.099,0.203533394085132,twig_fresh_g,0.6247035457718452,TRUE,both
727_10_baviaanskloof,727_10_baviaanskloof_HK,1,Pelargonium myrrhifolium,4.16,2.446395136675615,0.258,0.24616058726939766,0.05,1.1826922975161902,twig_dry_g,0.5635445358776597,TRUE,both
712_9_baviaanskloof,712_9_baviaanskloof_JL,1,Freylinia undulata,0.62244898,2.404623222834885,0.318,0.7354541272486067,0.196,0.3763051047901295,twig_fresh_g,0.5640652365254641,TRUE,both
625_16_hangklip,625_16_hangklip_ET,8,Podalyria calyptrata,2.5,2.3857142848417956,0.112,1.7851021152104765,0.032,2.839203788096944,twig_dry_g,0.6432753633508065,TRUE,both
701_15_baviaanskloof,701_15_baviaanskloof_KE,3,Crassula perforata,9,2.3775276420130793,0.18,0.07822516730550218,0.018,1.0968615392525891,twig_dry_g,0.5802347207284285,TRUE,both
708_20_baviaanskloof,708_20_baviaanskloof_KE,3,Urochloa serrata,1.296296296,2.3756824544421224,0.062,0.3677317845004871,0.027,0.8744691179161412,twig_dry_g,0.5891565559290348,TRUE,both
814_36_htr,814_36_htr_RDG,2,Mesembryanthemum nitidum,1.797297297,2.374694044959306,0.414,0.5667824846561349,0.148,0.19142607065323466,twig_fresh_g,0.7694585848995972,TRUE,both
622_6_hangklip,622_6_hangklip_TEM,4,Grubbia rosmarinifolia,2.518867925,2.3500142060629527,0.373,0.30462708093015883,0.106,0.6074699001307259,twig_dry_g,0.6248671854997196,TRUE,both
712_28_baviaanskloof,712_28_baviaanskloof_JL,2,Eragrostis obtusa,4.655172414,2.3334907886693532,0.164,1.4749089552562424,0.029,0.18555565315607675,twig_fresh_g,0.7187696953005229,TRUE,both
806_10_cape_point,806_10_cape_point_b,2,Dimorphotheca nudicaulis,6.014705882,2.3240413819492636,0.477,0.2236531878598282,0.068,0.3303896736355581,twig_dry_g,0.7685840852514727,TRUE,both
621_18_hangklip,621_18_hangklip_CC,3,Ficinia monticola,3.210526316,2.258145935502126,0.16,0.4396231375571171,0.038,1.219678036639412,twig_dry_g,0.6227363957940701,TRUE,both
725_25_cape_point,725_25_cape_point_c,2,Pentameris scabra,2.75,2.257894736747036,0.06,0.7796099315746999,0.016,1.5849625007211563,twig_dry_g,0.5160288800353546,TRUE,both
710_36_baviaanskloof,710_36_baviaanskloof_HK,3,Athanasia pinnata,2.378378378,2.2277502990919422,0.375,0.011587974275211825,0.111,0.6893999109141503,twig_dry_g,0.5451255076147813,TRUE,both
724_24_cederberg,724_24_cederberg_SM,5l,Ficinia dunensis,2.616,2.188518650178217,0.452,1.193841507899747,0.125,1.9137989649506961,twig_dry_g,0.5271473617133936,TRUE,both
801_12_htr,801_12_htr_MAL,2,Chrysocoma ciliata,0.8,2.135593218076702,0.459,0.08412712868708311,0.255,0.3048545815284209,twig_dry_g,0.512174640857287,TRUE,both
818_62_htr,818_62_htr_EPO,2,Helichrysum moeserianum,5.333333333,2.1350078493193294,0.019,1.839535327806754,0.003,3.2223924213364477,twig_dry_g,0.6074652378092875,TRUE,both
806_10_cape_point,806_10_cape_point_b,3,Dimorphotheca nudicaulis,5.506493506,2.127671581693957,0.501,0.33748973749123007,0.077,0.07306346218972336,twig_fresh_g,0.7685840852514727,TRUE,both
703_25_baviaanskloof,703_25_baviaanskloof_JL,1,Anthonya parviloba,1.764705882,2.0075553154500954,0.094,0.7216988375128959,0.034,0.1567255036874533,twig_fresh_g,0.6850365318236123,TRUE,both
729_26_cape_point,729_26_cape_point_b,1,Hermas villosa,1.789674952,0.49634178222367265,1.459,0.21587975356610334,0.523,0.46842471202586883,twig_dry_g,0.5969419570613274,TRUE,both
703_5_baviaanskloof,703_5_baviaanskloof_HK,2,Restio gaudichaudianus,0.417928287,0.4857056718914134,3.559,0.7542117351171118,2.51,0.09050258376971887,twig_fresh_g,0.8392247749672784,TRUE,both
723_2_baviaanskloof,723_2_baviaanskloof_TEM,1,Erica cordata,0.736111111,0.48289879454601486,0.125,1.0313951962755343,0.072,0.6114347120823472,twig_fresh_g,0.9501532356677995,TRUE,both
811_14_htr,811_14_htr_HKM,1,Senecio cardaminifolius,3.428571429,0.48263899117640946,0.124,0.604224402881789,0.028,3.203426503814917e-16,twig_fresh_g,0.7463900648069105,TRUE,both
711_13_langeberg,711_13_langeberg_HKM,5,Othonna quinquedentata,1.3125,0.4784606101287778,0.444,0.02954427561401537,0.192,0.5183350916259574,twig_dry_g,1.6848874147020472,TRUE,both
801_12_htr,801_12_htr_MAL,1,Chrysocoma ciliata,0.374603175,0.46825396874999997,0.433,0.08412712868708319,0.315,0.30485458152842093,twig_dry_g,0.512174640857287,TRUE,both
712_9_baviaanskloof,712_9_baviaanskloof_JL,2,Freylinia undulata,0.215384615,0.4658099910687314,0.158,0.7783682931767687,0.13,0.5011941430285584,twig_fresh_g,0.5640652365254641,TRUE,both
702_39_langeberg,702_39_langeberg_CM,1,Capeobolus brevicaulis,0.583333333,0.4632883015767026,0.304,1.0830205867678977,0.192,1.3181759600262546,twig_dry_g,0.7987123747020852,TRUE,both
730_11_htr,730_11_htr_RDG,2,Ehrharta melicoides,0.70657277,0.46060397865226094,0.727,1.9550647685363511,0.426,2.403792742111221,twig_dry_g,0.8395879753663932,TRUE,both
804_1_cape_point,804_1_cape_point_a,3,Metalasia cephalotes,0.692857143,0.45884579006622517,0.474,1.3226892107271673,0.28,2,twig_dry_g,0.6753833543431265,TRUE,both
724_24_cederberg,724_24_cederberg_SM,4l,Ficinia dunensis,1.195329087,0.45693007912844036,1.034,1.193841507899747,0.471,1.9137989649506961,twig_dry_g,0.5271473617133936,TRUE,both
811_14_htr,811_14_htr_HKM,2,Senecio cardaminifolius,3.263157895,0.45406725001091003,0.162,0.06529146025171893,0.038,0.7243655573865726,twig_dry_g,0.7463900648069105,TRUE,both
625_19_hangklip,625_19_hangklip_ET,1,Polyarrhena reflexa,0.934362934,0.44598485863582465,0.501,1.4929333622288108,0.259,1.9082838309083847,twig_dry_g,0.5770887675190532,TRUE,both
805_15_htr,805_15_htr_MAL,2,Drosanthemum framesii,0.703703704,0.4457056377475851,0.046,0.047828525090615234,0.027,0.43295940727610605,twig_dry_g,0.635564463722979,TRUE,both
815_23_htr,815_23_htr_BHR,2,Ehrharta bulbosa,0.555555556,0.44258743467125655,0.042,1.0339473319233374,0.027,0.6880559936852597,twig_fresh_g,0.6779574701458594,TRUE,both
717_20_baviaanskloof,717_20_baviaanskloof_DEB,2,Hypodiscus aristatus,1.135785953,0.4203586651706868,3.193,0.006311800871553022,1.495,0.5076966343536884,twig_dry_g,0.8615515188329688,TRUE,both
702_39_langeberg,702_39_langeberg_CM,4,Capeobolus brevicaulis,0.517647059,0.41111970328684294,0.129,0.4604479589687902,0.085,0.05183893151961811,twig_fresh_g,0.7987123747020852,TRUE,both
625_11_hangklip,625_11_hangklip_ET,10,Gnidia oppositifolia,0.781818182,0.40736842118810523,0.196,0.4990323219339802,0.11,0.051530300640082065,twig_fresh_g,0.6247035457718452,TRUE,both
625_8_hangklip,625_8_hangklip_EFG,1,Roella ciliata,0.561151079,0.4010172228408489,0.217,0.40837376899783284,0.139,0.39784188401632237,twig_fresh_g,0.6116676002074423,TRUE,both
710_36_baviaanskloof,710_36_baviaanskloof_HK,2,Athanasia pinnata,0.751445087,0.3994751181062992,0.303,0.42925135849854484,0.173,0.22517486200777478,twig_fresh_g,0.5451255076147813,TRUE,both
701_15_baviaanskloof,701_15_baviaanskloof_KE,1,Crassula perforata,2.68627451,0.3869425886873423,0.188,0.17521048460637534,0.051,1.2129937233341985,twig_dry_g,0.5802347207284285,TRUE,both
717_20_baviaanskloof,717_20_baviaanskloof_DEB,3,Hypodiscus aristatus,1.055858311,0.3850814950787761,3.018,0.12646672089939978,1.468,0.46299853773001226,twig_dry_g,0.8615515188329688,TRUE,both
718_13_baviaanskloof,718_13_baviaanskloof_JL,3,Themeda triandra,0.319148936,0.3815942544457055,0.062,0.2649722100752863,0.047,0.30666133823405195,twig_dry_g,0.7871814574137586,TRUE,both
804_20_htr,804_20_htr_RDG,1,Osteospermum scariosum,0.463375796,0.380990651147214,0.919,1.3223206115653077,0.628,1.5034578603366087,twig_dry_g,0.9420060417247648,TRUE,both
724_14_cederberg,724_14_cederberg_SM,10,Othonna quinquedentata,1.16374269,0.3802011599129946,0.74,2.092042829353599,0.342,0.6155704866515523,twig_fresh_g,0.6851872552613423,TRUE,both
625_16_hangklip,625_16_hangklip_ET,9,Podalyria calyptrata,0.420454545,0.3784090905378409,0.125,1.6266727526059934,0.088,1.3797721694596468,twig_fresh_g,0.6432753633508065,TRUE,both
724_14_cederberg,724_14_cederberg_SM,7,Othonna quinquedentata,1.146131805,0.3744475865830565,0.749,2.07460238141116,0.349,0.5863397753277981,twig_fresh_g,0.6851872552613423,TRUE,both
711_1_baviaanskloof,711_1_baviaanskloof_TEM,2,Erica umbelliflora,0.536312849,0.3732447529900072,0.275,0.13174425446125015,0.179,0.7973152500810381,twig_dry_g,0.6454536008094116,TRUE,both
730_11_htr,730_11_htr_RDG,1,Ehrharta melicoides,0.591836735,0.3719011998418684,0.156,1.6002941544771467,0.098,1.3189808108370253,twig_fresh_g,0.8395879753663932,TRUE,both
724_14_cederberg,724_14_cederberg_SM,6,Othonna quinquedentata,1.127388535,0.36832405682360214,0.668,2.239719997395859,0.314,0.7388022526458234,twig_fresh_g,0.6851872552613423,TRUE,both
708_20_baviaanskloof,708_20_baviaanskloof_KE,2,Urochloa serrata,0.366666667,0.362868526308121,0.041,1.1422938824651216,0.03,0.6780719051126377,twig_fresh_g,0.5891565559290348,TRUE,both
724_14_cederberg,724_14_cederberg_SM,4,Othonna quinquedentata,1.110671937,0.36286265199243695,0.534,2.5627283581823574,0.253,1.0504294268431402,twig_fresh_g,0.6851872552613423,TRUE,both
724_14_cederberg,724_14_cederberg_SM,2,Othonna quinquedentata,1.079497908,0.35267792465811415,0.497,2.666322248307625,0.239,1.132556193556702,twig_fresh_g,0.6851872552613423,TRUE,both
703_5_baviaanskloof,703_5_baviaanskloof_HK,3,Restio gaudichaudianus,0.319426336,0.3511310752767727,1.012,2.846035390221664,0.767,2.208080121052085,twig_fresh_g,0.8392247749672784,TRUE,both
724_15_cederberg,724_15_cederberg_SM,7,Aspalathus polycephala,0.755102041,0.3483697861698791,0.172,2.20854629546962,0.098,0.9777471931528722,twig_fresh_g,0.6569933134610385,TRUE,both
804_20_htr,804_20_htr_RDG,3,Osteospermum scariosum,0.417553191,0.3369672711476658,0.533,0.07257884004625074,0.376,0.11371968406676757,twig_dry_g,0.9420060417247648,TRUE,both
724_15_cederberg,724_15_cederberg_SM,1,Aspalathus polycephala,0.717391304,0.3309717648804643,0.158,2.331030301994615,0.092,1.0688950812110676,twig_fresh_g,0.6569933134610385,TRUE,both
724_15_cederberg,724_15_cederberg_SM,5,Aspalathus polycephala,0.709497207,0.32732978706213883,0.306,1.377423207479066,0.179,0.10864126000382406,twig_fresh_g,0.6569933134610385,TRUE,both
625_11_hangklip,625_11_hangklip_ET,9,Gnidia oppositifolia,0.615763547,0.32084521662682136,0.328,0.7428421605028755,0.203,0.8839762036605168,twig_dry_g,0.6247035457718452,TRUE,both
812_1_cape_point,812_1_cape_point_a,3,Erica imbricata,0.606299213,0.31320229616892864,0.204,0.07623558582708512,0.127,0.7312968440795141,twig_dry_g,1.0967931672645277,TRUE,both
